,Control 1,Control 2,Control 3,Control 4,Control 5,CML CP 1,CML CP 2,CML CP 3,CML CP 4,CML CP 5,CML BC 1,CML BC 2,CML BC 3,CML BC 4,CML BC 5
ENSG00000128268,3.394983432,3.236786841,3.331286349,1.603698448,3.84377473,17.51990116,17.75040984,4.409442426,4.14891002,2.89460717,7.996056546,4.909564563,8.880688557,3.794807279,20.21399998
ENSG00000128271,7.147333541,8.487574382,11.58018588,13.6314368,7.072545503,16.39990748,12.32188644,34.44132057,46.54558429,110.9599415,1.243831018,5.747782903,3.084870762,8.279579518,3.041044244
ENSG00000128272,199.0532391,194.3510676,223.354818,235.9441341,170.9711,446.7174798,368.9672569,567.3879835,820.8359167,906.3336671,635.9530306,459.1640321,355.3210232,534.3778614,559.5521409
ENSG00000128274,0,0,0,0.133641537,0,2.719984655,10.16771049,0.834218837,2.333761886,0,2.132281746,12.63314784,2.056580508,1.03494744,50.80332737
ENSG00000128283,4.199058455,3.380644034,0.634530733,1.403236142,0.615003957,0,0.172334076,0.238348239,1.944801572,0,0,0,0.560885593,0,2.146619466
ENSG00000128284,245.8682738,259.5903046,164.6607252,211.6881951,165.7435664,18.87989349,14.73456351,15.85015791,17.24390727,2.89460717,86.3574107,20.89558576,60.76260591,38.98302023,49.9089026
ENSG00000128294,61.37772678,79.84074207,56.63186793,75.90839318,40.43651016,55.91968452,53.07889544,48.50386668,70.92043065,50.17319094,128.6476653,26.46375045,22.71586652,18.80154515,19.49846015
ENSG00000128298,0.893416693,1.078928947,1.269061466,1.403236142,1.230007914,0.399997743,1.034004457,0.11917412,0.648267191,0,3.198422618,0,0.560885593,0.68996496,0.357769911
ENSG00000128309,5.539183494,7.408645435,6.265990989,6.748897633,3.690023741,34.15980728,53.42356359,18.71033678,123.9486868,93.43148698,79.24980488,11.7949295,23.65067584,46.57263479,51.69775215
ENSG00000128311,1.429466708,2.733286665,1.348377808,3.94242535,1.537509892,10.95993817,15.94090204,5.958705981,22.81900511,10.13112509,53.30704364,1.796182157,3.365313558,6.382175878,12.8797168
ENSG00000128322,0,0.287714386,0.079316342,0.133641537,0.153750989,12.95992688,25.85011142,2.97935299,54.97305776,4.663533773,1.421521164,0.119745477,7.665436438,38.98302023,20.39288493
ENSG00000128335,110.1582782,120.3365419,97.55910021,80.58584699,132.0720997,45.27974455,29.64146109,96.05434041,88.81260511,56.76646283,49.93093088,49.03577289,60.29520125,91.76533965,91.41021228
ENSG00000128340,164.5673548,191.1862094,184.7277597,210.3517797,151.4447244,259.5985354,353.284856,465.4941112,1105.165907,476.3236909,66.98918484,128.7263879,127.8819152,187.6704691,253.479982
ENSG00000128342,0,0.071928596,0.079316342,0.066820769,0,1.679990522,2.240342989,0.238348239,0.648267191,0.321623019,4.442253637,5.208928256,0.093480932,0.8624562,1.252194689
ENSG00000128383,25.19435073,30.13808192,16.18053369,11.42635144,55.5041071,96.63945479,51.01088653,248.5972135,42.78563458,56.76646283,7.285295964,19.51851277,9.348093217,26.73614219,60.46311497
ENSG00000128394,4.199058455,5.68235912,6.503940014,4.276529193,4.305027698,6.319964345,3.96368375,1.430089435,6.87163222,0.804057547,10.66140873,0.538854647,4.019680083,11.03943936,3.398814155
ENSG00000128408,0.178683339,0,0.9517961,1.202773836,0.153750989,9.279947646,9.30604011,4.528616545,3.241335953,0.804057547,6.219155092,4.849691824,1.495694915,1.724912399,6.797628311
ENSG00000128422,0.089341669,0,0.079316342,0.066820769,0,19.75988852,5.945525626,3.813571828,19.83697603,56.76646283,0,1.377072987,1.869618643,0.8624562,4.293238933
ENSG00000128463,11.25705033,15.89621982,14.75283954,13.6314368,20.60263255,20.07988672,21.2832584,14.53924259,52.379989,56.60565132,61.30310019,16.94398502,31.03566948,55.88716174,44.18458402
ENSG00000128482,0.893416693,0.287714386,2.141541224,0.400924612,2.152513849,1.19999323,0.172334076,1.906785914,0,0,0.177690145,0.239490954,0,0.17249124,0.178884956
ENSG00000128487,41.81190121,34.16608332,39.02364008,24.99096747,29.05893696,56.15968317,42.48034976,44.92864309,37.85880393,29.75012924,28.60811342,22.39240423,47.95571821,32.94582683,86.22254857
ENSG00000128512,0.982758362,3.236786841,3.172653665,1.069132298,2.152513849,0.319998195,0.258501114,8.699710732,5.315790963,32.4839249,0.177690145,10.47772925,2.430504237,0,1.252194689
ENSG00000128513,10.27429196,11.50857543,13.00788003,7.283463783,13.99134002,10.47994088,4.480685979,9.414755449,1.685494696,13.18654377,22.74433862,20.35673111,8.413283896,9.142035717,8.40759291
ENSG00000128524,16.79623382,12.87521877,19.59113638,15.90334294,34.28647059,37.51978833,34.55298226,22.52390861,87.64572417,151.6452534,53.66242393,25.98476854,44.59040465,63.64926754,65.65077868
ENSG00000128534,40.20375117,38.6975849,44.81373302,40.35974426,49.8153205,46.47973778,42.04951457,26.93335103,19.31836228,26.69471057,108.5686789,40.95295318,56.74292583,81.07088278,75.84722115
ENSG00000128536,3.037616755,2.661358069,1.903592199,4.610633037,2.613766816,0.079999549,0.086167038,0,0,0,0.533070436,0.059872739,0,0.51747372,0
ENSG00000128563,94.52348607,74.73381172,80.18882139,74.43833627,66.8816803,64.31963713,61.78176628,69.59768585,78.05136975,211.1455119,42.46794477,81.1874335,86.65682413,73.13628574,95.70345121
ENSG00000128567,2.233541731,1.078928947,0.793163416,1.804160754,1.383758903,0.399997743,0.172334076,0.834218837,0,0,1.599211309,1.616563941,0.560885593,0,1.252194689
ENSG00000128578,0.625391685,1.078928947,1.665643174,3.073755358,0.768754946,9.199948097,5.256189321,0.595870598,0.129653438,0.160811509,0.888450727,10.05862008,2.430504237,0.34498248,4.114353977
ENSG00000128581,1.429466708,1.366643333,1.824275858,1.069132298,1.537509892,3.279981495,4.825354131,1.668437675,8.427473478,2.090549623,6.396845237,2.754145974,5.047970337,14.31677292,4.8298938
ENSG00000128585,28.85735917,36.18008402,34.18534324,30.13616666,22.7551464,18.47989574,26.88411587,35.27553941,28.39410295,21.38793075,18.47977513,42.74913534,21.96801906,21.90638747,36.67141589
ENSG00000128590,27.87460081,33.30294016,29.10909738,24.65686363,32.44145872,22.07987543,14.56222943,44.92864309,6.482671906,40.36368887,3.020732473,13.71085713,4.393603812,23.11382615,5.724318577
ENSG00000128594,3.66300844,3.164858244,2.855388299,2.806472283,7.841300449,51.03971205,40.0676727,109.9977124,92.31324794,29.91094075,3.376112764,10.05862008,3.271832626,15.86919408,28.08493802
ENSG00000128595,53.96236823,29.56265315,37.12004788,32.14078972,37.51524137,60.1596606,40.49850789,39.20828535,16.59564008,22.03117679,36.78186011,181.1150342,35.61623516,27.94358087,30.41044244
ENSG00000128596,21.44200062,14.2418621,16.49779906,11.35953067,18.75762068,18.87989349,3.446681522,1.430089435,0.388960314,1.447303585,9.595267855,6.346510289,8.60024576,22.42386119,59.74757515
ENSG00000128602,0.357366677,0.143857193,0.079316342,0.066820769,0,4.319975628,0.603169266,0.238348239,0.259306876,0,0.177690145,3.891728007,2.617466101,10.17698316,5.187663711
ENSG00000128604,16.97491716,17.33479175,16.02190101,37.15234737,26.44517014,15.2799138,21.54175951,24.66904276,17.37356071,8.844633019,1.776901455,2.215291327,27.85731779,7.417123318,24.68612386
ENSG00000128607,20.54858393,18.41372069,17.21164613,14.5001068,28.90518597,15.51991244,13.95906016,16.44602851,12.96534381,26.21227604,16.52518353,19.33889456,17.76137711,4.139789759,7.155398222
ENSG00000128609,58.34011002,70.27423874,56.94913329,70.69637323,35.82398048,43.35975538,35.06998449,25.86078396,10.37227505,3.377041698,177.3347652,103.8792014,56.6494449,137.992992,54.55991144
ENSG00000128641,0.714733354,0.719285965,1.110428783,0.735028455,4.151276708,0.399997743,0.43083519,0,0,0,0,3.532491576,9.90897881,7.072140838,0.357769911
ENSG00000128654,3.216300093,6.761288067,6.345307331,5.212019955,3.84377473,13.51992373,16.45790427,8.699710732,1.944801572,2.572984151,39.44721229,19.21914908,10.7503072,12.936843,11.44863715
ENSG00000128656,0.714733354,1.438571929,1.507010491,1.00231153,1.230007914,0,0.172334076,0.11917412,0.259306876,0,3.198422618,0.119745477,0.467404661,0.34498248,0
ENSG00000128694,3.305641763,2.517500876,2.458806591,3.006934589,2.921268795,1.519991425,2.67117818,0.595870598,0.518613752,0,3.731493055,1.796182157,1.963099576,3.104842319,1.788849555
ENSG00000128699,61.73509346,70.05845295,56.15596988,75.84157242,47.0478027,47.43973236,63.24660593,45.04781721,27.48652888,20.4230617,78.89442459,28.43955082,67.58671396,61.06189894,64.21969904
ENSG00000128708,39.04230947,41.57472875,35.53372105,50.58332187,44.28028489,62.63964661,58.85208699,43.1410313,24.63415324,31.35824434,205.5874983,91.06643537,74.78474574,93.14526957,79.2460353
ENSG00000128731,22.15673398,37.11515577,23.47763712,56.66401181,28.59768399,60.79965699,45.58236313,46.00121017,52.89860275,42.29342698,98.61803074,71.2485589,63.75399574,50.88491579,47.94116809
ENSG00000128739,65.6661269,56.32009103,65.35666551,70.02816554,57.34911897,45.3597441,31.62330297,16.08850615,56.52889902,38.11232773,71.07605819,80.22946969,61.6039343,119.1914468,65.11412382
ENSG00000128789,3.484325101,6.042002103,3.489919032,7.41710532,4.766280665,9.039949,9.392207148,5.243661263,9.335047545,7.397329434,13.6821412,11.0165839,11.21771186,10.00449192,10.91198229
ENSG00000128791,9.64890028,9.278788943,7.614368797,6.41479379,5.381284622,9.999943584,10.25387753,3.09852711,3.241335953,1.608115094,10.48371858,12.99238427,20.19188135,10.3494744,5.724318577
ENSG00000128805,13.9373004,10.71736087,16.73574808,6.41479379,8.763806385,21.59987814,14.99306462,19.30620738,22.81900511,7.075706415,5.153014219,19.51851277,21.31365254,6.382175878,38.10249553
ENSG00000128815,68.43571865,50.06230314,77.09548407,60.80689947,70.26420207,50.47971521,41.18784419,93.90920626,63.65983812,39.72044283,4.264563491,9.998747342,52.44280295,30.01347575,63.86192913
ENSG00000128829,30.28682588,33.01522578,34.34397593,31.00483665,27.98268004,53.11970032,46.27169944,43.02185718,143.6560094,66.41515339,88.13431215,40.23448032,65.62361439,108.3244987,116.632991
ENSG00000128833,1.072100031,1.150857543,1.110428783,1.269594604,1.076256924,2.079988265,1.723340761,1.549263555,2.852375639,0.804057547,0.888450727,1.556691203,43.37515253,5.519719678,5.008778755
ENSG00000128872,30.91221756,28.33986701,23.47763712,20.58079674,27.52142707,13.19992553,11.5463831,21.21299329,4.537870334,10.45274811,3.9091832,4.011473484,8.974169489,21.90638747,8.228707955
ENSG00000128881,36.18337605,26.75743788,28.07798494,17.44022062,24.75390926,17.27990251,17.40574169,16.32685439,17.76252102,6.593271887,13.50445106,8.921038047,25.52029448,17.76659771,16.81518582
ENSG00000128886,4.020375117,0.503500175,2.855388299,1.536877679,1.537509892,1.759990071,0.947837419,0.715044718,0.259306876,1.286492075,0.888450727,4.011473484,2.243542372,0.51747372,1.073309733
ENSG00000128891,21.71002563,15.68043403,17.76686053,20.11305136,15.83635189,12.07993185,11.97721829,10.60649665,18.67009509,17.36764302,20.78974702,12.99238427,11.87207839,8.797053237,10.55421238
ENSG00000128908,83.53446076,57.32709138,54.01442865,55.79534182,70.57170404,33.43981134,45.49619609,38.85076299,14.13222476,66.89758792,22.03357804,36.88160696,71.79335591,46.40014355,29.15824775
ENSG00000128915,33.32444263,33.95029753,40.13406887,32.27443126,36.90023741,38.9597802,22.05876174,25.5032616,6.741978782,5.145968302,85.82434026,49.27526384,70.95202752,56.23214422,24.50723891
ENSG00000128923,41.45453454,33.51872595,45.68621278,36.15003584,22.90889739,60.47965879,57.38724734,69.12098938,145.2118507,67.05839943,10.66140873,29.69687833,10.7503072,19.66400135,19.85623007
ENSG00000128928,14.29466708,22.72943648,14.51489052,18.84345676,17.22011079,13.83992192,20.1630869,12.03658608,19.0590554,9.648690566,19.545916,23.88922269,24.58548516,30.18596699,30.5893274
ENSG00000128944,7.683383556,5.754287717,7.455736113,9.354907611,9.071308363,19.19989168,18.69824726,15.61180967,16.20667977,22.35279981,28.60811342,43.22811725,11.03075,17.76659771,19.67734511
ENSG00000128951,55.30249327,46.7535877,39.02364008,47.17546267,43.81903192,187.358943,160.787693,122.7493432,96.98077171,69.79219509,246.4562318,157.2856842,159.852394,184.738118,151.8733273
ENSG00000128973,6.789966864,6.473573681,8.804113921,8.619879156,9.840063309,26.07985287,26.97028291,15.25428731,40.06291238,43.09748453,20.07898644,15.74653024,17.66789618,13.7992992,37.20807075
ENSG00000128989,47.70845138,26.90129508,52.19015279,23.25362749,47.0478027,46.39973823,23.35126731,55.77348798,11.79846287,27.49876811,20.61205687,60.231975,46.17958049,73.30877698,12.34306193
ENSG00000129003,104.4404114,142.9940498,141.8969352,105.5768145,96.24811924,49.75971927,62.38493555,45.88203605,84.66369509,28.14201415,99.68417161,26.46375045,68.33456142,48.29754719,40.60688491
ENSG00000129007,15.0987421,13.16293315,18.16344223,18.37571138,17.0663598,19.51988988,17.06107353,18.47198854,18.28113478,6.593271887,21.5005076,10.11849282,9.067650421,13.7992992,18.60403538
ENSG00000129038,0.089341669,0.287714386,0.079316342,0.801849224,0.615003957,9.039949,2.929679294,0.953392957,12.70603694,1.929738113,0.710760582,2.694273236,1.028290254,2.932351079,11.62752211
ENSG00000129055,16.88557549,11.94014701,9.200695629,19.04391906,13.99134002,9.679945389,14.38989536,13.3475014,11.66880943,11.57842868,18.47977513,13.95034809,12.80688771,22.76884367,11.44863715
ENSG00000129071,83.71314409,65.0953798,54.33169402,62.8783433,59.19413084,57.3596764,66.60712042,105.8266182,56.01028527,84.10441943,73.03064979,41.43193509,34.30750211,48.12505595,36.67141589
ENSG00000129083,85.05326913,89.91074558,74.31941211,78.71486547,99.93814298,61.99965022,81.25551688,78.89326718,30.20925108,39.07719679,117.0978059,113.7582033,77.21524998,85.9006375,79.42492026
ENSG00000129084,17.06425883,27.18900946,18.16344223,25.7928167,21.3713875,21.43987904,21.19709136,21.33216741,42.5263277,31.35824434,87.24586143,22.21278601,46.08609956,61.7518639,38.99692031
ENSG00000129103,59.05484338,73.65488278,68.60863551,66.95441019,33.51771565,64.95963352,98.31659042,44.09442426,109.2978483,162.0980015,25.05431051,64.60268492,88.6199237,65.2016887,54.55991144
ENSG00000129116,16.2601838,17.69443473,13.88035979,10.55768145,8.763806385,5.759967504,3.360514484,8.223014253,8.816433792,0,0.355380291,0.239490954,4.767527541,10.00449192,1.073309733
ENSG00000129128,98.90122787,121.7751138,99.93859046,105.5099937,89.02182275,143.1191926,128.1303856,122.510995,74.8100338,86.83821509,112.3001719,94.17981777,66.93234744,67.09909234,95.70345121
ENSG00000129158,6.968650202,11.22086105,7.852317822,5.679765335,7.841300449,4.79997292,6.63486193,2.741004751,13.22465069,6.754083396,6.396845237,4.011473484,9.44157415,12.24687804,12.70083184
ENSG00000129167,8.666141918,2.661358069,4.679664156,2.071443828,1.84501187,0.159999097,0.603169266,1.072567077,0.518613752,0,0.888450727,0.83821834,1.028290254,0.34498248,0
ENSG00000129173,0.268025008,1.582429122,0.47589805,0.534566149,0.615003957,8.319953062,7.668866387,8.103840134,2.722722201,3.216230189,9.062197419,9.400019956,6.45018432,3.794807279,6.439858399
ENSG00000129187,16.2601838,30.4257963,25.85712737,24.12229748,19.9876286,20.07988672,23.95443658,9.17640721,21.39281729,16.08115094,23.98816964,19.93762194,40.85116736,25.18372103,18.78292033
ENSG00000129195,0.089341669,0.215785789,0.079316342,0,0,1.839989619,4.136017827,1.906785914,2.333761886,2.73379566,1.421521164,8.082819707,1.30873305,1.897403639,2.862159289
ENSG00000129197,56.99998499,46.03430173,50.36587694,51.7860957,45.97154577,35.59979916,47.04720278,28.48261459,29.69063733,24.44334943,57.74929728,37.54020708,49.07748939,94.69769073,33.45148669
ENSG00000129204,5.717866832,6.401645085,6.979838064,5.880227641,6.611292536,5.039971566,5.083855245,9.653103689,1.685494696,1.929738113,2.309971891,3.472618837,6.076260591,4.139789759,1.6099646
ENSG00000129219,7.326016879,10.86121807,7.29710343,8.953982999,14.60634397,0.639996389,0.861670381,1.787611794,0.907574067,0,0.888450727,2.09554585,1.215252118,0.8624562,3.935469022
ENSG00000129226,117.6629784,124.1487575,115.7225424,134.1761034,151.4447244,88.55950038,84.18519618,77.93987423,224.3004479,321.6230189,18.30208498,21.37456767,73.38253176,12.0743868,129.5127078
ENSG00000129235,3.216300093,1.00700035,2.93470464,3.741963044,3.84377473,12.47992959,12.14955237,7.269621296,11.53915599,6.271648868,21.67819775,13.71085713,7.011069913,21.21642251,15.92076104
ENSG00000129245,29.48275085,27.40479525,23.71558615,32.74217664,27.82892905,29.67983256,29.81379517,29.7935299,32.02439922,42.77586151,15.81442295,11.73505676,21.68757626,27.94358087,21.82396458
ENSG00000129250,68.79308533,72.79173962,48.46228474,75.10654396,41.20526511,32.8798145,38.51666601,63.40063163,53.67652338,35.05690906,6.752225528,54.66381032,8.60024576,12.24687804,47.58339817
ENSG00000129255,11.79310034,7.984074207,9.280011971,10.89178529,11.07007122,32.47981676,23.60976843,15.49263555,65.86394657,47.92182981,20.96743717,21.91342232,23.8376377,23.80379111,42.75350437
ENSG00000129292,167.3369465,154.358768,148.4801915,150.2130879,111.9307201,147.0391705,125.5453744,295.4326425,243.3595034,730.5666873,100.9280026,197.2806736,78.43050209,98.49249801,63.32527426
ENSG00000129295,2.144200062,5.754287717,4.283082448,10.49086068,7.072545503,6.559962991,3.877516712,10.24897429,9.205394107,3.859476226,16.70287367,1.796182157,10.00245974,2.759859839,2.862159289
ENSG00000129315,45.11754297,34.4537977,25.77781103,33.07628048,28.59768399,26.63984971,19.21524949,41.35341951,11.53915599,44.3839766,32.51729662,22.75164066,28.32472245,23.97628235,15.02633627
ENSG00000129317,65.75546857,58.33409173,56.55255158,38.22147967,27.52142707,42.71975899,54.97457028,27.64839575,40.58152613,34.89609755,25.05431051,79.21163313,12.33948305,19.66400135,7.513168133
ENSG00000129347,220.6739231,181.8354919,201.9394058,185.6949161,172.9698629,123.2793045,110.7246439,91.04902738,82.84854696,24.60416094,191.9053571,271.2235057,160.0393559,169.9038714,169.9407078
ENSG00000129351,502.1895229,514.7929649,505.0071472,506.5014264,257.9941599,361.3579613,370.7767647,313.7854569,141.0629407,159.6858289,191.5499768,742.721322,405.7072456,292.7176342,191.4069024
ENSG00000129353,74.42161049,123.8610431,104.697571,98.56063376,96.09436825,74.39958026,56.78407808,157.429012,212.1130248,72.36517924,70.36529761,102.382383,54.31242159,65.71916242,55.63322117
ENSG00000129354,1.965516724,1.942072104,1.824275858,3.675142276,0.307501978,0.239998646,0.172334076,0.715044718,1.555841257,0.482434528,0.355380291,0.239490954,0.560885593,0.34498248,0
ENSG00000129355,58.51879336,82.35824295,75.03325918,85.4637631,43.51152994,192.3989145,119.1690136,291.4998966,251.9166303,267.1079172,39.26952215,87.05496188,51.32103176,57.4395829,68.15516806
ENSG00000129422,4.199058455,7.192859646,8.24889953,10.82496452,3.228770773,0.399997743,0.086167038,1.072567077,0,0.804057547,0,0.059872739,0.280442797,2.242386119,0.178884956
ENSG00000129450,22.51410065,18.3417921,24.03285151,19.84576829,30.75019784,6.479963442,5.945525626,24.43069452,16.72529352,3.216230189,1.066140873,1.736309419,2.056580508,0.51747372,6.260973444
ENSG00000129460,58.16142669,57.39901998,60.67700135,57.79996488,45.66404379,37.43978878,42.99735199,59.46788569,49.52761336,118.3572709,124.7384821,105.4358926,55.43419278,106.0821126,69.76513266
ENSG00000129465,11.88244201,12.94714736,10.78702246,13.56461604,14.76009496,15.67991154,15.1653987,15.49263555,15.94737289,7.236517924,7.640676255,0.83821834,6.637146184,2.759859839,12.34306193
ENSG00000129467,6.879308533,4.315715788,4.600347815,4.744274574,7.072545503,22.63987227,14.38989536,35.99058412,11.15019568,19.29738113,3.198422618,1.67643668,6.356703388,3.277333559,16.63630087
ENSG00000129472,20.72726727,21.14700736,24.42943322,16.23744678,22.90889739,13.83992192,8.961371958,9.29558133,3.500642829,12.38248623,11.54985946,14.18983904,17.01352966,12.24687804,6.082088488
ENSG00000129473,16.88557549,17.40672034,20.22566712,16.30426755,17.37386178,38.07978517,31.27863481,29.07848519,16.07702633,23.63929189,39.98028273,16.82423954,62.07133896,25.70119475,30.76821235
ENSG00000129480,8.39811691,10.42964649,9.042062946,8.41941685,11.07007122,11.35993591,7.238031197,2.860178871,2.593068762,0.643246038,13.50445106,16.16563941,6.356703388,10.00449192,8.944247777
ENSG00000129484,17.86833385,17.04707736,14.59420686,15.43559756,12.60758111,23.59986686,23.86826954,14.42006847,13.09499725,13.6689783,31.45115575,45.3236631,26.26814194,27.08112467,23.97058404
ENSG00000129493,4.556425132,2.805215262,6.82120538,4.009246119,2.152513849,16.15990883,10.77087976,17.39942146,14.78049195,41.97180396,33.76112764,11.85480224,7.75891737,17.93908895,19.49846015
ENSG00000129515,204.8604476,182.5547778,140.5485574,166.3168932,124.0770483,75.03957665,71.08780639,112.8578913,46.80489116,22.67442283,49.2201703,121.6614048,57.30381142,87.45305865,19.14069024
ENSG00000129518,84.42787745,71.42509629,61.94606281,80.45220545,50.27657347,47.35973281,51.44172172,70.19355645,74.16176661,116.4275328,67.52225528,61.96828442,56.55596397,77.62105798,39.17580526
ENSG00000129521,1.25078337,4.387644384,1.903592199,1.737339985,2.306264838,1.519991425,0.172334076,0.357522359,0.259306876,0,0.355380291,0,0.747847457,7.934597038,1.252194689
ENSG00000129534,120.5219118,131.7012601,112.6292051,106.8464091,114.6982379,222.7187435,132.2664034,183.8856666,81.42235914,133.1519298,110.5232705,149.1429918,106.9421864,77.44856674,98.92338041
ENSG00000129538,0.089341669,0.215785789,0.079316342,0.400924612,0,0.639996389,1.120171495,0.834218837,1.037227505,0.643246038,14.92597222,9.759256387,1.30873305,2.069894879,1.073309733
ENSG00000129559,28.32130915,22.15400771,30.93337324,21.71674981,34.44022158,73.03958794,63.76360816,45.64368781,157.7882342,102.919366,173.425582,68.55428567,66.8388665,131.7833073,128.797168
ENSG00000129562,25.90908408,22.94522227,39.89611984,34.947262,32.59520971,83.19953062,77.98116944,63.28145751,145.0821973,132.3478723,297.986374,138.6053898,41.50553389,64.16674126,72.62729195
ENSG00000129566,66.47020193,70.92159611,70.75017674,66.15256096,76.26049064,35.75979826,27.83195329,42.66433482,16.98460039,23.63929189,45.3109871,45.74277227,35.70971609,40.01796767,41.68019464
ENSG00000129595,4.556425132,6.617430874,6.741889039,1.670519216,6.150039568,0.159999097,0.517002228,0,1.037227505,0.321623019,2.843042328,6.226764812,0.186961864,0.17249124,1.431079644
ENSG00000129625,105.7805364,93.72296119,86.77207775,111.3234006,86.8693089,75.4395744,75.74082645,104.9923994,199.9256016,87.64227264,128.4699752,39.51600746,26.64206567,28.97852831,77.6360707
ENSG00000129636,24.92632572,29.13108157,25.77781103,33.74448817,21.21763651,24.55986144,29.2106259,28.60178871,33.06162672,27.98120264,86.17972055,22.5121497,31.40959321,28.46105459,17.7096106
ENSG00000129646,1.876175054,1.582429122,2.776071957,1.937802291,3.075019784,4.079976982,2.412677066,9.653103689,4.278563458,0.321623019,3.198422618,1.736309419,3.178351694,8.107088278,9.123132733
ENSG00000129657,42.34795123,54.8095905,52.66605084,51.65245417,61.1928937,85.35951843,46.96103574,152.9003955,105.9268589,88.7679532,41.93487433,39.21664376,55.15374998,25.87368599,30.94709731
ENSG00000129667,61.82443513,63.0813791,69.87769698,42.43118809,68.57294118,18.63989484,19.04291541,38.49324064,31.76509234,27.82039113,0.888450727,8.741419832,17.94833898,3.104842319,22.71838935
ENSG00000129675,130.7068621,138.8941198,124.9232381,122.2151859,131.4570958,90.39949,103.9174479,132.2832728,43.30424833,63.0381117,57.39391699,177.2831789,133.0233665,59.1644953,64.04081408
ENSG00000129680,47.97647639,45.96237314,45.92416181,42.56482963,54.73535216,35.27980096,44.03135645,29.19765931,37.0808833,57.08808585,48.68709986,169.0806137,104.6051631,97.28505933,91.05244237
ENSG00000129682,0.089341669,2.805215262,0,0.868669992,0,0.879995035,7.06569712,23.83482392,0,0.321623019,0,0.179618216,0,9.314526957,1.6099646
ENSG00000129691,51.63948483,43.37294367,54.4903267,50.5165011,43.97278291,121.9193122,135.7130849,89.26141559,76.75483537,35.05690906,92.57656579,80.58870612,72.07379871,56.92210918,51.87663711
ENSG00000129696,5.98589184,2.589429473,5.472827573,5.546123798,5.996288579,14.07992057,9.478374186,7.507969536,11.53915599,44.06235358,7.46298611,5.02931004,8.039360167,8.452070758,10.73309733
ENSG00000129749,1.072100031,0.647357368,0.872479758,0.400924612,1.691260881,1.679990522,0.775503342,1.310915316,0.648267191,2.572984151,1.9545916,1.137582033,0.373923729,2.069894879,0.536654867
ENSG00000129757,7.772725225,2.301715087,3.172653665,5.412482261,1.691260881,2.879983752,0.258501114,0.357522359,0.777920629,0.482434528,1.421521164,1.077709294,2.430504237,0.17249124,1.431079644
ENSG00000129810,1.697491716,0.719285965,1.586326833,1.870981522,0.615003957,18.95989303,17.57807576,13.70502376,19.31836228,17.52845453,15.45904266,29.09815095,6.263222456,7.244632078,19.67734511
ENSG00000129824,254.445074,257.0728037,303.9402211,335.6407209,0,238.3186555,326.3145731,0,571.5123552,0,703.4752859,0,347.8425486,808.6389329,0
ENSG00000129911,6.700625194,8.487574382,9.676593679,6.615256096,11.68507518,14.39991876,20.42158802,18.2336403,34.09885423,16.40277396,5.863774801,24.06884091,14.76998728,12.0743868,26.29608846
ENSG00000129925,33.68180931,37.11515577,24.50874956,32.87581818,14.76009496,33.0398136,34.81148337,36.10975824,52.63929588,45.34884566,12.43831018,12.15416593,14.20910169,10.00449192,21.28730971
ENSG00000129932,4.556425132,4.531501577,5.155562206,6.41479379,6.150039568,5.759967504,6.548694892,3.09852711,12.44673006,4.020287736,10.48371858,14.66882095,6.356703388,11.2119306,17.7096106
ENSG00000129933,37.97020943,47.61673086,41.48244667,34.41269585,47.35530467,37.27978968,42.30801568,67.33337758,25.152767,22.99604585,14.03752149,23.35036804,30.19434109,23.97628235,22.00284953
ENSG00000129951,0,0.071928596,0.555214391,0.133641537,0,90.63948864,118.9105125,43.97525014,258.7882625,203.4265594,4.619943782,1.077709294,57.30381142,7.762105798,192.3013272
ENSG00000129968,127.4012204,134.0029752,144.1971091,198.5245037,154.0584912,85.35951843,73.50048346,57.20357741,182.6816943,188.6319006,147.838201,45.26379036,77.5891737,88.48800609,131.8382122
ENSG00000129991,0,0,0,0.467745381,0.153750989,3.359981044,0.344668152,0,1.815148134,0.643246038,4.264563491,2.394909543,0.093480932,3.104842319,10.55421238
ENSG00000129993,26.89184245,22.22593631,22.36720834,27.59697745,26.90642311,45.75974184,39.11983528,39.08911123,42.39667427,11.9000517,61.48079033,82.62437923,64.2214004,136.7855533,42.03796455
ENSG00000130005,1.25078337,1.798214912,1.269061466,2.271906134,1.383758903,6.63996254,6.893363044,2.741004751,14.78049195,10.2919366,1.9545916,2.993636929,10.56334534,22.76884367,15.02633627
ENSG00000130021,4.645766801,4.67535877,4.758980498,6.214331484,12.30007914,2.239987363,3.274347446,3.813571828,1.944801572,0.482434528,3.376112764,1.077709294,0.934809322,4.139789759,4.8298938
ENSG00000130024,95.86361111,84.44417224,73.36761601,92.47994381,76.56799262,54.239694,74.79298903,49.57643376,27.74583576,13.50816679,138.4206233,84.36068865,75.71955506,76.75860178,55.99099108
ENSG00000130038,15.36676711,19.34879245,18.63934028,15.63605986,15.52884991,27.75984339,26.7117818,33.48792761,30.98717171,29.10688321,17.41363426,21.49431315,19.81795762,30.53094947,25.22277873
ENSG00000130052,5.181816817,6.90514526,6.186674647,8.88716223,6.150039568,9.999943584,10.85704679,11.44071548,6.612325344,5.145968302,47.79864913,37.42046161,16.17220127,1.55242116,10.73309733
