,Control 1,Control 2,Control 3,Control 4,Control 5,CML CP 1,CML CP 2,CML CP 3,CML CP 4,CML CP 5,CML BC 1,CML BC 2,CML BC 3,CML BC 4,CML BC 5
ENSG00000000419,29.9294592,29.63458174,33.55081251,31.94032741,33.97896861,45.11974545,39.11983528,38.49324064,10.8908888,18.97575811,61.12541004,38.01918899,32.2509216,56.74961794,22.89727431
ENSG00000000457,23.22883401,22.87329367,21.01883053,27.9310813,20.75638354,13.03992643,16.02706908,19.66372974,5.834404715,9.005444528,18.30208498,8.921038047,19.25707203,10.86694812,6.976513266
ENSG00000000460,3.394983432,3.380644034,3.88650074,4.543812268,1.84501187,10.87993862,14.30372832,11.20236724,14.26187819,14.31222434,28.07504298,61.18993882,12.43296398,12.0743868,16.63630087
ENSG00000000938,191.7272222,215.498075,172.5923594,171.0611677,181.1186653,300.6383039,264.6189739,528.6563946,437.4507002,329.9852173,23.27740906,46.22175418,43.93603812,47.60758223,125.9350087
ENSG00000000971,5.003133478,6.977073857,8.407532213,5.813406872,15.83635189,14.23991966,13.52822497,8.223014253,11.79846287,7.879763962,125.4492427,236.7966811,76.74784532,37.77558155,29.15824775
ENSG00000001036,15.00940044,17.55057754,16.10121735,17.50704139,13.83758903,33.99980818,48.85671058,24.43069452,60.93711592,56.44483981,34.82726851,32.750388,22.90282838,10.69445688,33.8092566
ENSG00000001084,38.41691778,49.19915998,34.74055763,36.48413968,40.59026115,42.55975989,37.39649452,15.73098379,4.926830649,5.62840283,32.69498677,52.74788268,27.38991313,33.29080931,10.91198229
ENSG00000001167,98.72254453,78.76181312,76.22300431,88.00295231,76.10673966,75.67957304,76.94716498,166.6054192,70.27216346,14.95547038,75.51831183,145.191391,34.12054024,122.9862541,54.55991144
ENSG00000001460,2.858933416,1.654357719,0.634530733,1.937802291,3.075019784,4.159976531,4.566853017,2.502656512,1.037227505,4.824345283,7.46298611,2.694273236,2.056580508,3.622316039,6.976513266
ENSG00000001461,31.18024257,36.18008402,48.7795501,33.47720509,25.06141124,35.51979961,37.39649452,18.2336403,29.82029077,41.16774641,16.70287367,20.53634933,28.41820338,21.56140499,28.44270793
ENSG00000001497,72.81346044,60.56387822,69.79838064,71.16411861,66.42042734,77.75956131,88.66588216,56.13101034,88.68295167,55.15834773,211.4512731,137.2283168,118.8142648,135.9230971,192.6590971
ENSG00000001561,17.33228384,22.94522227,18.32207492,16.97247524,14.60634397,14.55991786,12.06338533,36.82480296,5.445444401,26.53389906,11.37216931,1.736309419,11.03075,27.08112467,6.082088488
ENSG00000001629,32.43102594,43.08522928,35.77167008,25.32507132,19.21887365,23.27986866,13.3558909,19.30620738,3.759949706,10.13112509,5.153014219,15.80640298,17.01352966,8.279579518,5.187663711
ENSG00000001630,17.24294217,19.70843543,23.55695346,16.43790909,16.75885782,30.0798303,34.89765041,30.50857462,8.29782004,6.432460377,24.69893022,51.37080969,27.85731779,25.35621227,15.74187609
ENSG00000001631,123.4701869,96.95974803,89.31020068,90.47532075,73.64672383,34.95980277,34.89765041,35.75223588,15.94737289,18.01088906,13.85983135,46.52111787,26.82902753,19.66400135,12.34306193
ENSG00000002016,13.04388371,5.250787542,4.203766107,14.63374833,6.150039568,10.23994223,7.238031197,3.813571828,0.518613752,0.643246038,7.46298611,9.160529002,4.767527541,10.3494744,4.114353977
ENSG00000002330,13.6692754,9.926146312,9.438644654,14.63374833,21.06388552,28.07984158,24.04060362,22.76225685,75.8472613,126.5586579,56.86084655,11.13632937,20.19188135,40.70793263,35.59810615
ENSG00000002549,32.52036761,51.14123208,32.99559812,33.6776674,33.51771565,19.27989123,19.4737506,18.59116266,11.15019568,10.13112509,34.47188822,37.60007982,26.92250847,25.70119475,24.32835395
ENSG00000002586,149.4686127,151.6974099,175.9236457,186.8308691,103.7819177,47.35973281,91.42322738,37.30149944,132.6354672,152.6101224,73.38603008,28.73891451,436.2755105,1099.286672,82.10819459
ENSG00000002587,1.608150047,1.078928947,1.903592199,0.868669992,1.230007914,0,0,0,0,0,0,0.299363693,0,0,0
ENSG00000002726,0,0,0,0,0.922505935,16.87990477,2.240342989,0.476696478,44.34147584,5.145968302,0.177690145,2.873891451,0.186961864,5.347228438,25.93831855
ENSG00000002822,57.80406001,47.61673086,41.24449765,42.96575424,38.59149829,46.47973778,43.2558531,44.09442426,51.60206837,45.34884566,46.55481811,89.15050773,74.78474574,53.9897581,92.30463706
ENSG00000002834,356.9199687,272.897095,328.8455524,234.7413603,287.6681008,390.9577943,281.4215463,613.5083678,332.042455,438.0505517,30.38501488,137.5875532,158.2632182,158.0019758,110.5509025
ENSG00000002919,10.81034198,9.494574733,9.835226362,7.149822245,10.60881826,9.839944486,10.77087976,11.08319312,17.24390727,38.59476226,5.153014219,3.951600746,5.515374998,7.244632078,9.123132733
ENSG00000002933,6.968650202,0.575428772,1.348377808,7.751209163,9.071308363,0.639996389,0.344668152,0.11917412,3.889603144,0,0,0.538854647,0.280442797,0,8.049822999
ENSG00000003056,82.73038573,85.66695838,114.929379,70.09498631,86.25430494,107.1993952,100.9016016,64.59237283,31.11682515,99.54232434,45.66636739,61.3096843,111.9901567,64.68421498,57.60095568
ENSG00000003096,0.446708346,0.575428772,0.555214391,0.200462306,0.768754946,4.959972017,0.689336304,0.476696478,0.518613752,0,0,3.233127883,3.645756355,7.417123318,0.894424778
ENSG00000003147,5.092475148,3.308715437,4.441715131,4.076066888,3.075019784,100.5594327,110.7246439,101.4171758,148.4531866,127.84515,35.00495866,71.54792259,53.4710932,12.0743868,57.06430082
ENSG00000003393,11.52507533,13.16293315,14.03899247,8.486237618,14.298842,19.59988942,28.69362367,12.63245668,3.241335953,10.93518264,14.74828207,12.03442045,27.10947033,15.86919408,12.52194689
ENSG00000003400,18.85109221,19.06107806,30.69542421,26.19374131,23.37015036,26.23985196,26.45328068,50.76817496,21.65212417,92.46661792,36.07109953,17.12360323,67.96063769,41.91537131,16.63630087
ENSG00000003402,248.5485239,297.2808892,284.5077174,213.7596389,330.8721288,361.9179582,337.0854529,808.1197051,650.0823387,857.4469683,545.3310565,166.3264678,215.0996249,154.3796598,204.1077343
ENSG00000003436,9.916925288,9.278788943,11.8181349,10.89178529,2.460015827,11.91993275,19.90458579,11.32154136,18.79974853,73.00842528,62.9023115,84.12119769,159.852394,155.0696247,12.34306193
ENSG00000003509,24.30093404,14.45764789,25.69849469,23.78819364,17.0663598,20.07988672,20.1630869,31.10444522,13.87291788,21.54874226,32.87267691,17.30322145,13.18081144,24.14877359,17.88849555
ENSG00000003756,390.9591447,279.8741688,268.9617145,239.8865594,447.1078766,202.0788599,203.698878,345.3665986,94.64700983,40.20287736,149.2597222,183.6895619,201.170966,212.1642251,167.2574334
ENSG00000004059,21.71002563,23.80836543,22.84310639,21.3158252,20.75638354,59.51966421,65.31461484,41.71094186,161.0295701,93.10986396,32.33960648,23.64973174,35.24231143,57.26709166,57.60095568
ENSG00000004139,10.09560863,10.93314666,18.87728931,10.35721914,10.76256924,10.39994133,10.34004457,3.456049469,5.445444401,10.61355962,2.132281746,1.377072987,14.39606355,4.484772239,15.56299113
ENSG00000004142,8.576800249,11.14893245,7.217787089,12.82958758,13.37633606,19.51988988,25.85011142,14.77759083,48.10142554,32.16230189,30.20732473,14.66882095,34.49446397,26.04617723,34.70368138
ENSG00000004399,43.15202625,53.65873296,50.44519328,39.02332889,42.58902401,41.59976531,77.29183313,26.81417691,56.52889902,18.01088906,21.14512731,136.6894622,215.4735487,81.93333898,121.1051149
ENSG00000004455,51.55014316,60.70773541,58.05956207,54.79303029,62.88415458,197.7588843,202.3202054,120.3658608,193.3132762,222.7239406,113.544003,199.9150741,121.7121737,150.23987,140.2458051
ENSG00000004468,23.58620068,32.94329718,20.62224882,20.51397598,21.67888948,59.43966466,74.96532311,25.74160984,55.88063183,57.57052038,64.67921295,30.71471489,100.3050402,121.7788154,42.75350437
ENSG00000004478,41.81190121,30.06615332,34.89919032,35.01408277,35.51647851,83.27953016,94.69757482,54.82009502,124.2079937,53.87185566,211.0958928,241.9457366,88.80688557,93.66274329,81.57153973
ENSG00000004487,59.50155173,60.63580682,65.9118799,64.48204175,61.80789766,65.75962901,95.04224297,50.64900084,43.43390177,34.41366302,118.3416369,196.6819462,109.9335762,106.7720775,74.41614151
ENSG00000004534,450.4606964,304.6895346,426.1667036,401.9937442,460.1767107,275.4384461,318.0425375,404.9536584,237.6547521,94.23554452,376.3477281,271.5228694,231.8327118,425.8808714,490.5025481
ENSG00000004660,6.879308533,5.322716138,5.631460256,9.689011454,7.072545503,15.03991515,9.564541224,23.35812744,15.68806601,8.201386981,2.665352182,9.459892694,10.84378813,5.864702158,9.302017688
ENSG00000004700,78.35264394,76.74781242,87.32729214,83.52596081,79.18175944,23.11986957,22.48959693,26.0991322,7.779206287,23.47848038,47.97633928,34.78606111,23.8376377,32.42835311,20.75065484
ENSG00000004766,25.90908408,23.23293666,27.91935225,35.68229046,26.13766816,5.679967956,10.85704679,7.507969536,3.370989391,6.754083396,45.66636739,21.07520398,9.90897881,10.17698316,2.504389378
ENSG00000004777,6.789966864,5.68235912,6.345307331,4.811095343,5.381284622,29.9198312,21.80026063,43.85607602,9.205394107,18.97575811,7.46298611,21.97329506,19.07011016,8.969544477,16.099646
ENSG00000004779,13.13322538,13.95414771,14.99078857,14.29964449,12.91508309,28.07984158,35.67315375,13.10915316,30.46855796,10.77437113,106.7917774,30.23573298,24.58548516,41.74288007,34.88256633
ENSG00000004799,47.61910971,28.55565279,14.99078857,24.85732594,23.98515432,0.959994584,0.172334076,1.549263555,1.685494696,0,41.93487433,0.538854647,2.056580508,0.68996496,0.536654867
ENSG00000004809,1.697491716,1.654357719,1.744959516,2.873293052,3.228770773,21.0398813,25.5916103,10.60649665,9.335047545,6.432460377,2.487662037,5.927401119,12.43296398,5.519719678,16.099646
ENSG00000004838,2.769591747,4.67535877,3.093337324,5.011557649,2.613766816,1.999988717,1.464839647,2.621830632,2.722722201,1.929738113,6.041464946,0.538854647,1.495694915,1.03494744,0.894424778
ENSG00000004864,7.594041887,17.76636333,10.62838978,12.49548374,7.380047482,20.31988536,13.3558909,19.06785914,12.83569037,32.16230189,16.16980324,20.47647659,12.90036864,6.209684638,10.73309733
ENSG00000004866,6.253916848,7.192859646,8.486848555,6.815718402,7.995051439,22.63987227,22.23109582,8.938058971,19.0590554,36.34340113,31.09577546,37.24084339,19.72447669,0.68996496,13.23748671
ENSG00000004897,22.24607565,29.41879595,38.30979301,29.46795897,38.74524928,49.35972153,39.80917158,32.29618642,25.67138075,58.21376641,91.33273477,86.4562345,43.74907626,52.43733694,55.09656631
ENSG00000004939,0.178683339,2.949072455,0.713847075,0.267283075,1.84501187,286.5583833,128.5612208,5.124487143,8.29782004,54.19347868,0.355380291,67.71606733,22.90282838,32.08337063,430.7549729
ENSG00000004961,14.11598374,11.07700385,11.26292051,13.6314368,13.22258507,16.39990748,15.33773277,10.84484488,21.26316385,22.99604585,31.2734656,14.1299663,15.61131567,12.24687804,16.99407078
ENSG00000004975,11.97178368,17.40672034,12.69061466,13.09687066,14.298842,9.839944486,19.55991764,12.1557602,12.5763835,13.50816679,5.863774801,10.95671116,25.23985169,27.77108963,13.41637167
ENSG00000005007,64.14731853,53.08330419,54.33169402,57.79996488,70.11045108,45.3597441,51.78638987,86.63958496,65.47498625,51.94211755,40.86873346,83.0434884,53.4710932,33.29080931,62.60973444
ENSG00000005020,163.0485464,151.6254813,133.0928213,117.2036282,116.2357478,121.6793135,60.2307596,265.043242,81.42235914,53.55023264,15.81442295,27.84082344,47.58179448,13.10933424,26.11720351
ENSG00000005022,36.45140106,45.38694437,47.74843766,50.58332187,44.28028489,73.67958432,106.5886261,55.05844326,131.5982397,182.1994402,111.5894114,95.31739981,105.3530106,139.0279394,94.98791139
ENSG00000005059,99.52661955,91.13353172,67.2602577,128.7636212,69.18794514,10.23994223,7.410365273,6.912098938,8.427473478,3.698664717,55.43932539,38.79753459,12.52644491,14.6617554,9.480902644
ENSG00000005075,30.19748421,27.26093806,36.32688447,30.00252512,18.4501187,50.47971521,54.45756805,45.76286193,126.9307159,166.2791007,67.87763557,53.46635554,38.60762499,55.7146705,54.20214153
ENSG00000005100,8.487458579,13.09100456,9.835226362,9.288086842,9.68631232,8.479952159,14.56222943,9.533929569,8.427473478,0.160811509,9.772958001,22.27265875,10.18942161,8.797053237,9.659787599
ENSG00000005156,19.92319224,18.48564929,25.93644371,15.7697014,21.98639146,23.75986595,38.34433193,48.14634432,70.4018169,75.74222094,24.52124008,45.86251775,32.90528813,41.05291511,51.16109728
ENSG00000005175,53.33697655,48.26408822,57.02844963,48.71234034,49.04656556,45.27974455,27.05644995,43.37937954,62.88191749,64.00298075,36.60416997,72.56575915,41.31857202,51.40238951,44.00569906
ENSG00000005187,14.65203376,8.631431575,12.29403295,11.55999298,11.99257716,49.75971927,108.5704679,34.44132057,48.49038586,48.72588736,5038.226385,21.55418589,27.10947033,26.04617723,29.15824775
ENSG00000005189,0.357366677,1.150857543,0.634530733,0.601386918,0.768754946,23.19986911,21.80026063,10.48732253,69.36458939,82.33549283,15.99211309,7.304474106,26.54858474,12.59186052,41.32242473
ENSG00000005194,19.38714223,18.3417921,20.62224882,25.12460901,22.7551464,15.67991154,18.69824726,6.435402459,29.69063733,15.75952792,23.27740906,45.98226322,35.99015889,41.39789759,28.9793628
ENSG00000005206,23.94356736,24.52765139,19.27387102,23.85501441,20.14137959,27.19984655,41.53251234,27.88674399,16.85494696,20.4230617,11.7275496,11.91467498,55.15374998,25.70119475,47.76228313
ENSG00000005238,21.26331728,10.64543228,16.73574808,13.76507834,32.7489607,34.31980638,24.12677066,61.25549748,32.93197328,2.73379566,5.50839451,8.561801616,19.25707203,7.934597038,13.41637167
ENSG00000005249,74.33226882,89.55110259,88.12045555,96.95693531,45.35654182,88.87949857,29.38295998,10.36814841,3.500642829,1.608115094,282.171951,62.68675729,39.44895338,4.484772239,19.3195752
ENSG00000005302,182.4356886,153.5675534,125.8750342,175.3376969,118.8495147,54.0796949,44.72069275,105.3499217,101.2593352,40.04206585,36.07109953,43.22811725,43.46863346,36.05066915,24.50723891
ENSG00000005339,197.0877224,148.4606231,184.569127,125.4225828,138.6833923,70.87960012,75.91316053,208.9122317,154.6765517,96.48690566,38.02569113,107.2919475,68.80196608,43.64028371,44.00569906
ENSG00000005379,80.31816066,168.8883445,93.19670142,83.52596081,75.64548669,24.39986234,30.76163259,34.32214645,16.20667977,13.6689783,2.132281746,17.24334871,209.3972881,30.01347575,231.4771325
ENSG00000005381,4.109716786,7.984074207,24.42943322,4.276529193,2.921268795,8461.472263,13628.09257,4086.957258,13952.00648,17481.01513,133.2676091,119.4461135,2926.046658,894.5395704,8641.574432
ENSG00000005436,22.69278399,23.23293666,25.38122932,22.78588211,21.21763651,11.19993681,10.85704679,6.554576579,1.555841257,1.125680566,38.38107142,25.32616842,15.61131567,33.63579179,10.37532742
ENSG00000005448,4.377741794,2.877143858,6.186674647,4.94473688,4.458778687,5.199970664,3.446681522,2.025960033,15.55841257,2.572984151,7.285295964,6.406383027,7.011069913,8.107088278,10.91198229
ENSG00000005469,10.27429196,5.68235912,9.835226362,7.617567626,5.227533633,5.919966602,2.412677066,4.647790665,2.204108448,0.964869057,6.396845237,2.335036804,5.982779659,3.967298519,3.2199292
ENSG00000005471,5.360500155,2.373643683,7.852317822,4.343349962,5.996288579,0.159999097,0.517002228,0,0.129653438,0,0,0,1.30873305,0,2.504389378
ENSG00000005483,438.399571,366.5481276,448.9304936,359.9634807,243.5415669,245.4386153,234.7190117,497.0752529,305.8524605,371.4745868,91.68811506,431.2034632,290.4452563,200.6073121,148.1167432
ENSG00000005486,5.539183494,5.250787542,4.124449765,7.149822245,5.073782644,8.559951708,12.92505571,8.699710732,31.11682515,33.44879396,5.686084655,5.328673733,6.076260591,7.417123318,14.84745131
ENSG00000005801,15.72413379,19.63650683,15.6253193,23.32044826,15.52884991,9.359947194,14.0452272,10.12980017,4.926830649,5.467591321,50.99707175,39.03702555,17.85485805,37.43059907,16.63630087
ENSG00000005810,120.5219118,159.4656984,145.0695888,152.217711,133.4558586,53.83969625,95.99008039,119.1741196,287.5713258,64.32460377,77.11752313,113.6983305,85.44157201,106.0821126,135.4159113
ENSG00000005812,109.3542032,83.2933147,79.71292334,89.13890538,96.09436825,34.71980412,33.17430965,62.32806456,16.72529352,22.35279981,37.84800099,44.12620833,44.77736651,32.77333559,12.34306193
ENSG00000005844,671.7600111,896.3741691,834.4872303,621.56679,690.4956925,63.83963984,74.2759868,273.6237786,246.211879,174.4804877,10.66140873,48.61666372,84.97416735,127.8160088,99.46003528
ENSG00000005882,7.594041887,7.696359821,6.424623672,8.953982999,6.611292536,6.479963442,4.222184865,2.621830632,6.353018468,4.663533773,9.772958001,10.7172202,8.226322031,12.59186052,8.944247777
ENSG00000005884,2.233541731,1.294714736,2.93470464,1.536877679,1.691260881,0.799995487,0,0.238348239,0.777920629,0.160811509,0,0.299363693,0.280442797,1.20743868,2.504389378
ENSG00000005889,34.66456767,29.70651034,26.33302542,20.04623059,36.13148246,26.39985106,11.46021606,38.61241475,26.44930138,43.90154207,13.85983135,24.12871364,16.63960593,12.59186052,22.89727431
ENSG00000005893,40.91848452,45.38694437,33.63012885,39.49107427,51.35283039,94.63946608,98.14425634,117.9823784,86.7381501,146.9817196,52.59628306,39.63575293,81.51537286,58.12954786,38.46026544
ENSG00000005961,134.0125039,99.4772489,140.1519757,162.5081094,72.87796888,404.7977163,208.9550673,46.83542901,252.0462837,173.9980532,2421.561302,291.4604914,274.9274215,65.2016887,463.8486897
ENSG00000006007,41.63321787,40.639657,40.05475252,42.36436732,34.44022158,39.51977704,44.11752348,43.97525014,100.611068,77.83277056,28.25273313,34.90580659,41.13161016,27.77108963,30.41044244
ENSG00000006015,25.81974242,25.03115157,22.60515737,30.06934589,26.44517014,36.63979329,36.4486571,17.51859558,61.58538311,54.99753622,93.28732637,33.94784277,32.06395974,40.70793263,72.09063708
ENSG00000006025,24.56895905,19.42072104,27.91935225,16.03698448,29.05893696,11.27993636,13.95906016,9.891451928,7.130939097,6.754083396,21.67819775,16.7643668,17.01352966,17.24912399,23.25504422
ENSG00000006062,30.01880087,35.53272665,34.89919032,31.3389405,30.90394883,3.999977433,6.63486193,15.37346143,25.93068762,6.914894905,2.665352182,6.586001243,10.93726906,9.314526957,17.53072564
ENSG00000006125,67.00625194,77.3232412,105.9666324,77.5789124,88.86807176,120.1593221,128.0442185,91.1682015,193.7022366,200.8535753,184.442371,76.81672359,147.0455063,95.38765569,125.9350087
ENSG00000006194,48.51252641,50.27808893,47.27253961,48.84598188,45.5102928,37.99978562,43.68668829,37.77819592,27.09756857,40.52450038,51.1747619,39.69562567,45.15129024,44.67523115,36.67141589
ENSG00000006282,15.72413379,17.83829192,26.65029079,20.71443828,27.52142707,23.91986505,30.07229628,9.17640721,19.31836228,38.91638528,14.92597222,3.951600746,45.99261863,12.936843,44.18458402
ENSG00000006327,0.089341669,0.287714386,0.158632683,0.200462306,0.461252968,1.679990522,2.068008913,4.409442426,5.964058154,0.321623019,2.132281746,10.77709294,2.337023304,1.55242116,2.683274333
ENSG00000006432,4.109716786,3.236786841,7.931634163,4.343349962,4.151276708,0.159999097,0.172334076,1.668437675,3.370989391,3.377041698,0.710760582,2.51465502,1.776137711,2.242386119,1.252194689
ENSG00000006451,52.8902682,35.67658384,45.84484546,40.02564042,57.65662095,54.15969445,31.45096889,41.83011598,45.11939647,42.77586151,94.53115739,99.8078552,94.88314616,54.33474058,37.0291858
ENSG00000006459,106.2272447,95.30539031,94.94166093,95.62051994,96.70937221,62.39964796,68.07196006,181.7405324,42.00771395,36.02177811,82.98129794,28.5592963,22.90282838,47.09010851,37.38695571
ENSG00000006530,8.130091902,12.51557578,11.97676759,8.820341462,9.071308363,9.439946743,11.02938087,7.031273057,1.685494696,0.643246038,4.264563491,14.24971178,13.27429237,7.417123318,5.724318577
ENSG00000006534,34.93259268,33.95029753,33.86807788,42.36436732,16.45135584,137.199226,153.980497,98.31864868,170.2349643,172.2291266,3.9091832,8.322310662,37.01844914,15.17922912,57.24318577
ENSG00000006555,8.040750233,9.13493175,10.62838978,7.884850701,7.072545503,2.879983752,1.378672609,2.621830632,0.388960314,0.482434528,0.177690145,0.299363693,0,0.51747372,1.967734511
ENSG00000006576,23.13949234,30.92929648,26.25370908,32.74217664,35.20897653,16.15990883,17.23340761,14.53924259,9.724007859,53.06779811,38.20338128,20.41660385,26.7355466,19.49151011,9.838672555
ENSG00000006607,6.432600187,9.566503329,9.993859046,6.013869178,8.917557374,2.959983301,4.136017827,4.647790665,4.019256582,0.321623019,8.706817128,5.508291949,3.365313558,3.622316039,2.862159289
ENSG00000006625,15.0987421,21.72243613,15.78395198,17.97478677,17.52761277,65.99962765,51.87255691,25.62243572,27.74583576,14.95547038,93.82039681,136.7493349,41.41205295,69.85895218,100.533345
ENSG00000006634,25.46237574,25.67850894,18.71865663,21.78357058,16.75885782,17.11990342,17.75040984,18.94868502,8.686780354,21.22711924,17.05825397,43.28798999,18.04181991,9.314526957,6.797628311
ENSG00000006638,1.072100031,1.654357719,1.507010491,1.870981522,0.922505935,2.639985106,1.378672609,0.715044718,0.518613752,0.804057547,1.066140873,4.131218961,1.495694915,1.03494744,1.073309733
ENSG00000006652,19.29780056,29.49072455,24.35011688,28.39882668,19.37262464,80.15954777,54.88840324,199.6166504,44.47112928,230.9253275,30.56270502,75.61926882,15.89175847,40.70793263,37.92361057
ENSG00000006695,5.628525163,7.049002453,5.076245864,4.94473688,9.225059352,5.919966602,7.755033425,3.932745947,4.019256582,4.502722264,4.797633928,11.31594759,4.767527541,9.142035717,4.114353977
ENSG00000006704,0.268025008,0.791214561,0.396581708,0.400924612,0,0.639996389,0.947837419,0.238348239,0.907574067,1.929738113,3.9091832,0.299363693,2.430504237,0.34498248,0.178884956
ENSG00000006712,65.75546857,62.36209313,55.52143914,63.47973022,79.64301241,71.27959786,64.10827631,255.7476607,194.4801572,637.2960119,71.60912863,227.7558975,63.19311015,125.2286402,173.3395219
ENSG00000006715,109.8902532,81.56702839,69.56043161,78.31394086,79.18175944,68.8796114,64.28061039,61.61301984,17.50321415,27.65957962,9.062197419,57.53770177,51.32103176,33.29080931,28.26382298
ENSG00000006744,44.40280962,62.29016453,61.39084842,55.39441721,41.3590161,37.03979103,59.88609145,41.23424539,63.40053124,30.7149983,45.48867724,68.19504923,85.06764828,67.96154854,57.77984064
ENSG00000006756,14.11598374,13.45064754,11.02497149,11.42635144,21.83264047,46.63973687,51.1832206,61.49384572,115.6508668,136.2073485,35.00495866,13.89047535,42.81426694,20.69894879,80.49822999
ENSG00000006757,1.072100031,4.099929998,2.776071957,4.877916111,5.84253759,6.079965699,8.272035653,5.482009502,17.63286758,37.62989321,12.97138062,2.454782281,7.104550845,6.037193398,11.62752211
ENSG00000006831,25.73040075,36.539727,27.60208689,27.53015668,28.90518597,36.47979419,55.14690435,36.10975824,36.56226955,153.735803,43.71177579,32.39115157,33.27921185,18.28407143,28.9793628
ENSG00000006837,0.893416693,0.791214561,0.079316342,0.668207686,1.691260881,1.759990071,1.206338533,0.595870598,0.777920629,0.160811509,7.46298611,0.83821834,0.934809322,1.897403639,1.252194689
ENSG00000007047,21.26331728,23.01715087,32.04380202,21.5162875,23.37015036,30.79982624,24.902274,35.51388764,45.2490499,104.8491041,7.996056546,77.83456014,35.61623516,32.42835311,19.67734511
ENSG00000007062,0.982758362,0.071928596,0.47589805,0.334103843,0,3.359981044,1.206338533,2.383482392,3.630296267,0.804057547,1.421521164,0,117.2250889,18.80154515,32.55706191
ENSG00000007080,25.90908408,22.51365069,21.25677956,21.11536289,30.13519388,32.55981631,32.05413816,29.19765931,84.53404165,105.1707272,102.1718336,88.91101678,61.13652964,83.3132689,106.0787786
ENSG00000007129,23.22883401,23.23293666,17.37027882,12.62912527,18.4501187,20.15988626,25.50544326,9.772277808,59.5109281,6.110837358,1.9545916,5.388546471,13.83517796,12.41936928,1.967734511
ENSG00000007168,93.36204437,96.88781943,91.92763995,86.66653694,104.8581746,83.75952746,82.28952134,135.1434516,201.8704032,363.1123883,81.55977677,77.35557824,102.3616207,55.36968802,76.02610611
ENSG00000007202,143.4827208,147.3816941,120.0056249,100.5652568,112.0844711,105.6794038,158.7196841,149.2059978,82.9782004,26.05146453,63.08000164,120.2843318,128.7232436,103.3222527,153.1255219
ENSG00000007237,116.8589034,97.4632482,82.56831164,68.4244671,81.02677131,70.15960418,54.62990213,176.2585229,121.3556181,114.1761717,4.619943782,15.68665751,70.11069913,31.73838815,45.25789375
ENSG00000007255,2.41222507,3.236786841,3.489919032,2.806472283,2.460015827,8.959949451,12.40805348,4.171094186,19.0590554,24.60416094,23.63278935,3.592364314,12.33948305,23.80379111,14.66856635
ENSG00000007264,52.26487652,80.91967102,80.50608676,47.17546267,51.50658138,27.03984745,26.7117818,12.87080492,53.93583026,52.9069866,0.710760582,19.57838551,34.12054024,81.41586526,90.33690255
ENSG00000007312,48.78055141,31.21701086,47.27253961,28.73293052,57.19536798,8.559951708,4.222184865,5.482009502,15.42875914,11.9000517,7.285295964,10.83696568,49.26445126,36.39565163,26.47497342
ENSG00000007341,3.037616755,8.271788593,9.042062946,5.94704841,5.381284622,11.8399332,12.32188644,11.67906372,7.649552849,32.64473641,18.12439484,8.980910786,12.05904025,8.452070758,9.659787599
ENSG00000007350,4.645766801,3.021001051,3.251970007,4.209708425,3.382521762,0.079999549,0,2.145134153,0.518613752,0.321623019,0.710760582,1.556691203,0,0,0.178884956
ENSG00000007376,9.64890028,9.638431926,8.804113921,11.35953067,12.7613321,14.71991696,20.50775506,8.580536612,33.3209336,13.18654377,13.14907076,9.579638172,15.70479661,22.42386119,23.43392918
ENSG00000007392,259.8949159,183.7056354,164.3434599,224.3841411,105.6269296,110.079379,109.0013031,135.8584964,67.29013438,55.31915924,361.0663756,134.1149344,102.1746589,160.7618356,159.3864954
ENSG00000007402,13.40125039,12.65943298,10.54907344,10.2235776,13.06883408,0.159999097,0.086167038,1.787611794,0,0,0.355380291,0.299363693,0.093480932,1.724912399,0.178884956
ENSG00000007516,13.22256705,2.733286665,8.804113921,8.553058387,7.072545503,0.799995487,0.172334076,5.362835383,1.426187819,0,4.975324073,0.179618216,3.271832626,3.104842319,0.715539822
ENSG00000007520,54.40907658,48.7675884,58.45614378,59.6709464,50.58407545,84.87952114,73.24198235,65.54576579,203.8152047,109.5126379,113.7216931,54.12495567,75.2521504,111.0843585,110.5509025
ENSG00000007541,6.521941856,7.408645435,7.614368797,7.083001477,4.766280665,21.51987859,22.14492878,10.964019,23.72657918,9.327067547,12.43831018,5.86752838,16.45264406,13.97179044,49.9089026
ENSG00000007545,20.99529228,26.4697235,23.71558615,23.05316518,30.75019784,19.43989033,19.12908245,22.40473449,4.14891002,14.79465887,23.63278935,19.63825825,30.38130296,22.07887871,10.91198229
ENSG00000007923,51.01409315,43.44487226,50.60382596,34.27905432,46.58654973,25.11985828,32.48497335,19.90207798,27.61618232,16.56358547,31.2734656,76.27786894,37.57933473,22.42386119,47.22562826
ENSG00000007944,27.51723413,28.77143858,27.12618884,27.9310813,29.36643894,19.91988762,30.84779962,81.27674958,49.26830649,36.98664717,8.706817128,49.57462754,19.35055296,8.624561997,14.31079644
ENSG00000008018,24.83698405,31.14508227,31.96448568,33.81130894,32.7489607,39.19977885,55.83624066,32.1770123,120.7073509,57.24889736,143.9290178,69.81161318,56.18204024,79.69095286,90.33690255
ENSG00000008083,115.876145,107.2455373,101.3662846,98.82791683,73.33922185,87.91950399,100.2122653,133.1174916,81.55201258,197.1549106,50.28631117,136.1506075,218.6519004,68.82400474,61.71530966
