Sample,patientID,SOX9,FOXM1
BRCA,TCGA-A7-A0DB-01C,104.112,6.398
BRCA,TCGA-C8-A12P-01A,333.571,53.231
BRCA,TCGA-C8-A12K-01A,161.236,94.337
BRCA,TCGA-OL-A5RW-01A,172.095,27.557
BRCA,TCGA-BH-A1EV-01A,198.079,9.299
BRCA,TCGA-A7-A13G-01B,115.851,21.756
BRCA,TCGA-A8-A07U-01A,302.588,112.23
BRCA,TCGA-A7-A426-01A,130.85,10.273
BRCA,TCGA-A7-A26J-01A,182.988,43.447
BRCA,TCGA-AC-A2FG-01A,86.047,6.071
BRCA,TCGA-E9-A22D-01A,260.796,30.816
BRCA,TCGA-BH-A0AZ-01A,76.482,5.047
BRCA,TCGA-A2-A4RY-01A,150.167,7.484
BRCA,TCGA-C8-A1HJ-01A,440.941,108.872
BRCA,TCGA-AC-A3YI-01A,179.431,4.652
BRCA,TCGA-A2-A3XX-01A,377.372,37.874
BRCA,TCGA-A7-A26I-01A,114.521,8.663
BRCA,TCGA-LL-A5YM-01A,51.446,3.432
BRCA,TCGA-D8-A1XW-01A,479.503,19.703
BRCA,TCGA-A7-A0DA-01A,562.106,31.898
BRCA,TCGA-A8-A08L-01A,298.011,32.122
BRCA,TCGA-C8-A12L-01A,278.411,93.853
BRCA,TCGA-D8-A1XZ-01A,405.591,35.657
BRCA,TCGA-AN-A0AL-01A,372.117,104.57
BRCA,TCGA-OL-A5RV-01A,185.061,11.21
BRCA,TCGA-D8-A1JP-01A,210.473,25.328
BRCA,TCGA-D8-A1XY-01A,345.583,2.152
BRCA,TCGA-A7-A26F-01A,65.987,4.047
BRCA,TCGA-E2-A1L7-01A,330.646,81.557
BRCA,TCGA-WT-AB41-01A,105.792,2.802
BRCA,TCGA-C8-A274-01A,232.743,13.746
BRCA,TCGA-D8-A3Z5-01A,125.655,6.298
BRCA,TCGA-LD-A9QF-01A,116.151,11.865
BRCA,TCGA-C8-A130-01A,352.305,91.838
BRCA,TCGA-A7-A4SF-01A,138.454,53.839
BRCA,TCGA-D8-A4Z1-01A,126.902,6.363
BRCA,TCGA-OL-A6VQ-01A,146.092,8.2
BRCA,TCGA-E2-A1LH-01A,264.251,23.53
BRCA,TCGA-BH-A1FJ-01A,161.877,46.005
BRCA,TCGA-D8-A1JB-01A,186.232,6.263
BRCA,TCGA-A8-A06Q-01A,320.575,28.48
BRCA,TCGA-LL-A7SZ-01A,339.521,19.728
BRCA,TCGA-A2-A1G4-01A,225.855,38.295
BRCA,TCGA-A2-A0D4-01A,416.124,30.489
BRCA,TCGA-BH-A0H6-01A,208.763,6.048
BRCA,TCGA-BH-A0W7-01A,219.196,13.199
BRCA,TCGA-A2-A0D3-01A,166.208,3.391
BRCA,TCGA-A7-A6VW-01A,285.404,66.673
BRCA,TCGA-E2-A15G-01A,183.95,10.255
BRCA,TCGA-LL-A441-01A,151.01,53.022
BRCA,TCGA-D8-A1JD-01A,164.591,47.4
BRCA,TCGA-A2-A25A-01A,166.835,13.272
BRCA,TCGA-A2-A0EN-01A,156.929,7.042
BRCA,TCGA-A2-A04P-01A,315.588,10.471
BRCA,TCGA-A8-A07F-01A,281.173,25.398
BRCA,TCGA-E2-A1IG-01A,145.104,14.535
BRCA,TCGA-D8-A27G-01A,250.869,22.06
BRCA,TCGA-BH-A0B3-01A,469.202,73.528
BRCA,TCGA-C8-A1HM-01A,307.307,75.732
BRCA,TCGA-E2-A1LB-01A,31.493,10.162
BRCA,TCGA-BH-A0BA-01A,121.135,20.802
BRCA,TCGA-E9-A1R2-01A,157.019,19.088
BRCA,TCGA-BH-A0B6-01A,176.715,5.218
BRCA,TCGA-C8-A26X-01A,193.925,22.762
BRCA,TCGA-A8-A06N-01A,278.775,18.242
BRCA,TCGA-AN-A0FV-01A,109.013,14.41
BRCA,TCGA-A8-A095-01A,179.943,30.312
BRCA,TCGA-EW-A2FV-01A,533.854,34.842
BRCA,TCGA-EW-A1IY-01A,151.57,22.283
BRCA,TCGA-D8-A73U-01A,112.934,5.079
BRCA,TCGA-B6-A0RG-01A,143.485,31.184
BRCA,TCGA-OL-A5RY-01A,149.94,16.713
BRCA,TCGA-BH-A0DD-01A,299.691,86.253
BRCA,TCGA-E2-A1IL-01A,121.089,10.624
BRCA,TCGA-E9-A3HO-01A,138.143,39.046
BRCA,TCGA-AR-A24Q-01A,127.681,109.372
BRCA,TCGA-AO-A126-01A,115.03,8.877
BRCA,TCGA-GM-A5PV-01A,158.749,2.845
BRCA,TCGA-A2-A0YM-01A,159.368,176.938
BRCA,TCGA-E2-A1L9-01A,134.314,11.122
BRCA,TCGA-AR-A1AN-01A,182.527,14.738
BRCA,TCGA-A7-A13G-01A,43.791,0.997
BRCA,TCGA-GM-A2DO-01A,153.23,17.971
BRCA,TCGA-E9-A1N4-01A,210.514,15.342
BRCA,TCGA-OL-A5RU-01A,102.838,6.602
BRCA,TCGA-E2-A1IF-01A,76.13,11.664
BRCA,TCGA-AC-A3EH-01A,343.36,13.255
BRCA,TCGA-AC-A2FB-01A,209.336,10.101
BRCA,TCGA-AR-A0TY-01A,182.504,48.965
BRCA,TCGA-OL-A66L-01A,79.919,2.493
BRCA,TCGA-A7-A0DC-01B,137.237,20.784
BRCA,TCGA-D8-A1X9-01A,265.278,19.176
BRCA,TCGA-AO-A12A-01A,171.561,10.152
BRCA,TCGA-AO-A1KR-01A,115.358,46.08
BRCA,TCGA-E2-A10C-01A,329.834,19.367
BRCA,TCGA-A7-A26G-01A,235.406,25.783
BRCA,TCGA-AR-A24L-01A,144.211,27.931
BRCA,TCGA-BH-A1EW-01A,321.135,37.677
BRCA,TCGA-BH-A0HN-01A,212.681,7.017
BRCA,TCGA-AC-A2BK-01A,226.644,57.928
BRCA,TCGA-BH-A0DE-01A,155.867,10.213
BRCA,TCGA-S3-AA0Z-01A,96.527,118.577
BRCA,TCGA-AC-A2FM-01A,191.167,24.27
BRCA,TCGA-OL-A5RX-01A,119.281,4.739
BRCA,TCGA-EW-A6SA-01A,110.538,22.852
BRCA,TCGA-B6-A0X5-01A,261.898,83.868
BRCA,TCGA-E2-A15O-01A,330.294,48.679
BRCA,TCGA-EW-A1P5-01A,120.18,15.102
BRCA,TCGA-E2-A1B5-01A,158.858,5.061
BRCA,TCGA-BH-A28Q-01A,144.545,4.924
BRCA,TCGA-AC-A7VC-01A,173.676,23.596
BRCA,TCGA-A8-A081-01A,264.203,49.01
BRCA,TCGA-A8-A09A-01A,129.549,19.062
BRCA,TCGA-B6-A0X1-01A,276.403,277.764
BRCA,TCGA-A8-A08T-01A,435.222,10.075
BRCA,TCGA-AR-A24W-01A,116.875,6.275
BRCA,TCGA-A8-A06R-01A,287.029,5.645
BRCA,TCGA-A7-A13D-01A,253.266,15.361
BRCA,TCGA-AO-A0JB-01A,218.627,7.037
BRCA,TCGA-C8-A26V-01A,177.943,28.185
BRCA,TCGA-E2-A1B0-01A,275.232,43.27
BRCA,TCGA-AN-A0G0-01A,143.732,73.432
BRCA,TCGA-B6-A0IP-01A,189.082,19.41
BRCA,TCGA-BH-A0C0-01A,268.161,31.327
BRCA,TCGA-D8-A1Y1-01A,329.73,32.225
BRCA,TCGA-AN-A0FS-01A,117.67,9.179
BRCA,TCGA-E9-A5FL-01A,73.478,7.823
BRCA,TCGA-A2-A0CX-01A,200.862,29.638
BRCA,TCGA-BH-A1FU-01A,205.615,22.355
BRCA,TCGA-A8-A09Q-01A,457.469,16.328
BRCA,TCGA-E9-A1R7-01A,163.333,30.218
BRCA,TCGA-C8-A12X-01A,269.478,20.147
BRCA,TCGA-A2-A3XW-01A,85.605,9.457
BRCA,TCGA-AR-A5QQ-01A,183.201,48.229
BRCA,TCGA-A1-A0SO-01A,686.446,159.913
BRCA,TCGA-E2-A14Q-01A,204.52,10.985
BRCA,TCGA-B6-A0IQ-01A,328.226,71.897
BRCA,TCGA-E2-A14R-01A,377.866,64.388
BRCA,TCGA-A2-A0CS-01A,125.029,8.639
BRCA,TCGA-A8-A06O-01A,544.539,32.474
BRCA,TCGA-AN-A046-01A,249.046,16.378
BRCA,TCGA-A7-A26I-01B,141.284,33.741
BRCA,TCGA-OL-A66N-01A,97.572,2.659
BRCA,TCGA-GI-A2C8-01A,336.356,2.089
BRCA,TCGA-A2-A0CU-01A,386.41,24.949
BRCA,TCGA-A2-A0CV-01A,210.155,1.379
BRCA,TCGA-AQ-A04L-01B,122.996,12.988
BRCA,TCGA-B6-A0IG-01A,192.626,19.915
BRCA,TCGA-BH-A0W5-01A,230.648,7.774
BRCA,TCGA-AR-A1AT-01A,200.037,23.844
BRCA,TCGA-BH-A0DZ-01A,152.374,27.908
BRCA,TCGA-BH-A0BQ-01A,95.706,7.753
BRCA,TCGA-A2-A0YK-01A,151.837,9.985
BRCA,TCGA-B6-A40B-01A,151.398,18.4
BRCA,TCGA-A8-A083-01A,83.376,3.625
BRCA,TCGA-AN-A0XO-01A,346.966,13.017
BRCA,TCGA-A7-A3J0-01A,87.546,27.574
BRCA,TCGA-AC-A3QP-01A,131.363,3.413
BRCA,TCGA-AR-A1AR-01A,202.488,40.81
BRCA,TCGA-HN-A2NL-01A,207.286,156.527
BRCA,TCGA-AR-A254-01A,187.244,19.109
BRCA,TCGA-AR-A5QM-01A,90.67,16.452
BRCA,TCGA-A8-A0AB-01A,165.112,27.572
BRCA,TCGA-A2-A0SW-01A,147.06,37.552
BRCA,TCGA-D8-A27F-01A,262.004,131.966
BRCA,TCGA-EW-A3U0-01A,187.667,56.92
BRCA,TCGA-BH-A2L8-01A,159.661,10.272
BRCA,TCGA-PL-A8LY-01A,130.497,9.521
BRCA,TCGA-A1-A0SH-01A,139.198,9.236
BRCA,TCGA-C8-A8HP-01A,142.621,23.779
BRCA,TCGA-AR-A24T-01A,194.685,7.287
BRCA,TCGA-BH-A1FM-01A,174.714,33.106
BRCA,TCGA-BH-A0GY-01A,562.379,19.422
BRCA,TCGA-BH-A0BW-01A,181.858,42.234
BRCA,TCGA-E2-A15L-01A,107.849,31.552
BRCA,TCGA-C8-A12T-01A,215.677,33.971
BRCA,TCGA-AO-A12E-01A,539.926,37.121
BRCA,TCGA-UU-A93S-01A,219.331,28.671
BRCA,TCGA-AC-A3OD-01B,88.275,7.564
BRCA,TCGA-BH-A0E2-01A,244.329,36.322
BRCA,TCGA-B6-A0WX-01A,145.807,18.891
BRCA,TCGA-PL-A8LV-01A,104.099,22.635
BRCA,TCGA-BH-A0GZ-01A,217.638,12.478
BRCA,TCGA-B6-A0X7-01A,185.679,6.376
BRCA,TCGA-AC-A2QH-01B,120.529,43.772
BRCA,TCGA-A7-A0DC-01A,70.729,1.23
BRCA,TCGA-D8-A1JS-01A,96.47,4.587
BRCA,TCGA-AR-A2LM-01A,201.932,3.097
BRCA,TCGA-AC-A6IV-01A,109.674,9.97
BRCA,TCGA-AO-A0JI-01A,187.207,29.774
BRCA,TCGA-E2-A1IU-01A,124.918,11.139
BRCA,TCGA-AQ-A04H-01B,132.587,41.629
BRCA,TCGA-AR-A0TZ-01A,219.976,26.029
BRCA,TCGA-D8-A13Y-01A,286.034,125.481
BRCA,TCGA-A2-A0T2-01A,240.448,7.448
BRCA,TCGA-E2-A10F-01A,195.231,17.971
BRCA,TCGA-LL-A442-01A,142.972,15.554
BRCA,TCGA-AR-A1AS-01A,132.939,17.403
BRCA,TCGA-B6-A0IM-01A,393.113,33.124
BRCA,TCGA-BH-A0EI-01A,99.251,13.971
BRCA,TCGA-AN-A04A-01A,213.12,13.534
BRCA,TCGA-S3-AA10-01A,204.77,142.867
BRCA,TCGA-A2-A0T4-01A,215.041,33.392
BRCA,TCGA-BH-A1EY-01A,150.227,7.148
BRCA,TCGA-D8-A27L-01A,190.123,7.778
BRCA,TCGA-A7-A26I-01B,141.284,33.741
BRCA,TCGA-OL-A5D7-01A,226.122,142.722
BRCA,TCGA-E2-A15I-01A,132.813,4.551
BRCA,TCGA-BH-A0HU-01A,273.698,39.538
BRCA,TCGA-AC-A2FF-01A,54.786,13.742
BRCA,TCGA-BH-A203-01A,134.46,55.814
BRCA,TCGA-E9-A227-01A,155.004,10.695
BRCA,TCGA-BH-A0DV-01A,89.67,4.744
BRCA,TCGA-E2-A2P5-01A,255.984,48.624
BRCA,TCGA-E9-A1R6-01A,275.828,26.53
BRCA,TCGA-E2-A15K-01A,127.797,44.258
BRCA,TCGA-BH-A0AW-01A,163.547,14.784
BRCA,TCGA-LL-A6FQ-01A,251.621,4.805
BRCA,TCGA-C8-A1HE-01A,156.1,16.709
BRCA,TCGA-C8-A1HK-01A,487.163,44.2
BRCA,TCGA-BH-A0H5-01A,155.623,10.779
BRCA,TCGA-UL-AAZ6-01A,140.725,17.068
BRCA,TCGA-A8-A0A7-01A,172.574,14.168
BRCA,TCGA-BH-A0HF-01A,150.913,18.56
BRCA,TCGA-E2-A1AZ-01A,355.248,281.447
BRCA,TCGA-A1-A0SM-01A,113.105,16.437
BRCA,TCGA-C8-A26Z-01A,233.562,29.746
BRCA,TCGA-BH-A18U-01A,246.558,28.536
BRCA,TCGA-AR-A0U3-01A,166.408,79.807
BRCA,TCGA-OL-A6VO-01A,430.084,70.484
BRCA,TCGA-A2-A0YG-01A,139.552,54.227
BRCA,TCGA-V7-A7HQ-01A,215.087,1.758
BRCA,TCGA-E2-A108-01A,217.276,11.005
BRCA,TCGA-C8-A135-01A,125.911,25.263
BRCA,TCGA-LL-A5YN-01A,189.329,7.395
BRCA,TCGA-AN-A0FF-01A,149.905,33.779
BRCA,TCGA-C8-A3M8-01A,130.742,27.133
BRCA,TCGA-BH-A0BS-01A,89.659,17.423
BRCA,TCGA-E9-A1ND-01A,193.659,41.32
BRCA,TCGA-S3-AA17-01A,132.098,34.543
BRCA,TCGA-AR-A24K-01A,336.267,23.746
BRCA,TCGA-E9-A54Y-01A,118.17,4.353
BRCA,TCGA-B6-A0WZ-01A,151.167,16.337
BRCA,TCGA-A2-A0CT-01A,192.329,18.51
BRCA,TCGA-E9-A247-01A,224.613,45.583
BRCA,TCGA-BH-A8FZ-01A,212.136,7.505
BRCA,TCGA-E9-A1RG-01A,248.375,28.1
BRCA,TCGA-AR-A252-01A,153.361,12.846
BRCA,TCGA-A8-A0A6-01A,142.263,5.523
BRCA,TCGA-GM-A2DM-01A,113.002,5.207
BRCA,TCGA-BH-A0HA-01A,184.671,8.501
BRCA,TCGA-A2-A4S3-01A,264.291,62.633
BRCA,TCGA-4H-AAAK-01A,186.014,11.445
BRCA,TCGA-A7-A0DC-01B,137.237,20.784
BRCA,TCGA-D8-A1JK-01A,160.255,36.624
BRCA,TCGA-AN-A0XP-01A,123.53,9.444
BRCA,TCGA-BH-A0WA-01A,118.458,51.746
BRCA,TCGA-BH-A0BP-01A,165.983,4.575
BRCA,TCGA-BH-A1F2-01A,233.711,24.486
BRCA,TCGA-AR-A2LQ-01A,116.678,9.648
BRCA,TCGA-AC-A7VB-01A,215.386,62.963
BRCA,TCGA-BH-A5J0-01A,167.279,8.63
BRCA,TCGA-AC-A3QQ-01A,97.195,6.548
BRCA,TCGA-EW-A3E8-01B,207.623,7.441
BRCA,TCGA-C8-A12U-01A,285.76,69.689
BRCA,TCGA-BH-A1FD-01A,317.603,44.745
BRCA,TCGA-AR-A1AV-01A,80.047,15.113
BRCA,TCGA-BH-A0DK-01A,216.447,19.875
BRCA,TCGA-AC-A2QH-01B,120.529,43.772
BRCA,TCGA-PL-A8LZ-01A,387.03,42.804
BRCA,TCGA-A1-A0SI-01A,141.189,22.422
BRCA,TCGA-A8-A06U-01A,462.879,22.336
BRCA,TCGA-GM-A2DL-01A,202.73,24.863
BRCA,TCGA-A8-A09V-01A,123.074,18.202
BRCA,TCGA-AC-A2QH-01B,120.529,43.772
BRCA,TCGA-A2-A0T0-01A,275.022,24.196
BRCA,TCGA-A7-A0CG-01A,155.694,12.745
BRCA,TCGA-A2-A3XZ-01A,142.022,29.665
BRCA,TCGA-A2-A0SU-01A,173.563,16.656
BRCA,TCGA-E2-A1B1-01A,185.138,11.842
BRCA,TCGA-EW-A1J3-01A,205.402,18.128
BRCA,TCGA-A8-A08S-01A,295.091,43.247
BRCA,TCGA-BH-A1FG-01A,200.881,7.412
BRCA,TCGA-GM-A2DN-01A,156.79,17.162
BRCA,TCGA-LL-A6FR-01A,124.35,3.995
BRCA,TCGA-E2-A154-01A,311.307,23.169
BRCA,TCGA-A8-A07E-01A,176.26,36.211
BRCA,TCGA-AC-A62X-01A,306.555,32.991
BRCA,TCGA-BH-A8G0-01A,130.811,3.856
BRCA,TCGA-C8-A27A-01A,235.229,75.198
BRCA,TCGA-AR-A0U4-01A,138.078,100.87
BRCA,TCGA-LL-A5YP-01A,110.255,53.166
BRCA,TCGA-BH-A0BZ-01A,148.511,30.724
BRCA,TCGA-AR-A24R-01A,195.317,47.902
BRCA,TCGA-A2-A0T7-01A,354.393,15.733
BRCA,TCGA-BH-A0BC-01A,227.631,27.069
BRCA,TCGA-A8-A08X-01A,336.884,29.176
BRCA,TCGA-AO-A0J9-01A,117.682,12.481
BRCA,TCGA-A2-A4RW-01A,151.096,12.235
BRCA,TCGA-AR-A24N-01A,215.126,28.617
BRCA,TCGA-B6-A1KF-01A,343.215,68.684
BRCA,TCGA-A7-A4SA-01A,419.67,19.741
BRCA,TCGA-A2-A04T-01A,198.426,189.429
BRCA,TCGA-A8-A06X-01A,154.525,34.977
BRCA,TCGA-AO-A0JL-01A,147.099,17.998
BRCA,TCGA-A8-A079-01A,212.035,86.54
BRCA,TCGA-A2-A0YH-01A,267.722,49.003
BRCA,TCGA-A8-A082-01A,201.077,45.486
BRCA,TCGA-D8-A27P-01A,107.901,11.353
BRCA,TCGA-A2-A0YJ-01A,354.204,105.56
BRCA,TCGA-A7-A0CD-01A,157.317,15.912
BRCA,TCGA-D8-A1J8-01A,245.689,52.681
BRCA,TCGA-A2-A1G0-01A,118.242,4.552
BRCA,TCGA-AO-A0JA-01A,331.009,37.142
BRCA,TCGA-A1-A0SP-01A,241.848,234.729
BRCA,TCGA-B6-A0IC-01A,144.511,21.404
BRCA,TCGA-GM-A3NW-01A,144.496,9.748
BRCA,TCGA-D8-A145-01A,122.608,10.641
BRCA,TCGA-BH-A0E1-01A,159.974,40.277
BRCA,TCGA-E9-A1NF-01A,116.939,13.446
BRCA,TCGA-EW-A6SB-01A,107.924,71.07
BRCA,TCGA-AO-A0JM-01A,181.991,41.755
BRCA,TCGA-E9-A1NC-01A,204.423,29.88
BRCA,TCGA-A1-A0SN-01A,115.622,53.888
BRCA,TCGA-E9-A244-01A,154.067,70.242
BRCA,TCGA-BH-A42T-01A,227.491,42.54
BRCA,TCGA-E9-A229-01A,232.878,11.455
BRCA,TCGA-AR-A1AP-01A,178.215,23.019
BRCA,TCGA-EW-A1J2-01A,156.388,4.031
BRCA,TCGA-AO-A0JF-01A,126.343,7.83
BRCA,TCGA-D8-A1XR-01A,91.678,22.9
BRCA,TCGA-E2-A14V-01A,364.16,75.511
BRCA,TCGA-OL-A66H-01A,126.985,14.478
BRCA,TCGA-A7-A13E-01B,113.799,7.233
BRCA,TCGA-D8-A1Y2-01A,243.6,14.768
BRCA,TCGA-BH-A18Q-01A,141.953,86.786
BRCA,TCGA-BH-A0H7-01A,347.651,16.22
BRCA,TCGA-XX-A899-01A,142.576,15.535
BRCA,TCGA-E2-A15D-01A,142.135,5.31
BRCA,TCGA-A2-A25E-01A,265.971,49.953
BRCA,TCGA-LL-A73Y-01A,87.676,25.493
BRCA,TCGA-A8-A086-01A,151.942,15.155
BRCA,TCGA-BH-A0AY-01A,340.398,15.868
BRCA,TCGA-BH-A0BD-01A,125.963,49.275
BRCA,TCGA-E2-A1II-01A,289.526,174.901
BRCA,TCGA-A2-A0D0-01A,211.001,76.906
BRCA,TCGA-B6-A0RI-01A,194.145,23.117
BRCA,TCGA-BH-A208-01A,107.64,9.868
BRCA,TCGA-AO-A1KQ-01A,111.593,49.437
BRCA,TCGA-B6-A2IU-01A,187.349,17.165
BRCA,TCGA-A8-A09W-01A,140.336,38.863
BRCA,TCGA-BH-A1FE-01A,270.363,34.742
BRCA,TCGA-A2-A0EW-01A,157.617,8.147
BRCA,TCGA-EW-A1IZ-01A,200.743,16.742
BRCA,TCGA-A8-A08O-01A,251.823,22.488
BRCA,TCGA-BH-A5IZ-01A,240.128,169.846
BRCA,TCGA-AR-A0TV-01A,316.093,55.88
BRCA,TCGA-B6-A1KI-01A,134.951,5.722
BRCA,TCGA-AC-A6IX-01A,146.21,24.522
BRCA,TCGA-D8-A3Z6-01A,135.525,10.364
BRCA,TCGA-A8-A06T-01A,387.156,12.368
BRCA,TCGA-5T-A9QA-01A,187.934,22.847
BRCA,TCGA-A2-A3KD-01A,72.598,22.079
BRCA,TCGA-AN-A0FL-01A,149.777,12.464
BRCA,TCGA-A7-A26I-01B,141.284,33.741
BRCA,TCGA-A7-A26F-01B,146.212,24.094
BRCA,TCGA-D8-A1JC-01A,347.314,50.898
BRCA,TCGA-B6-A0RS-01A,98.303,28.477
BRCA,TCGA-AN-A0AK-01A,253.952,86.612
BRCA,TCGA-A7-A13E-01A,113.271,29.473
BRCA,TCGA-AR-A1AH-01A,184.123,61.526
BRCA,TCGA-B6-A0I6-01A,243.283,162.112
BRCA,TCGA-A8-A09D-01A,261.328,18.808
BRCA,TCGA-A2-A0EU-01A,365.669,14.545
BRCA,TCGA-AO-A12G-01A,160.285,11.816
BRCA,TCGA-A8-A0AD-01A,164.779,16.905
BRCA,TCGA-C8-A26Y-01A,260.709,30.977
BRCA,TCGA-E9-A1NI-01A,144.488,31.194
BRCA,TCGA-A2-A0YC-01A,168.248,18.217
BRCA,TCGA-A8-A092-01A,339.792,57.143
BRCA,TCGA-A1-A0SQ-01A,97.994,16.031
BRCA,TCGA-AN-A041-01A,116.444,18.217
BRCA,TCGA-D8-A27M-01A,281.028,93.358
BRCA,TCGA-EW-A1J5-01A,165.421,28.153
BRCA,TCGA-AO-A0J4-01A,166.985,68.393
BRCA,TCGA-D8-A1JH-01A,188.761,7.387
BRCA,TCGA-BH-A0BT-01A,178.788,9.003
BRCA,TCGA-D8-A1Y3-01A,476.708,33.109
BRCA,TCGA-B6-A0IE-01A,216.841,11.571
BRCA,TCGA-E2-A14N-01A,379.678,96.557
BRCA,TCGA-BH-A0C7-01B,206.126,49.904
BRCA,TCGA-AC-A2QH-01A,43.644,11.884
BRCA,TCGA-E9-A22A-01A,270.477,33.792
BRCA,TCGA-EW-A1PB-01A,153.478,63.233
BRCA,TCGA-E2-A3DX-01A,114.567,6.008
BRCA,TCGA-GM-A2DF-01A,549.374,29.705
BRCA,TCGA-E9-A54X-01A,99.764,11.975
BRCA,TCGA-B6-A0I9-01A,281.778,42.324
BRCA,TCGA-BH-A201-01A,164.288,14.382
BRCA,TCGA-AR-A0TQ-01A,111.791,70.133
BRCA,TCGA-BH-A0BJ-01A,174.41,9.694
BRCA,TCGA-B6-A0IA-01A,203.983,12.517
BRCA,TCGA-AR-A255-01A,275.265,22.9
BRCA,TCGA-S3-A6ZF-01A,438.309,44.27
BRCA,TCGA-A7-A0DC-01A,70.729,1.23
BRCA,TCGA-A2-A1FV-01A,286.06,13.038
BRCA,TCGA-A2-A0SY-01A,203.892,9.918
BRCA,TCGA-AC-A3W6-01A,168.959,14.117
BRCA,TCGA-AO-A129-01A,246.796,112.966
BRCA,TCGA-OL-A66K-01A,175.192,7.14
BRCA,TCGA-A2-A0CL-01A,202.219,35.331
BRCA,TCGA-LQ-A4E4-01A,168.261,40.804
BRCA,TCGA-AR-A24O-01A,161.743,21.094
BRCA,TCGA-AO-A03P-01A,172.15,37.861
BRCA,TCGA-BH-A0B7-01A,174.647,17.612
BRCA,TCGA-E9-A226-01A,171.771,32.235
BRCA,TCGA-A8-A08C-01A,94.998,8.442
BRCA,TCGA-E9-A295-01A,117.573,15.969
BRCA,TCGA-AO-A0J6-01A,319.904,54.062
BRCA,TCGA-EW-A1OY-01A,623.519,27.97
BRCA,TCGA-E9-A243-01A,233.507,46.924
BRCA,TCGA-A7-A26F-01B,146.212,24.094
BRCA,TCGA-AQ-A04J-01A,167.976,98.259
BRCA,TCGA-AR-A0TS-01A,152.67,107.936
BRCA,TCGA-LL-A7T0-01A,276.482,29.664
BRCA,TCGA-A2-A3XT-01A,202.5,111.758
BRCA,TCGA-D8-A27T-01A,266.22,17.726
BRCA,TCGA-AR-A2LL-01A,259.972,17.1
BRCA,TCGA-A7-A0DC-01A,70.729,1.23
BRCA,TCGA-C8-A275-01A,236.605,47.773
BRCA,TCGA-BH-A1FB-01A,244.18,6.492
BRCA,TCGA-S3-A6ZG-01A,215.421,30.923
BRCA,TCGA-A7-A3IY-01A,126.167,8.646
BRCA,TCGA-AC-A3HN-01A,113.561,16.221
BRCA,TCGA-E9-A5FK-01A,161.777,3.469
BRCA,TCGA-EW-A1PF-01A,194.975,17.455
BRCA,TCGA-AN-A0AM-01A,666.301,56.973
BRCA,TCGA-AR-A1AX-01A,225.568,23.907
BRCA,TCGA-A2-A0T1-01A,244.965,20.443
BRCA,TCGA-E2-A15J-01A,154.882,12.779
BRCA,TCGA-A1-A0SE-01A,222.296,22.303
BRCA,TCGA-D8-A1JJ-01A,178.278,30.049
BRCA,TCGA-BH-A0HW-01A,100.129,24.108
BRCA,TCGA-E2-A15M-01A,263.7,28.878
BRCA,TCGA-AC-A8OS-01A,111.002,9.075
BRCA,TCGA-A2-A0D2-01A,379.999,167.474
BRCA,TCGA-AR-A0TX-01A,113.484,25.189
BRCA,TCGA-E9-A5UO-01A,136.543,17.172
BRCA,TCGA-D8-A27R-01A,554.755,50.097
BRCA,TCGA-A8-A0A9-01A,150.093,24.289
BRCA,TCGA-A2-A0SX-01A,151.169,41.506
BRCA,TCGA-A2-A25B-01A,300.094,38.222
BRCA,TCGA-AO-A03U-01B,138.007,6.263
BRCA,TCGA-GM-A3XL-01A,333.838,88.111
BRCA,TCGA-GM-A2DK-01A,170.63,3.932
BRCA,TCGA-AC-A23C-01A,188.877,21.643
BRCA,TCGA-AR-A0TU-01A,365.117,142.337
BRCA,TCGA-BH-A0HO-01A,87.415,10.938
BRCA,TCGA-C8-A133-01A,101.99,8.029
BRCA,TCGA-A7-A0CE-01A,144.076,106.419
BRCA,TCGA-AC-A5XS-01A,251.626,3.556
BRCA,TCGA-BH-A1F5-01A,281.087,9.192
BRCA,TCGA-A7-A26H-01A,192.595,11.572
BRCA,TCGA-A8-A0A1-01A,131.68,14.793
BRCA,TCGA-D8-A1XQ-01A,441.56,18.25
BRCA,TCGA-AN-A0XL-01A,112.003,18.81
BRCA,TCGA-AQ-A54O-01A,280.656,3.498
BRCA,TCGA-E2-A158-01A,142.206,25.954
BRCA,TCGA-D8-A146-01A,95.362,8.708
BRCA,TCGA-GM-A5PX-01A,121.671,1.367
BRCA,TCGA-GM-A3NY-01A,134.719,3.967
BRCA,TCGA-BH-A18S-01A,107.044,4.171
BRCA,TCGA-B6-A0RM-01A,229.602,16.37
BRCA,TCGA-B6-A0I1-01A,352.179,14.833
BRCA,TCGA-BH-A0DO-01B,154.557,4.083
BRCA,TCGA-LL-A5YO-01A,94.741,18.513
BRCA,TCGA-BH-A18M-01A,207.757,15.337
BRCA,TCGA-E2-A14W-01A,235.1,28.264
BRCA,TCGA-C8-A1HF-01A,275.888,37.508
BRCA,TCGA-A2-A25D-01A,334.342,23.116
BRCA,TCGA-E2-A570-01A,347.735,9.737
BRCA,TCGA-A7-A13D-01A,253.266,15.361
BRCA,TCGA-BH-A0BF-01A,260.772,22.694
BRCA,TCGA-AO-A0JC-01A,106.565,9.702
BRCA,TCGA-B6-A0RP-01A,112.114,7.184
BRCA,TCGA-C8-A273-01A,164.09,29.594
BRCA,TCGA-AC-A2BM-01A,230.037,25.983
