,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol
ENSG00000197279,51.54004391,2.723649664,0.59711661,4.561336293,5.08E-06,1.13E-06,UFC1
ENSG00000101945,101.2673273,1.151283943,0.252430484,4.56079601,5.10E-06,1.13E-06,FGD5
ENSG00000233927,3869.343466,1.898698523,0.416301555,4.560872998,5.09E-06,1.14E-06,EIF5AL1
ENSG00000167969,149.9280396,2.014423155,0.441758703,4.560007851,5.12E-06,1.16E-06,RAB32
ENSG00000143222,673.5095422,1.135184666,0.248995454,4.559057801,5.14E-06,1.17E-06,SVBP
ENSG00000154783,27.07481354,6.075255819,1.33271601,4.55855244,5.15E-06,1.17E-06,MORN2
ENSG00000253626,9.87565815,3.208252741,0.703955352,4.557466224,5.18E-06,1.17E-06,ATP6V0B
ENSG00000118508,961.1459225,2.021231791,0.443742377,4.554966793,5.24E-06,1.17E-06,SAP18
ENSG00000177868,159.6601204,1.342251881,0.294855302,4.552239262,5.31E-06,1.20E-06,LOXL1
ENSG00000188010,32.87354655,2.298847534,0.505126992,4.551028888,5.34E-06,1.22E-06,DLC1
ENSG00000117410,504.8323581,2.19023287,0.481307662,4.550587993,5.35E-06,1.22E-06,KLHDC8B
ENSG00000150459,1629.877469,2.007367051,0.441371252,4.548024008,5.42E-06,1.22E-06,EEF1B2
ENSG00000129038,28.99008009,3.59899425,0.791907079,4.544717866,5.50E-06,1.22E-06,PLCB4
ENSG00000164741,62.60988345,3.476702496,0.765417467,4.542230414,5.57E-06,1.23E-06,PAFAH1B3
ENSG00000185909,35.95644274,2.125597925,0.468311645,4.538853445,5.66E-06,1.23E-06,ISYNA1
ENSG00000283391,19730.45303,1.80635256,0.398030572,4.538225667,5.67E-06,1.24E-06,PNP
ENSG00000101333,42.55418945,4.187181729,0.922910869,4.536929698,5.71E-06,1.24E-06,TMEM147
ENSG00000079462,148.7417608,2.485552063,0.547873433,4.536726754,5.71E-06,1.24E-06,PSRC1
ENSG00000105655,96.45830144,2.082064645,0.458946496,4.53661737,5.72E-06,1.26E-06,MAFF
ENSG00000198805,899.7807126,1.784193387,0.393326262,4.536166436,5.73E-06,1.29E-06,E2F2
ENSG00000105677,119.2056273,1.882582355,0.415149295,4.534711672,5.77E-06,1.30E-06,RACK1
ENSG00000134222,97.76895497,1.673164684,0.36911878,4.532862517,5.82E-06,1.30E-06,EPCAM
ENSG00000185022,363.2362214,3.087004485,0.681023494,4.532889852,5.82E-06,1.30E-06,C9orf43
ENSG00000282899,94.86706134,1.914896012,0.422890879,4.52810904,5.95E-06,1.30E-06,APTR
ENSG00000204628,17367.97281,1.887134362,0.416870229,4.526910847,5.99E-06,1.31E-06,HMGA2
ENSG00000119888,33.58696734,5.953387369,1.315932733,4.524081832,6.07E-06,1.31E-06,NAT14
ENSG00000157653,24.32023209,2.798542047,0.619023345,4.520899041,6.16E-06,1.32E-06,RPS3
ENSG00000214293,47.69724616,1.972470033,0.436445962,4.519391185,6.20E-06,1.34E-06,GLRX5
ENSG00000149948,16.48623992,4.6597242,1.031351608,4.518075277,6.24E-06,1.34E-06,NDUFB11
ENSG00000090971,38.19516325,2.835730605,0.627995266,4.515528633,6.32E-06,1.34E-06,INAFM1
ENSG00000149273,19065.14018,1.721644861,0.381266299,4.515596755,6.31E-06,1.35E-06,MPG
ENSG00000182512,376.3078713,1.719475973,0.380845271,4.514893858,6.33E-06,1.36E-06,RAN
ENSG00000147123,422.2522905,2.239203062,0.496374776,4.511113723,6.45E-06,1.36E-06,C10orf55
ENSG00000257704,52.50353063,1.92575519,0.427191856,4.507939843,6.55E-06,1.39E-06,ITGB4
ENSG00000103152,194.1735294,1.954896218,0.433757935,4.506882898,6.58E-06,1.39E-06,CMC2
ENSG00000132341,1591.68231,1.306474985,0.289913429,4.506431414,6.59E-06,1.39E-06,LAMB2
ENSG00000222047,11.22336845,3.944883152,0.875579409,4.505454457,6.62E-06,1.39E-06,MCEMP1
ENSG00000132470,13.50473358,2.846214826,0.63183934,4.504649592,6.65E-06,1.41E-06,PINLYP
ENSG00000103121,188.918173,1.8273641,0.405704231,4.504178074,6.66E-06,1.41E-06,DDX49
ENSG00000172037,223.8234408,2.559707934,0.568319724,4.503992781,6.67E-06,1.43E-06,FANCB
ENSG00000183019,1372.840996,3.95201843,0.877648565,4.502962334,6.70E-06,1.43E-06,PMFBP1
ENSG00000234465,21.16223683,4.588793751,1.019881639,4.499339508,6.82E-06,1.43E-06,HAUS1
ENSG00000105671,514.0634664,1.930172182,0.429175635,4.497394595,6.88E-06,1.44E-06,VPS25
ENSG00000181544,43.67901819,2.101710252,0.467423914,4.496368692,6.91E-06,1.46E-06,SF3B6
ENSG00000118557,38.67573718,2.096739028,0.466592562,4.49372579,7.00E-06,1.52E-06,RBM8A
ENSG00000152240,191.0608517,1.818175728,0.405115696,4.488040685,7.19E-06,1.53E-06,JUND
ENSG00000131475,177.2796293,1.599166147,0.356337975,4.487779188,7.20E-06,1.56E-06,ATP5PO
ENSG00000115128,831.5107897,1.66009258,0.369954795,4.487284934,7.21E-06,1.57E-06,DSN1
ENSG00000265241,1427.871315,1.378363196,0.307193239,4.486958108,7.22E-06,1.57E-06,GSTO1
ENSG00000130522,7116.758251,2.47649776,0.55199845,4.486421583,7.24E-06,1.59E-06,RPS5
ENSG00000241837,924.2850651,1.920584108,0.42833652,4.483820592,7.33E-06,1.59E-06,H2AC12
ENSG00000149636,134.3534222,1.196997819,0.267008788,4.482990344,7.36E-06,1.59E-06,COMT
ENSG00000148834,790.5253238,2.113895091,0.471568361,4.482690666,7.37E-06,1.61E-06,PPCDC
ENSG00000083845,4133.0404,2.016374574,0.45015906,4.479249121,7.49E-06,1.61E-06,NOP10
ENSG00000274997,14.71079808,6.041129031,1.348792905,4.47891519,7.50E-06,1.61E-06,SLC48A1
ENSG00000093010,715.7732754,1.349990655,0.301568181,4.476568623,7.59E-06,1.70E-06,FKBP4
ENSG00000138621,122.2549322,2.155933181,0.48170457,4.475633646,7.62E-06,1.73E-06,ECHS1
ENSG00000182117,153.6962535,2.59312749,0.579444299,4.475197176,7.63E-06,1.74E-06,CAPN11
ENSG00000211584,69.70831095,1.760527058,0.393407931,4.475067534,7.64E-06,1.76E-06,MDK
ENSG00000004478,796.3479038,1.642955498,0.3673083,4.472960445,7.71E-06,1.77E-06,PDE6H
ENSG00000127884,329.7200139,1.533548531,0.342998479,4.471006795,7.79E-06,1.78E-06,NME1-NME2
ENSG00000137225,18.78667365,5.012234437,1.12132272,4.469930332,7.82E-06,1.79E-06,FIBP
ENSG00000110492,86.60900832,3.069955899,0.687017882,4.468524009,7.88E-06,1.79E-06,YIF1B
ENSG00000139053,9.176568287,5.924030814,1.326472939,4.46600201,7.97E-06,1.79E-06,PSMA7
ENSG00000011052,24.07068773,4.106757094,0.919822915,4.464725793,8.02E-06,1.80E-06,C1QBP
ENSG00000172500,318.8762551,1.799670978,0.403124859,4.464301662,8.03E-06,1.82E-06,BIK
ENSG00000167645,143.1204037,2.212695921,0.495884991,4.462115132,8.12E-06,1.82E-06,RFC4
ENSG00000101182,2324.536419,1.774197129,0.397665542,4.461530969,8.14E-06,1.83E-06,HRH1
ENSG00000108561,1222.02902,1.537171757,0.34459054,4.460864649,8.16E-06,1.83E-06,LSM7
ENSG00000100290,21.86414539,2.727265697,0.611780438,4.457915823,8.28E-06,1.84E-06,RPS9
ENSG00000163918,250.7797628,1.583965834,0.355578666,4.454614361,8.40E-06,1.85E-06,NAPRT
ENSG00000196639,26.79409196,5.599855019,1.25724384,4.454072346,8.43E-06,1.86E-06,TTLL12
ENSG00000130332,216.1485424,1.969239065,0.44222244,4.453050966,8.47E-06,1.87E-06,ATP5ME
ENSG00000274950,376.2790574,2.209884379,0.496395006,4.451866662,8.51E-06,1.89E-06,MANSC1
ENSG00000278488,440.4768784,2.119278695,0.476100123,4.451329861,8.53E-06,1.89E-06,DDX39B
ENSG00000100304,391.4681781,1.223068729,0.274866437,4.449683786,8.60E-06,1.91E-06,DDAH2
ENSG00000169020,469.3994159,2.174829755,0.489035715,4.447179807,8.70E-06,1.91E-06,PYGL
ENSG00000281818,71.10382642,3.113257616,0.700321935,4.445466378,8.77E-06,1.92E-06,UGT3A2
ENSG00000237889,756.899359,1.450664515,0.326399092,4.444450214,8.81E-06,1.93E-06,ZBTB12
ENSG00000233076,540.3830565,2.543307172,0.572325583,4.443811789,8.84E-06,1.94E-06,ARSD
ENSG00000100504,1949.322834,2.494818969,0.561432656,4.443665584,8.84E-06,1.95E-06,CP
ENSG00000168671,18.53756592,4.680303604,1.053374522,4.443152467,8.87E-06,1.95E-06,OSBPL1A
ENSG00000204366,41.42725505,3.86763323,0.870639093,4.442292176,8.90E-06,1.95E-06,IL5RA
ENSG00000006756,409.4216126,2.032467451,0.457556051,4.44200759,8.91E-06,1.95E-06,ATP5MC3
ENSG00000047457,7.945397974,6.307619298,1.420468439,4.440520554,8.97E-06,1.97E-06,SHCBP1
ENSG00000141447,259.9044599,2.356139542,0.530708844,4.439608592,9.01E-06,1.97E-06,ALAS1
ENSG00000091181,125.5293894,3.244075782,0.7308669,4.438668357,9.05E-06,1.98E-06,EFCAB2
ENSG00000154518,197.9386155,1.537120784,0.346504301,4.436079954,9.16E-06,1.98E-06,UNC13B
ENSG00000171241,132.5702386,2.373962676,0.535361207,4.434319568,9.24E-06,1.99E-06,NFU1
ENSG00000023330,1410.762863,3.175614116,0.71654836,4.431821063,9.34E-06,2.03E-06,LAMTOR2
ENSG00000203666,79.85372531,2.002482215,0.451881231,4.431434808,9.36E-06,2.06E-06,ICAM4
ENSG00000198722,36.11011264,2.009996631,0.453784605,4.429406836,9.45E-06,2.09E-06,RNF181
ENSG00000169599,246.9015009,1.43226469,0.323521056,4.427114295,9.55E-06,2.11E-06,ACOT1
ENSG00000116586,170.3414143,1.693846174,0.382887937,4.42386926,9.69E-06,2.12E-06,SLC39A4
ENSG00000105371,42.46524057,3.390482624,0.766919592,4.420910171,9.83E-06,2.13E-06,POLDIP2
ENSG00000168894,201.2676622,2.482433559,0.561883314,4.418058866,9.96E-06,2.15E-06,MRPL47
ENSG00000184227,53.83633147,2.104439552,0.476475366,4.4166807,1.00E-05,2.15E-06,TMEM201
ENSG00000147804,59.49735714,2.207310716,0.499916578,4.415358109,1.01E-05,2.15E-06,TAFA2
ENSG00000004142,202.1629447,1.360715498,0.308392947,4.412278271,1.02E-05,2.16E-06,ALOX5AP
ENSG00000136522,274.3968554,1.649829049,0.37399053,4.411419318,1.03E-05,2.17E-06,METTL1
ENSG00000188807,34.35599588,1.807957282,0.410132814,4.408223918,1.04E-05,2.18E-06,DAD1
ENSG00000198673,171.2162588,2.718980682,0.616803229,4.40818166,1.04E-05,2.19E-06,GXYLT2
ENSG00000132965,1857.325623,3.371737102,0.765311831,4.405703616,1.05E-05,2.20E-06,MAPKAPK3
ENSG00000037897,40.72054377,2.350807446,0.533701954,4.404719578,1.06E-05,2.20E-06,RIBC2
ENSG00000129562,777.434488,1.812934677,0.411746595,4.403035021,1.07E-05,2.21E-06,ANGPTL6
ENSG00000172986,13.68523315,6.512289822,1.479415429,4.401934503,1.07E-05,2.22E-06,ATP5F1B
ENSG00000114738,604.3073004,1.572147719,0.357289048,4.400212453,1.08E-05,2.25E-06,MMP15
ENSG00000128408,30.62995984,3.2092726,0.729904431,4.396839453,1.10E-05,2.26E-06,TSTD1
ENSG00000130812,71.77921845,2.897551711,0.659064968,4.396458397,1.10E-05,2.26E-06,CLPB
ENSG00000110955,2734.468608,1.65231926,0.375840442,4.396331734,1.10E-05,2.26E-06,FOXRED2
ENSG00000102996,21.88743135,3.891422813,0.885382856,4.39518654,1.11E-05,2.26E-06,KNSTRN
ENSG00000215845,246.3177117,1.8121315,0.412316216,4.395004202,1.11E-05,2.27E-06,FIRRE
ENSG00000162129,172.8186974,2.393711295,0.544812535,4.393642109,1.11E-05,2.28E-06,ALOX15
ENSG00000100350,34.643021,2.328733061,0.530274981,4.391557488,1.13E-05,2.29E-06,BTF3
ENSG00000128944,153.6097091,1.410099741,0.321115023,4.391260574,1.13E-05,2.30E-06,SMTN
ENSG00000213468,46.0333203,2.925532209,0.666217565,4.391256494,1.13E-05,2.31E-06,CMTM2
ENSG00000161905,30.45046763,3.066329464,0.6989007,4.387360699,1.15E-05,2.34E-06,FARP1
ENSG00000145741,2536.171217,1.279790713,0.291741492,4.386728482,1.15E-05,2.40E-06,TUSC8
ENSG00000183963,92.6483637,1.66776941,0.38017963,4.38679318,1.15E-05,2.42E-06,HBB
ENSG00000140932,97.72582311,4.009618902,0.914084894,4.386484151,1.15E-05,2.44E-06,BCYRN1
ENSG00000152767,21.70777761,5.012948432,1.143133741,4.38526854,1.16E-05,2.44E-06,ARHGAP33
ENSG00000237361,11.6005902,5.21389332,1.189007386,4.385080683,1.16E-05,2.45E-06,TOMM34
ENSG00000244734,1535.329246,3.133042288,0.714459048,4.385195057,1.16E-05,2.52E-06,RAB3IP
ENSG00000236824,23.79681455,3.24271798,0.739688492,4.383896753,1.17E-05,2.52E-06,ANAPC15
ENSG00000004777,137.3598741,1.734594268,0.395795292,4.382554074,1.17E-05,2.52E-06,C17orf99
ENSG00000025772,158.4726673,1.249727681,0.285190528,4.382079906,1.18E-05,2.53E-06,RFXANK
ENSG00000127328,272.662451,1.578678812,0.360282057,4.381785836,1.18E-05,2.56E-06,CPNE2
ENSG00000110200,949.8248267,1.734278225,0.3958967,4.380633193,1.18E-05,2.56E-06,GMPS
ENSG00000187997,16.78007583,3.871858259,0.884135671,4.379258054,1.19E-05,2.56E-06,FKBP2
ENSG00000064490,285.7119643,1.912209489,0.436772092,4.378048702,1.20E-05,2.61E-06,SUV39H2
ENSG00000140848,256.2349593,2.536318117,0.579324149,4.378063857,1.20E-05,2.65E-06,PSMA2
ENSG00000163655,724.7339589,1.192879003,0.272721566,4.3739812,1.22E-05,2.67E-06,AMHR2
ENSG00000173486,815.7816059,1.373764657,0.314193673,4.372349847,1.23E-05,2.69E-06,BDH1
ENSG00000152455,53.86679002,2.217630247,0.5073202,4.371263451,1.24E-05,2.69E-06,FAM30A
ENSG00000106588,561.6826971,1.750650061,0.400574174,4.370351801,1.24E-05,2.73E-06,TIE1
ENSG00000135409,4.839828188,5.574103373,1.275460974,4.370265722,1.24E-05,2.75E-06,OSCP1
ENSG00000275544,199.8522354,1.469813262,0.336347624,4.369923136,1.24E-05,2.77E-06,DHRS11
ENSG00000277059,823.6266778,3.353558644,0.767573142,4.369041151,1.25E-05,2.77E-06,RPS24
ENSG00000066056,73.42517965,3.079794274,0.704948452,4.368821953,1.25E-05,2.80E-06,COX7A2
ENSG00000116885,9.52695305,3.91824837,0.897459278,4.365934438,1.27E-05,2.81E-06,CREG1
ENSG00000278535,45.23184188,2.36255726,0.541206408,4.36535345,1.27E-05,2.81E-06,FARS2
ENSG00000138326,15226.62605,1.699681098,0.389395641,4.364920709,1.27E-05,2.83E-06,NSMCE1
ENSG00000112695,229.3033077,2.140610655,0.490645596,4.362844943,1.28E-05,2.87E-06,PHB
ENSG00000143162,689.4296706,1.257190564,0.288153094,4.362925793,1.28E-05,2.88E-06,TMEM59
ENSG00000145982,110.9543311,1.391136908,0.318881901,4.36254583,1.29E-05,2.89E-06,QSOX1
ENSG00000169189,432.2601299,1.442850443,0.330780268,4.361960433,1.29E-05,2.90E-06,NDUFA2
ENSG00000167085,601.4113634,1.812875571,0.415834633,4.359606983,1.30E-05,2.90E-06,RPS8
ENSG00000116209,338.529773,1.172798698,0.26912116,4.357883633,1.31E-05,2.90E-06,BASP1
ENSG00000116260,752.4260545,2.568950513,0.589840858,4.355328187,1.33E-05,2.91E-06,STXBP6
ENSG00000131495,195.2813278,2.123270216,0.487564147,4.354853058,1.33E-05,2.91E-06,MRPS16
ENSG00000142937,28989.97165,1.564326149,0.359237002,4.354579674,1.33E-05,2.93E-06,TMEM150C
ENSG00000176788,2258.150428,2.944482556,0.67635086,4.353483864,1.34E-05,2.98E-06,HBG2
ENSG00000168952,40.1520299,5.267966409,1.21059408,4.351554743,1.35E-05,3.02E-06,MAGOH
ENSG00000182180,271.8294199,1.451211576,0.333755746,4.348124626,1.37E-05,3.03E-06,IL1R2
ENSG00000249242,19.21756925,4.977810632,1.144876432,4.347902091,1.37E-05,3.10E-06,NDUFA11
ENSG00000196565,205.4523618,6.089806673,1.40082255,4.347307712,1.38E-05,3.13E-06,STT3A
ENSG00000162385,943.889628,1.51536701,0.348676674,4.346052151,1.39E-05,3.14E-06,LRRC42
ENSG00000115590,129.541273,3.488945439,0.802894219,4.345460906,1.39E-05,3.17E-06,NDUFB3
ENSG00000174886,336.1692831,1.991226753,0.458247488,4.345308608,1.39E-05,3.22E-06,SMIM1
ENSG00000134910,760.314177,1.463522236,0.336832622,4.344953962,1.39E-05,3.28E-06,NDUFB6
ENSG00000116212,76.65791832,1.038952095,0.239145928,4.344427279,1.40E-05,3.28E-06,PRUNE2
ENSG00000119013,128.0135719,1.712143048,0.394121501,4.344201077,1.40E-05,3.28E-06,CCDC124
ENSG00000235169,26.16799287,4.538259576,1.04468549,4.344139571,1.40E-05,3.30E-06,CETN2
ENSG00000165264,74.93978501,1.857021488,0.427783011,4.341036085,1.42E-05,3.31E-06,ABTB2
ENSG00000106772,35.94712675,2.33399766,0.53778819,4.339994263,1.42E-05,3.33E-06,SEC61G
ENSG00000007080,515.0241394,1.55177223,0.357721705,4.337931435,1.44E-05,3.34E-06,DAPK2
ENSG00000147400,248.7373809,1.430951014,0.330131572,4.334487022,1.46E-05,3.35E-06,BOLA2
ENSG00000166016,32.60634849,3.160099197,0.729021903,4.334710913,1.46E-05,3.37E-06,DUXAP10
ENSG00000132432,101.5369976,1.457177967,0.336205954,4.334182512,1.46E-05,3.38E-06,KCNMB3
ENSG00000035664,295.0723158,3.105852135,0.716748388,4.333253045,1.47E-05,3.43E-06,FUT1
ENSG00000161267,34.22816525,1.852691416,0.427577223,4.332998384,1.47E-05,3.46E-06,TARM1
ENSG00000169627,132.0839274,2.793230168,0.644667582,4.332822442,1.47E-05,3.49E-06,RPLP1
ENSG00000244306,59.22299245,4.510519749,1.041240148,4.33187268,1.48E-05,3.54E-06,NFIX
ENSG00000171121,39.36913041,2.501991934,0.577615359,4.331588305,1.48E-05,3.55E-06,RPS2
ENSG00000174951,13.64273046,7.098132847,1.639151899,4.330369169,1.49E-05,3.56E-06,RPL27A
ENSG00000276355,23.87053592,6.716997818,1.551341026,4.329800932,1.49E-05,3.56E-06,HEBP2
ENSG00000137818,27828.64421,2.314888436,0.534677562,4.329503615,1.49E-05,3.56E-06,MACC1
ENSG00000008441,138.4000887,2.096716473,0.484367985,4.32876767,1.50E-05,3.58E-06,SVIP
ENSG00000140988,9920.278863,1.651769095,0.381768877,4.326620622,1.51E-05,3.60E-06,SMPD2
ENSG00000166441,6545.572515,1.851096411,0.427888773,4.326115873,1.52E-05,3.63E-06,MEA1
ENSG00000051620,1229.532232,1.526699534,0.352954071,4.325490654,1.52E-05,3.63E-06,RPL35A
ENSG00000183742,77.42871704,2.390662266,0.552812294,4.324546128,1.53E-05,3.70E-06,CH17-340M24.3
ENSG00000198168,710.4286616,1.784074885,0.412610456,4.323872212,1.53E-05,3.74E-06,SNRPD3
ENSG00000135587,50.55279288,1.686042341,0.390403205,4.318720546,1.57E-05,3.77E-06,FAHD2A
ENSG00000124733,587.180432,1.212799088,0.280865034,4.318084997,1.57E-05,3.77E-06,RYR3
ENSG00000182899,1732.535644,2.108525668,0.488313373,4.317976496,1.57E-05,3.85E-06,THAP4
ENSG00000197180,24.65486641,2.500145595,0.579284505,4.315920027,1.59E-05,3.89E-06,NINJ2
ENSG00000100028,894.01781,1.46179077,0.338710674,4.315750527,1.59E-05,3.90E-06,TRIM45
ENSG00000115042,246.7517664,1.693346598,0.392481372,4.314463613,1.60E-05,3.91E-06,POLE4
ENSG00000198838,54.67736464,3.29760578,0.764554593,4.313107019,1.61E-05,3.94E-06,THOC6
ENSG00000176946,283.5394275,1.131249106,0.262332117,4.312278332,1.62E-05,3.94E-06,CABLES1
ENSG00000171840,34.41445245,2.634993032,0.611312698,4.310384915,1.63E-05,3.98E-06,RBFA
ENSG00000134253,19.04228559,3.606442431,0.836868807,4.309447788,1.64E-05,3.98E-06,PGK1
ENSG00000115350,136.9581101,2.065992148,0.47971968,4.306665398,1.66E-05,4.00E-06,APEH
ENSG00000131652,158.4840262,1.174704541,0.272793472,4.306204733,1.66E-05,4.01E-06,AGPAT2
ENSG00000134508,49.94420067,3.30530122,0.767639447,4.305799074,1.66E-05,4.04E-06,HDLBP
ENSG00000101546,323.3797281,1.364256768,0.31696567,4.304115233,1.68E-05,4.05E-06,CLTA
ENSG00000102144,2326.337167,1.565456682,0.364075339,4.299815221,1.71E-05,4.05E-06,CTF1
ENSG00000164062,561.9541468,1.122629072,0.261205433,4.297877958,1.72E-05,4.05E-06,PTPN7
ENSG00000169692,434.8823857,2.33481207,0.543493959,4.295930122,1.74E-05,4.05E-06,PGAP4
ENSG00000115677,2670.584981,1.049086427,0.244214799,4.295752887,1.74E-05,4.08E-06,LIF
ENSG00000122705,1617.18656,1.173708106,0.273341852,4.293920217,1.76E-05,4.11E-06,KIF24
ENSG00000150281,7.001243661,4.944367552,1.151467673,4.29396992,1.76E-05,4.14E-06,PKLR
ENSG00000143851,1017.058856,1.727780328,0.402401596,4.293671654,1.76E-05,4.16E-06,CENPS
ENSG00000165152,14.91339837,6.640982919,1.546791971,4.293391124,1.76E-05,4.18E-06,USP49
ENSG00000128342,10.53151422,5.079702631,1.183858326,4.290802809,1.78E-05,4.19E-06,SNRPE
ENSG00000186638,24.58980605,2.919722913,0.680608993,4.289868255,1.79E-05,4.19E-06,NMNAT3
ENSG00000143627,15.49129083,5.047738012,1.17792222,4.285289748,1.83E-05,4.23E-06,RPL9P8
ENSG00000175279,52.33734782,1.868661916,0.43629446,4.283029209,1.84E-05,4.26E-06,RPL28
ENSG00000164663,130.0694817,1.570425507,0.366732833,4.282205917,1.85E-05,4.26E-06,APMAP
ENSG00000182004,745.5138326,2.469873672,0.577028744,4.280330399,1.87E-05,4.27E-06,ETV5
ENSG00000163864,73.82517732,2.614393599,0.610992109,4.278931857,1.88E-05,4.33E-06,ATP5MC1
ENSG00000237550,271.4097482,2.708131131,0.632995031,4.278281814,1.88E-05,4.33E-06,ACOT13
ENSG00000108107,19351.15231,2.106021116,0.492672627,4.274686676,1.91E-05,4.38E-06,HTRA4
ENSG00000101474,3082.314078,2.339670904,0.547356343,4.274493088,1.92E-05,4.39E-06,ROGDI
ENSG00000244405,36.9132704,3.505906337,0.820209408,4.274403957,1.92E-05,4.40E-06,UQCC3
ENSG00000159199,45.47115072,2.33053618,0.545427731,4.272859718,1.93E-05,4.46E-06,TFPI
ENSG00000112304,443.826173,1.995711266,0.467081844,4.272722851,1.93E-05,4.47E-06,MFSD10
ENSG00000169495,28.20657964,2.945128079,0.689420666,4.271888305,1.94E-05,4.48E-06,SNRPG
ENSG00000067836,942.2617132,2.380918971,0.55770062,4.269170387,1.96E-05,4.49E-06,ATP5MK
ENSG00000204922,205.898164,1.582507858,0.370695499,4.269023666,1.96E-05,4.49E-06,PRORSD1P
ENSG00000003436,397.1444502,2.751705198,0.644846698,4.267223832,1.98E-05,4.53E-06,BLOC1S1
ENSG00000109736,289.2877427,2.262053394,0.530118486,4.267071334,1.98E-05,4.54E-06,CYTOR
ENSG00000143977,553.1770582,2.58982347,0.607505381,4.263046139,2.02E-05,4.56E-06,SRPK1
ENSG00000173915,300.7976623,2.40065516,0.563133415,4.263030917,2.02E-05,4.57E-06,GFUS
ENSG00000162997,44.09383687,1.901726266,0.446200603,4.262043248,2.03E-05,4.58E-06,RNF5
ENSG00000135441,527.6684788,2.067406119,0.485203993,4.26090088,2.04E-05,4.60E-06,NQO2
ENSG00000222041,133.7602541,2.779652665,0.652367961,4.260866305,2.04E-05,4.60E-06,RPL29
ENSG00000096063,905.735629,1.946754804,0.456960976,4.260221126,2.04E-05,4.62E-06,DOCK1
ENSG00000278243,309.9517935,1.649954922,0.387284103,4.260321844,2.04E-05,4.66E-06,DPF1
ENSG00000228907,251.2945742,1.39460943,0.327369114,4.260051939,2.04E-05,4.66E-06,SMC1B
ENSG00000124588,543.5573714,2.328578928,0.546684265,4.259458482,2.05E-05,4.66E-06,LOC100288637
ENSG00000162244,5635.68994,1.741367437,0.409019929,4.25741465,2.07E-05,4.66E-06,H2AC21
ENSG00000150760,52.44733327,3.569947936,0.83922093,4.253883344,2.10E-05,4.75E-06,ZFAND2A
ENSG00000011332,6.32235353,5.99687119,1.409861181,4.253518908,2.10E-05,4.79E-06,EIF5A
ENSG00000077935,91.50709763,4.864537664,1.143960857,4.252363735,2.12E-05,4.83E-06,ACY1
ENSG00000187951,157.384486,1.947914953,0.458133071,4.251854052,2.12E-05,4.85E-06,MSH5
ENSG00000184270,5.115931251,5.661988305,1.332605995,4.24880897,2.15E-05,4.91E-06,CCT4
ENSG00000178381,347.7612789,2.421409964,0.570161406,4.24688507,2.17E-05,4.91E-06,CRACD
ENSG00000132507,1257.004458,1.357265021,0.319652214,4.246067946,2.18E-05,4.95E-06,TST
ENSG00000243989,32.9568101,2.687790717,0.63302379,4.245955298,2.18E-05,4.95E-06,HSPB1
ENSG00000233345,40.15152763,2.647101675,0.623699064,4.244196963,2.19E-05,4.97E-06,PAQR5
ENSG00000115484,903.566473,1.239312801,0.292080282,4.243055336,2.20E-05,4.98E-06,ESD
ENSG00000109265,66.54146733,2.5206478,0.594160483,4.242368641,2.21E-05,5.06E-06,TKT
ENSG00000128311,93.9419512,2.670851197,0.629689745,4.241535168,2.22E-05,5.07E-06,PRADC1
ENSG00000106211,235.5084491,2.445502671,0.576707384,4.240456664,2.23E-05,5.08E-06,H4C11
ENSG00000137819,6.274488304,5.357155837,1.264048708,4.238092888,2.25E-05,5.12E-06,MMADHC
ENSG00000139684,176.9941994,1.306481165,0.308281789,4.23794467,2.26E-05,5.21E-06,MRPS18A
ENSG00000163931,17566.9981,2.970575785,0.701019853,4.23750593,2.26E-05,5.23E-06,DDN-AS1
ENSG00000135617,34.28143953,1.943344001,0.458730387,4.236353322,2.27E-05,5.24E-06,RPL39
ENSG00000189068,300.2989226,4.080030381,0.963459165,4.234772506,2.29E-05,5.28E-06,DNAJC12
ENSG00000197238,11.76705035,4.041158895,0.954922652,4.231922749,2.32E-05,5.30E-06,BNIP1
ENSG00000168288,647.4891487,1.225251919,0.289542928,4.231676208,2.32E-05,5.32E-06,MSRB1
ENSG00000096080,174.1991952,1.272744997,0.300802395,4.231166436,2.32E-05,5.41E-06,HM13
ENSG00000257913,12.30950515,4.063553682,0.960513425,4.230605815,2.33E-05,5.41E-06,MRPL21
ENSG00000198918,2490.540518,2.055559207,0.485935865,4.230103915,2.34E-05,5.45E-06,DMAC1
ENSG00000108176,21.30074262,4.190853972,0.991328122,4.227514464,2.36E-05,5.47E-06,NCAPG2
ENSG00000113734,71.30192494,1.490921971,0.352871113,4.225117662,2.39E-05,5.48E-06,DHRS7B
ENSG00000198736,750.8367846,2.836610293,0.67144265,4.224650149,2.39E-05,5.66E-06,CNTNAP3
ENSG00000101294,1020.972377,1.877147124,0.444429217,4.223725738,2.40E-05,5.74E-06,RPL15
ENSG00000197345,597.4989878,2.19702689,0.520269129,4.222866142,2.41E-05,5.74E-06,GOT1
ENSG00000137038,441.8562905,2.124399189,0.503241523,4.221430648,2.43E-05,5.95E-06,SNRPA
ENSG00000146918,262.9414758,1.696230608,0.401860358,4.220945347,2.43E-05,6.01E-06,PMVK
ENSG00000109016,73.34963809,1.265812461,0.300048907,4.218687129,2.46E-05,6.08E-06,HADHA
