Ensembl,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol
ENSG00000247199,12.13779351,1.358054989,0.316888651,4.285590496,1.82E-05,0.000106795,C15orf65
ENSG00000256340,8.414707042,2.383224036,0.556679419,4.281142705,1.86E-05,0.000108704,CDKN2D
ENSG00000255002,23.75991956,1.853577357,0.432997557,4.280803267,1.86E-05,0.000108825,TAAR1
ENSG00000254211,3.030973809,3.190146163,0.745292396,4.280395424,1.87E-05,0.000108992,NFIB
ENSG00000113361,15.58508735,3.85911168,0.901918062,4.278783012,1.88E-05,0.000109576,SNORD17
ENSG00000224083,2.11044484,3.253192972,0.760339155,4.278607711,1.88E-05,0.000109576,LINC02909
ENSG00000182372,81.8063055,1.024158292,0.239389795,4.278203636,1.88E-05,0.000109677,RPS9
ENSG00000205500,168.9566249,1.031062831,0.241158154,4.275463283,1.91E-05,0.000110771,IRS1
ENSG00000138639,906.8054462,1.001428583,0.234255494,4.274941715,1.91E-05,0.000110998,IGHV3-64D
ENSG00000255737,8.548959279,1.909708675,0.446829562,4.273908524,1.92E-05,0.000111447,ISG15
ENSG00000092445,98.56669819,1.117290837,0.262064934,4.263412202,2.01E-05,0.000116161,SAMD9L
ENSG00000187098,233.431957,1.009261289,0.237208611,4.254741365,2.09E-05,0.000120187,CALB1
ENSG00000197705,632.6666724,1.602081746,0.37661391,4.253910182,2.10E-05,0.000120563,CFAP74
ENSG00000121900,10.03301559,2.747074054,0.646075184,4.251941762,2.12E-05,0.000121485,DNAH10
ENSG00000180769,75.26564816,1.275485816,0.300007274,4.251516296,2.12E-05,0.000121681,KIAA0319
ENSG00000242516,40.13767528,1.165128156,0.274147117,4.250010605,2.14E-05,0.000122358,RMI2
ENSG00000261652,19.53428734,1.143943876,0.269219729,4.249108633,2.15E-05,0.000122744,SLC12A5-AS1
ENSG00000129355,4249.712139,1.072452362,0.252488313,4.247532685,2.16E-05,0.000123574,GPR141BP
ENSG00000146399,2.283637852,3.679658565,0.86701861,4.244036428,2.20E-05,0.000125333,CEBPE
ENSG00000147862,21.722435,1.987579496,0.46835262,4.243767217,2.20E-05,0.000125447,USP18
ENSG00000212232,6.032445973,2.214223556,0.521879719,4.242785218,2.21E-05,0.000125887,IGLV5-48
ENSG00000226397,3.908273445,3.030451755,0.714536242,4.241144922,2.22E-05,0.000126737,C4orf48
ENSG00000274646,169.2124998,3.553814687,0.838310974,4.239255836,2.24E-05,0.000127733,FAR2
ENSG00000169047,275.8441898,1.076822501,0.254203662,4.236062103,2.27E-05,0.000129336,IGKV3D-11
ENSG00000282639,391.2995453,3.411806276,0.80569959,4.234588571,2.29E-05,0.000130074,CLEC18A
ENSG00000187608,3881.122634,2.365173285,0.55875248,4.232953538,2.31E-05,0.000130833,GASK1B-AS1
ENSG00000177409,13077.06665,1.323608003,0.312890949,4.230253403,2.33E-05,0.000132337,SH3PXD2B
ENSG00000104327,8.719065004,2.194679429,0.519708642,4.22290347,2.41E-05,0.000136255,HLA-A
ENSG00000142609,34.00905862,1.251681739,0.296424245,4.222602431,2.41E-05,0.000136397,GUCY1B1
ENSG00000281935,198.0796081,2.302747448,0.545858895,4.218576392,2.46E-05,0.000138535,COL4A4
ENSG00000137261,303.9737126,1.075129098,0.254932008,4.21731703,2.47E-05,0.00013923,PDPK2P
ENSG00000175643,199.0034078,1.009360575,0.239477702,4.214841573,2.50E-05,0.000140402,NCF4
ENSG00000204044,2.723380732,3.925208464,0.931448625,4.214090137,2.51E-05,0.000140789,GCA
ENSG00000283444,11.76450015,1.932021296,0.458499525,4.213791271,2.51E-05,0.000140936,CAMKK1
ENSG00000092067,528.3724449,2.008949338,0.477015824,4.211494117,2.54E-05,0.000142172,LILRB3
ENSG00000184979,1176.368759,2.374806744,0.564116131,4.209783437,2.56E-05,0.000143084,SPATS2L
ENSG00000211647,10.77282083,2.313167609,0.550343372,4.203135218,2.63E-05,0.000147064,LINC01254
ENSG00000272670,79.88737462,2.154702893,0.512866153,4.201296732,2.65E-05,0.000148137,GLIS2
ENSG00000243449,27.50962254,1.534073215,0.365373053,4.198649026,2.69E-05,0.000149495,ABHD12B
ENSG00000064763,1889.013469,1.115592396,0.265763403,4.197690058,2.70E-05,0.000149909,ANKRD2
ENSG00000211632,111.7576599,1.892746975,0.450906649,4.197647075,2.70E-05,0.000149909,IGKV1D-8
ENSG00000157322,264.4469394,1.5965493,0.38044335,4.196549367,2.71E-05,0.000150555,OLR1
ENSG00000248429,214.8763315,1.080772027,0.25785713,4.191359867,2.77E-05,0.000153723,HSPB6
ENSG00000174705,326.1324067,1.792205145,0.427675815,4.190569312,2.78E-05,0.000154129,HTRA3
ENSG00000206505,29278.89329,3.819234,0.911540789,4.189866263,2.79E-05,0.00015452,TMEM40
ENSG00000061918,503.5666437,1.171952789,0.279842213,4.187905665,2.82E-05,0.000155772,LINC00534
ENSG00000081052,158.2192517,1.30175503,0.311355967,4.180922051,2.90E-05,0.000160136,P4HA3-AS1
ENSG00000205918,9.261885099,1.617628349,0.386989377,4.180032959,2.91E-05,0.000160627,TCEAL9
ENSG00000100365,10092.95246,1.065872672,0.255213966,4.176388495,2.96E-05,0.000163037,MGC32805
ENSG00000115271,24572.12369,1.109179953,0.2656337,4.175599526,2.97E-05,0.000163511,NUDT4B
ENSG00000004660,889.389566,1.146122231,0.274824229,4.170382777,3.04E-05,0.000166503,FAM47E
ENSG00000275019,4900.20846,1.253607621,0.300803829,4.167525476,3.08E-05,0.000168415,TAP1
ENSG00000196141,1102.015699,1.779971785,0.427485947,4.163813563,3.13E-05,0.000170795,LINC02275
ENSG00000260913,6.903739318,1.898465032,0.456278069,4.160763276,3.17E-05,0.000172707,STC2
ENSG00000126603,21.02228396,2.156766845,0.518464094,4.15991555,3.18E-05,0.000173252,MX1
ENSG00000131969,82.45710116,1.75298443,0.421413851,4.15976937,3.19E-05,0.000173285,CRYBB1
ENSG00000165887,5.112334558,2.676458582,0.643418769,4.159745891,3.19E-05,0.000173285,HTR2A
ENSG00000239819,36.2895628,2.614980006,0.628653554,4.159651986,3.19E-05,0.000173308,C19orf84
ENSG00000173391,462.4538371,2.537586129,0.610250966,4.158266467,3.21E-05,0.000174265,EPX
ENSG00000004776,7.125680352,2.431165495,0.58486099,4.156826216,3.23E-05,0.000175221,LINC00968
ENSG00000170801,102.4296672,2.493656853,0.600213846,4.154614011,3.26E-05,0.000176728,FOXQ1
ENSG00000088726,555.9496128,1.33179784,0.320771559,4.15185761,3.30E-05,0.000178345,HCG27
ENSG00000253394,17.69668668,1.545065051,0.372138378,4.151856255,3.30E-05,0.000178345,MBOAT2
ENSG00000246211,9.172381532,1.247217361,0.300555659,4.149705131,3.33E-05,0.000179812,RHOV
ENSG00000185222,58.96915333,1.023280216,0.246713427,4.14764704,3.36E-05,0.000181185,DENND2C
ENSG00000250328,7.068768764,2.088213723,0.5037099,4.145667421,3.39E-05,0.000182557,DEFA1
ENSG00000177144,177.8900739,1.457502083,0.351727546,4.143838325,3.42E-05,0.000183766,CNIH2
ENSG00000189157,38.13039923,1.365229294,0.329595451,4.142136338,3.44E-05,0.000184779,NWD1
ENSG00000232367,13587.86283,1.068214399,0.25800733,4.140248256,3.47E-05,0.000186057,SYTL4
ENSG00000248319,12.92377204,1.341695551,0.324120787,4.139492453,3.48E-05,0.000186522,SLC24A3
ENSG00000113739,3.582028506,4.626189989,1.117856947,4.138445445,3.50E-05,0.000187251,RSPO2
ENSG00000157601,19964.99098,1.947968096,0.47070609,4.138395781,3.50E-05,0.000187251,MMP27
ENSG00000100122,13.00136411,1.700176922,0.411527402,4.131382049,3.61E-05,0.000192111,ULK1
ENSG00000102468,5.253174865,3.713841373,0.898972369,4.131207477,3.61E-05,0.000192204,IGLV1-50
ENSG00000262874,20.34901924,1.524497879,0.369278085,4.128319392,3.65E-05,0.000194105,CDA
ENSG00000121053,16.1689954,2.604537942,0.630955912,4.127923827,3.66E-05,0.000194386,EVA1B
ENSG00000246430,89.62012153,1.043211081,0.253112232,4.121535619,3.76E-05,0.000199423,SIX5
ENSG00000164379,7.417262812,4.229003889,1.026428482,4.120115492,3.79E-05,0.000200385,C13orf42
ENSG00000206344,541.0394634,1.153185035,0.280677074,4.108582927,3.98E-05,0.000209522,IGHEP2
ENSG00000143797,2648.078028,1.296653658,0.315613084,4.108364722,3.98E-05,0.000209607,LINC02470
ENSG00000104140,2.175734764,3.308906572,0.805648684,4.107133341,4.01E-05,0.000210501,ALDH1A3-AS1
ENSG00000175984,167.3790471,1.03673121,0.25244317,4.106790489,4.01E-05,0.000210757,ECM1
ENSG00000206047,46319.59777,2.827343593,0.688797018,4.104755858,4.05E-05,0.000212295,ALG14
ENSG00000174871,28.92972937,1.081847051,0.263712903,4.102366769,4.09E-05,0.000214367,VPS9D1-AS1
ENSG00000188039,18.61872185,1.345634417,0.328253504,4.099375634,4.14E-05,0.000216982,LINC02607
ENSG00000102362,161.6217451,1.325289895,0.323529067,4.096354954,4.20E-05,0.000219655,RPS27AP6
ENSG00000185052,207.2210209,1.445653669,0.352977394,4.09559845,4.21E-05,0.000220255,TFF3
ENSG00000147655,5.541226313,3.796276242,0.92770112,4.092132866,4.27E-05,0.000222917,CYP4F3
ENSG00000137675,5.542509316,4.378673579,1.070434803,4.090556069,4.30E-05,0.000224319,ABCC3
ENSG00000177169,4318.831475,1.00921745,0.24675004,4.090039656,4.31E-05,0.000224639,ZNF687-AS1
ENSG00000211645,8.971673608,2.594045944,0.634233454,4.090049063,4.31E-05,0.000224639,PHLDA3
ENSG00000158825,4440.296183,1.054451056,0.258171299,4.084307824,4.42E-05,0.000229339,INSYN1
ENSG00000142694,97.32554083,1.094196481,0.26807986,4.081606426,4.47E-05,0.00023153,FCAR
ENSG00000177045,26.427673,1.197795236,0.293982649,4.074373913,4.61E-05,0.000237522,ZBED6
ENSG00000226792,3.744431556,2.203516047,0.541002047,4.073027187,4.64E-05,0.000238838,SH2D4B
ENSG00000254017,5.230857891,1.617900164,0.397388536,4.071330743,4.67E-05,0.000240268,CEACAM4
ENSG00000225231,26.0809401,2.445847244,0.601113907,4.06885819,4.72E-05,0.000242321,LINC01840
ENSG00000259583,29.2481205,1.163866751,0.286188991,4.066776805,4.77E-05,0.00024411,SAMD15
ENSG00000143369,61.1326502,1.172325961,0.288677338,4.061025264,4.89E-05,0.00024955,PARP10
ENSG00000172339,351.7857306,1.150800052,0.283701392,4.056377882,4.98E-05,0.000254166,IGHV1-17
ENSG00000261373,33.76033946,1.075848832,0.265400437,4.053681466,5.04E-05,0.000256446,ITGA9
ENSG00000228971,3.017516336,2.880164321,0.711022784,4.050734218,5.11E-05,0.000259428,C6orf141
ENSG00000224800,3.550043102,2.882826427,0.712277292,4.047337263,5.18E-05,0.000262674,ANG
ENSG00000160180,41.80536254,2.641560719,0.652720782,4.046999563,5.19E-05,0.000262917,CDC20P1
ENSG00000186529,10076.41447,1.107025081,0.273649895,4.045406569,5.22E-05,0.000264642,IGKV1D-13
ENSG00000108846,1583.19973,1.278146393,0.316112783,4.043323968,5.27E-05,0.00026659,HLA-DMB
ENSG00000232671,25.30619748,1.183207725,0.292806913,4.040914591,5.32E-05,0.000269066,ADAMTS3
ENSG00000174307,25.35887941,1.160857404,0.287582654,4.036604396,5.42E-05,0.000272996,PGM5P2
ENSG00000205363,16.54471096,1.09904157,0.272366638,4.035154885,5.46E-05,0.000274616,PMEL
ENSG00000278415,1179.180552,3.042481356,0.755829451,4.025354332,5.69E-05,0.000284623,TSPO
ENSG00000257315,392.3104486,1.347883739,0.335357052,4.019249727,5.84E-05,0.000290684,NUDT16
ENSG00000178217,10.67259697,1.724933591,0.429323894,4.017790795,5.87E-05,0.000292266,LSMEM1
ENSG00000274131,2585.108354,1.496489019,0.372476315,4.017675642,5.88E-05,0.000292334,SMIM2-AS1
ENSG00000230215,9.224804361,1.151001317,0.286566173,4.016528902,5.91E-05,0.000293386,CATIP-AS1
ENSG00000100583,28.98993444,1.320808541,0.32909871,4.013411476,5.98E-05,0.000296988,METTL14-DT
ENSG00000178685,3839.919664,1.04592057,0.260627665,4.013083452,5.99E-05,0.00029725,HEPH
ENSG00000254046,5.284872141,2.55195797,0.635958129,4.012776709,6.00E-05,0.000297561,CADPS2
ENSG00000144668,237.356736,1.743684557,0.434675222,4.011465272,6.03E-05,0.000298916,TMEM150B
ENSG00000197261,15.25678208,1.00307798,0.250141083,4.010048923,6.07E-05,0.000300258,PXYLP1
ENSG00000214274,156.7267004,1.074118934,0.267880272,4.009697782,6.08E-05,0.000300553,LOC391674
ENSG00000231007,3.266959808,3.600781287,0.898232779,4.008739572,6.10E-05,0.000301577,C3orf52
ENSG00000276566,927.7263136,3.020855993,0.753583392,4.008655212,6.11E-05,0.000301577,LILRB2
ENSG00000242386,40.03842594,8.947110705,2.233089089,4.006607147,6.16E-05,0.000303896,PDGFA
ENSG00000156140,12.85573147,3.282718827,0.819624111,4.005151608,6.20E-05,0.000305388,MARCO
ENSG00000277778,17.15055575,1.334879123,0.333392802,4.003923041,6.23E-05,0.000306824,XKR3
ENSG00000185664,8.517301606,1.316173059,0.329011757,4.000383059,6.32E-05,0.000310746,CD101-AS1
ENSG00000100300,4487.483518,1.223903055,0.305962004,4.000179887,6.33E-05,0.000310935,SCIN
ENSG00000198585,3404.881081,1.109713207,0.277622311,3.997204695,6.41E-05,0.000314551,IL27
ENSG00000181016,456.2097982,1.333757471,0.33382405,3.995390595,6.46E-05,0.000316731,AMPD1
ENSG00000227258,49.39144925,1.138050302,0.284876302,3.994892853,6.47E-05,0.000317238,ETV7
ENSG00000225062,39.83304005,1.633855113,0.409368878,3.991156149,6.58E-05,0.000321553,SLC35D3
ENSG00000281731,29.00224023,1.284692838,0.322126199,3.988166263,6.66E-05,0.000325225,ASB11
ENSG00000089472,7.910833313,2.185861626,0.548133278,3.987828712,6.67E-05,0.000325606,SLC27A2
ENSG00000081803,5.090377201,2.835888763,0.711445304,3.986095271,6.72E-05,0.000327899,LIX1L-AS1
ENSG00000180061,276.7157812,1.014728787,0.254618035,3.985298162,6.74E-05,0.000328601,POLR3G
ENSG00000155893,1091.927147,1.160774865,0.291395725,3.983499986,6.79E-05,0.000330359,SLX1A
ENSG00000248401,2.722281297,3.654800005,0.917744067,3.982373885,6.82E-05,0.000331681,LINC01480
ENSG00000114529,36.54040896,1.208992748,0.30374234,3.980323417,6.88E-05,0.000333973,SLC22A31
ENSG00000274513,197.3542583,2.306134698,0.579907497,3.976728546,6.99E-05,0.00033864,PIWIL4-AS1
ENSG00000197461,56.81662565,1.120314295,0.281817552,3.975317664,7.03E-05,0.000340232,VWA7
ENSG00000019169,633.3557342,1.351516304,0.340010915,3.974920342,7.04E-05,0.000340716,FSTL4
ENSG00000172967,63.96221299,2.056840908,0.517694784,3.973076361,7.10E-05,0.000343026,RHD
ENSG00000236137,6.815329271,1.546174819,0.38936847,3.970981061,7.16E-05,0.000345886,UTS2R
ENSG00000006747,73.23950037,1.277506556,0.321891435,3.968749763,7.23E-05,0.000348709,SDC4
ENSG00000197272,31.37927821,1.38516598,0.349107149,3.9677388,7.26E-05,0.000349932,LHX1
ENSG00000116748,11.25056002,1.980797735,0.49942514,3.96615544,7.30E-05,0.000352003,CDKN2B
ENSG00000010030,404.0148493,1.72773099,0.435703232,3.965384837,7.33E-05,0.000353055,LEP
ENSG00000182747,22.80196186,1.530593943,0.386346884,3.961709037,7.44E-05,0.000357982,LOC100130044
ENSG00000165192,5.937928234,1.690971825,0.427414793,3.956278192,7.61E-05,0.00036525,IFI44
ENSG00000140284,127.7769624,1.033889857,0.261473909,3.95408422,7.68E-05,0.000367985,DZIP1L
ENSG00000234222,8.24992839,1.906950303,0.483184465,3.946629996,7.93E-05,0.000378434,LINC02068
ENSG00000113356,86.14558903,1.069961676,0.27119486,3.945361198,7.97E-05,0.000380245,BMP6
ENSG00000132207,489.7316156,1.084313397,0.274892758,3.944496046,8.00E-05,0.000381527,CMPK2
ENSG00000270164,117.7860517,1.315247659,0.333535529,3.943350988,8.04E-05,0.00038298,DGKH
ENSG00000259803,18.24217733,1.48599606,0.377065156,3.940953001,8.12E-05,0.000386452,ST3GAL4
ENSG00000255929,10.64472716,3.256955949,0.826684033,3.9397833,8.16E-05,0.000388058,ADGRF5
ENSG00000234433,93.36571935,1.199629445,0.304567639,3.938794844,8.19E-05,0.000389186,NCR1
ENSG00000053108,63.86052919,1.881908273,0.478071632,3.936456691,8.27E-05,0.000392518,MGC27382
ENSG00000187010,81.17712731,1.638992889,0.416370881,3.936377315,8.27E-05,0.000392553,RPL7P51
ENSG00000181408,3.261199186,3.312258852,0.841553575,3.935885904,8.29E-05,0.00039307,MYO1D
ENSG00000124145,163.9285546,1.140207398,0.289726268,3.935464342,8.30E-05,0.000393666,RAP1GAP
ENSG00000273706,7.46671076,4.286690244,1.089346931,3.935101041,8.32E-05,0.000394166,C11orf87
ENSG00000147883,219.8812717,1.157938563,0.294305803,3.934474114,8.34E-05,0.000395004,RN7SL121P
ENSG00000174697,21.00384047,1.658108099,0.421437433,3.934411058,8.34E-05,0.000395012,PGF
ENSG00000259922,5.165644833,3.267129285,0.830427752,3.934272762,8.34E-05,0.000395048,CNTNAP3C
ENSG00000137965,7389.852836,1.936381751,0.492264574,3.933619954,8.37E-05,0.000395932,TRPM6
ENSG00000158163,70.36014068,1.980442456,0.503516511,3.933222475,8.38E-05,0.000396491,TMEM140
ENSG00000223387,10.17548637,4.236924911,1.077998498,3.930362537,8.48E-05,0.000400946,CD24
ENSG00000153162,506.5165552,1.048271547,0.266771378,3.929475317,8.51E-05,0.000402039,H3C12
ENSG00000134326,3652.060321,1.969750129,0.501565283,3.927205885,8.59E-05,0.000405165,PANX2
ENSG00000102780,940.8755296,1.539630174,0.392130732,3.926318565,8.63E-05,0.000406466,SORCS2
ENSG00000110080,1217.66339,1.02821889,0.261964259,3.925035022,8.67E-05,0.000408245,RN7SL834P
ENSG00000069122,4.128282401,3.956114008,1.00829803,3.923556219,8.73E-05,0.000410365,CTDSPL
ENSG00000275521,3.86783998,4.745803401,1.210010883,3.922116295,8.78E-05,0.000412727,LOC100420114
ENSG00000237413,9.402741014,1.33806407,0.341265287,3.920891229,8.82E-05,0.000414631,IFITM2
ENSG00000243469,2.71128748,3.053200713,0.778872497,3.920026355,8.85E-05,0.000415922,RAB6B
ENSG00000176658,684.1633766,1.055471512,0.269414922,3.917643107,8.94E-05,0.000419751,EYS
ENSG00000076864,370.9286272,2.840079794,0.725017168,3.917258679,8.96E-05,0.00042014,KCNE5
ENSG00000185742,2.421897274,3.462485464,0.88390799,3.91724648,8.96E-05,0.00042014,ODF3B
ENSG00000263974,43.59166692,1.114515593,0.284532035,3.917012695,8.97E-05,0.000420446,EFCAB2
ENSG00000119630,43.63036315,1.061902531,0.271201857,3.915542999,9.02E-05,0.000422205,KIZ-AS1
ENSG00000283378,19.29104619,3.189019718,0.815329992,3.911323941,9.18E-05,0.000428829,ASAP1-IT2
ENSG00000119121,994.3039496,1.010705559,0.25844181,3.910766449,9.20E-05,0.000429429,SIGLEC1
ENSG00000146859,6199.744826,1.00353965,0.256610597,3.910749053,9.20E-05,0.000429429,TMED7-TICAM2
ENSG00000272398,5484.649162,1.862797611,0.47646259,3.909640864,9.24E-05,0.0004309,TLCD4
ENSG00000197153,3.773110947,3.009810609,0.770088881,3.908393803,9.29E-05,0.000432614,PRG3
ENSG00000073150,677.3860587,1.275685607,0.326591237,3.906061954,9.38E-05,0.000436044,CRACD
ENSG00000184985,52.21794396,1.263164257,0.323462116,3.905138175,9.42E-05,0.000437357,TMEM108
ENSG00000243650,16.97863724,1.175832593,0.30114023,3.904601504,9.44E-05,0.000438201,TMEM158
ENSG00000144677,837.2926673,1.175493705,0.301167303,3.903125253,9.50E-05,0.000440465,LINC01762
ENSG00000273597,1.843740195,3.065087719,0.786022248,3.899492321,9.64E-05,0.000446068,NT5C3A
ENSG00000064932,326.464589,2.585068675,0.662934455,3.899433276,9.64E-05,0.000446071,CCDC125
ENSG00000185201,81637.19949,1.043607639,0.267857605,3.896128458,9.77E-05,0.00045145,HID1
ENSG00000154917,313.0281458,1.783119205,0.457859834,3.894465235,9.84E-05,0.000453915,AFF2
ENSG00000188107,89.47016317,1.292884727,0.332032577,3.893849031,9.87E-05,0.000454699,SLC22A14
ENSG00000176076,17.86862475,1.339643324,0.344457762,3.889136699,0.000100601,0.000462686,TUBA8
ENSG00000177989,1051.01414,1.099245345,0.282800761,3.886995715,0.000101493,0.000466413,XAF1
ENSG00000203666,421.0751253,1.155543371,0.297287121,3.886960755,0.000101507,0.000466413,LPO
ENSG00000232712,9.565050091,1.275819051,0.32862605,3.882282157,0.000103481,0.0004747,PDE5A
ENSG00000280543,10.65420173,1.674061649,0.43149635,3.879665836,0.0001046,0.000479047,DPRXP4
ENSG00000088827,6563.018862,2.68612619,0.692638143,3.878108961,0.000105272,0.000481558,LOC101928626
ENSG00000251201,233.4539317,1.624660054,0.419143518,3.876142619,0.000106125,0.000484897,MME
ENSG00000152078,185.8717365,1.724513809,0.444936977,3.875860849,0.000106248,0.000485345,GABRP
ENSG00000156575,5.209206261,4.000866344,1.032753583,3.873979632,0.000107072,0.000488995,LINC01537
ENSG00000109265,61.74373383,1.356364554,0.350144313,3.873730064,0.000107182,0.000489267,TRPM1
ENSG00000144868,8.1897598,2.229968075,0.576022126,3.871323646,0.000108246,0.000493411,VARS1
ENSG00000249992,154.7337063,1.730872695,0.447271063,3.869851724,0.000108902,0.000496073,HERC2P6
ENSG00000233154,17.35407525,1.301745347,0.336652611,3.866731768,0.000110304,0.000501992,DEFA8P
ENSG00000122643,4291.49069,1.013357951,0.262107724,3.86618882,0.000110549,0.000502759,MYO5B
ENSG00000277868,153.8718714,1.520006586,0.393245654,3.865285145,0.000110959,0.000504507,RN7SL740P
ENSG00000167861,201.8938924,1.064791989,0.275647714,3.862872558,0.000112061,0.000508807,RAET1E
ENSG00000155966,267.5511306,1.797118549,0.465353327,3.861836681,0.000112538,0.000510732,PDYN-AS1
ENSG00000144671,12.53806459,1.769193311,0.458188089,3.861281759,0.000112794,0.000511775,PROS1
ENSG00000183785,608.9689055,1.185671017,0.30721414,3.859428526,0.000113652,0.000514954,BCL2L15
ENSG00000132530,12367.21722,1.792319896,0.464481938,3.858750472,0.000113968,0.000516026,ERICH3
ENSG00000167419,7.165917036,1.276757033,0.331014807,3.857099458,0.00011474,0.000518801,LOC105374171
ENSG00000138735,627.5500583,1.012876854,0.262952299,3.851941427,0.000117185,0.000528631,PREX2
ENSG00000264743,7.430940553,1.349533834,0.350600048,3.849211777,0.000118499,0.000533692,FGF13-AS1
ENSG00000230021,226.6736923,1.357594524,0.352785815,3.848211762,0.000118983,0.000535507,TRHDE
ENSG00000196549,13823.18278,1.062711062,0.276242087,3.847028061,0.000119559,0.000537975,TMLHE-AS1
ENSG00000094755,8.347651236,1.434585546,0.373802882,3.837812966,0.000124135,0.000556205,IGHV3-62
ENSG00000227467,10.33564009,1.009939265,0.263435431,3.833726013,0.000126217,0.000564027,LBX2
ENSG00000134160,5.182591962,1.627954518,0.424806028,3.832230271,0.000126987,0.000566958,HECW2
ENSG00000096171,295.209953,1.619911741,0.422928002,3.830230524,0.000128023,0.000570934,TRIM6-TRIM34
ENSG00000231543,214.8965229,1.596722705,0.416936348,3.829655807,0.000128323,0.000571877,DGAT2
ENSG00000261418,3.450281214,3.694348464,0.964705751,3.829508077,0.0001284,0.00057209,ID1
ENSG00000223629,32.96466389,3.370153886,0.880171904,3.828972351,0.000128679,0.000573206,TAPBP
ENSG00000167306,40.46471036,1.382907866,0.361616477,3.824239088,0.000131177,0.000582868,TMEM240
ENSG00000244294,8.267020216,1.307667979,0.34223246,3.820993423,0.000132915,0.000589808,IGHV3-22
ENSG00000164520,22.12858965,1.032016609,0.270263197,3.818561394,0.000134232,0.000594368,CYP7A1
ENSG00000233896,2.266588442,3.092867595,0.810117844,3.817799615,0.000134647,0.000595851,MBOAT7
ENSG00000184500,349.8082201,1.564777135,0.410253179,3.814174309,0.000136639,0.000603435,VSTM2L
ENSG00000188761,272.3696358,1.74952341,0.458888023,3.812527939,0.000137553,0.000606647,RIBC2
ENSG00000178965,42.44349672,2.84068714,0.745372035,3.811099702,0.00013835,0.000609751,EPCAM
ENSG00000243953,3.80290212,2.558517609,0.67175076,3.808730503,0.000139682,0.000615067,RHOJ
ENSG00000046889,6.875425584,2.242892172,0.589471532,3.804920256,0.00014185,0.000622788,ADCY3
ENSG00000226031,4.678026916,3.834034839,1.007900845,3.803980181,0.00014239,0.000624877,TAGAP-AS1
ENSG00000072657,41.83272811,1.873385873,0.492636163,3.802777821,0.000143083,0.000627637,TEX19
ENSG00000224533,46.56609544,1.459115063,0.383714126,3.802609711,0.00014318,0.000627922,LOC101929583
ENSG00000253132,13.03100004,2.852343689,0.75011747,3.802529341,0.000143226,0.000627985,LOC100422497
ENSG00000179528,8.728491702,1.17671059,0.309478855,3.802232599,0.000143398,0.000628456,MEIS3
ENSG00000138411,525.9006146,1.263860518,0.332791867,3.797750623,0.000146015,0.000638351,C6orf223
ENSG00000258588,34.68407267,1.739643283,0.458120778,3.797346393,0.000146253,0.000639106,DIPK1B
ENSG00000062282,5978.476539,1.120379941,0.295336331,3.793573037,0.000148495,0.000647598,C3orf70
ENSG00000125968,6.659724895,2.177803421,0.574384612,3.791542069,0.000149715,0.00065219,LINC00707
ENSG00000231925,138.2656581,1.271907437,0.335543881,3.790584505,0.000150293,0.000653981,PPBP
ENSG00000205090,9.389637203,1.667029353,0.439884851,3.789694849,0.000150832,0.00065589,IGKV1D-17
ENSG00000253957,5.997744361,2.20708244,0.582415264,3.78953399,0.00015093,0.000656168,TMEM105
ENSG00000167910,5.026104358,1.746127813,0.460816947,3.789200513,0.000151133,0.000656904,TBX3
ENSG00000276935,485.9367075,1.091724178,0.288247554,3.787453403,0.000152199,0.000660657,LOC101927164
ENSG00000132821,6.008549839,2.430376576,0.641768587,3.786998344,0.000152478,0.00066172,MOXD1
ENSG00000128408,9.291164511,1.767804105,0.466891695,3.786325873,0.000152891,0.000663218,DEFB1
ENSG00000119888,34.26833221,2.653922722,0.701698803,3.782139444,0.000155486,0.000673131,FAM187A
ENSG00000126785,14.10268081,1.457590372,0.385655566,3.779513382,0.000157135,0.000679517,IFIT3
ENSG00000138031,1375.972273,1.287464011,0.340688027,3.779011618,0.000157452,0.000680586,IGHV3-52
ENSG00000271913,24.89590645,1.047118844,0.27710613,3.77876463,0.000157608,0.00068096,LOC101927018
ENSG00000182459,1.756636705,3.00119719,0.794485917,3.77753353,0.000158389,0.000684031,HSPB9
ENSG00000184906,2.224028035,3.340367811,0.885160046,3.77374445,0.000160815,0.000693284,IGHV3-35
ENSG00000267293,7.924487162,1.486502066,0.394119201,3.771706789,0.000162135,0.000698663,LILRB5
ENSG00000105419,10.42928014,1.939949496,0.514446104,3.770947978,0.000162629,0.000700637,C5orf47
ENSG00000181577,4.428167859,3.451494895,0.916792274,3.764751287,0.000166715,0.000716189,SEPTIN7P8
ENSG00000165716,112.5394727,1.421615414,0.377724623,3.763629182,0.000167465,0.000718938,HTRA1
ENSG00000187068,11.3655594,1.470828985,0.39118072,3.7599731,0.000169932,0.000728406,IGHV3-16
ENSG00000238266,4.548637558,2.000309967,0.531996608,3.760005111,0.00016991,0.000728406,TMEM198
ENSG00000163736,7460.383201,1.375366036,0.366004936,3.757780018,0.000171427,0.000734496,RLN3
ENSG00000242766,123.1507158,3.370792066,0.898317865,3.752337783,0.000175193,0.000748988,CT70
ENSG00000185332,11.95861211,1.531626115,0.408190983,3.752229171,0.000175269,0.000749025,NLGN1
