Ensembl,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol
ENSG00000278741,1105.715018,1.302162575,0.216647528,6.010512049,1.85E-09,3.68E-08,PSTPIP2
ENSG00000152229,5357.497385,1.47251415,0.245045901,6.00913602,1.87E-09,3.70E-08,SUCNR1
ENSG00000198829,217.8584575,2.157153083,0.359219422,6.005112623,1.91E-09,3.79E-08,DNAJB11
ENSG00000090520,2446.136753,1.083221337,0.180412965,6.004121374,1.92E-09,3.81E-08,H2AJ
ENSG00000246705,830.9861465,1.51122031,0.251815982,6.001288309,1.96E-09,3.87E-08,PTGFR
ENSG00000122420,85.45641477,2.771991513,0.46203188,5.999567636,1.98E-09,3.91E-08,TARM1
ENSG00000276145,55.33185824,3.696440966,0.616902843,5.991933755,2.07E-09,4.09E-08,ARFGEF3
ENSG00000112379,22.7608609,2.718898398,0.453779818,5.991668848,2.08E-09,4.09E-08,PLIN4
ENSG00000167676,1284.808662,2.31491174,0.386478746,5.989751743,2.10E-09,4.13E-08,NOTCH2NLA
ENSG00000264343,707.9738079,1.161113925,0.193977277,5.985824441,2.15E-09,4.22E-08,CREB3L1
ENSG00000157613,11.57445454,4.057263341,0.677935092,5.984737163,2.17E-09,4.24E-08,H2BC17
ENSG00000274641,80.90920102,3.020857018,0.50510671,5.980631335,2.22E-09,4.34E-08,H4C9
ENSG00000276180,20.87893343,1.492327223,0.249838562,5.973166086,2.33E-09,4.54E-08,PIEZO2
ENSG00000154864,15.56480155,5.044259021,0.844520716,5.972925144,2.33E-09,4.54E-08,LILRA5
ENSG00000187116,4165.576621,2.037450094,0.341902493,5.959155425,2.54E-09,4.89E-08,LIN7A
ENSG00000111052,2632.2503,1.50076464,0.251882276,5.95819865,2.55E-09,4.91E-08,CEACAM1
ENSG00000079385,3830.779158,1.968210447,0.330363609,5.957709607,2.56E-09,4.92E-08,AGTRAP
ENSG00000177674,4956.183207,1.220128648,0.204981161,5.952394065,2.64E-09,5.07E-08,UPB1
ENSG00000100024,223.1706522,2.124025761,0.357188328,5.946515034,2.74E-09,5.24E-08,KDM6B
ENSG00000132510,10967.14978,1.197912752,0.201602183,5.941963186,2.82E-09,5.37E-08,LOC728488
ENSG00000250138,9377.302101,2.214461673,0.372751711,5.940849119,2.84E-09,5.41E-08,UNC13B
ENSG00000198722,138.7546982,1.466626597,0.246893971,5.940309489,2.84E-09,5.41E-08,YWHAH
ENSG00000128245,5922.476286,1.039766965,0.175080078,5.938807968,2.87E-09,5.45E-08,BTG2-DT
ENSG00000233791,52.19663927,1.45353674,0.245024419,5.93221177,2.99E-09,5.65E-08,IGHV3-30
ENSG00000270550,5458.945344,3.701568133,0.624046014,5.931562816,3.00E-09,5.67E-08,H4C5
ENSG00000276966,55.52894896,2.027083389,0.341764613,5.931226667,3.01E-09,5.68E-08,SPATS2
ENSG00000123352,558.2438778,1.317055088,0.222121035,5.929447822,3.04E-09,5.73E-08,FOXC1
ENSG00000054598,43.25451797,3.446000693,0.581265514,5.928445109,3.06E-09,5.76E-08,PLK4
ENSG00000142731,288.6883775,1.230062052,0.207540755,5.926845798,3.09E-09,5.80E-08,MYH11
ENSG00000133392,68.30435444,2.251590374,0.380176256,5.922490783,3.17E-09,5.94E-08,UBTD1
ENSG00000165886,359.1488824,1.502157348,0.253691195,5.921204119,3.20E-09,5.98E-08,IGHV2-70
ENSG00000274576,1941.644449,4.070122815,0.68759176,5.919388581,3.23E-09,6.04E-08,CNGA4
ENSG00000132259,26.52517039,2.090998631,0.353274419,5.918907573,3.24E-09,6.05E-08,CCNE1
ENSG00000105173,202.3839544,1.570422977,0.265395131,5.917301381,3.27E-09,6.09E-08,LRG1
ENSG00000171236,6036.612789,1.805208769,0.305078452,5.917195258,3.27E-09,6.09E-08,MTCO1P12
ENSG00000237973,1265.653656,7.898220702,1.334736676,5.917437384,3.27E-09,6.09E-08,ENPP6
ENSG00000164303,10.71980436,2.863247717,0.484020994,5.915544477,3.31E-09,6.15E-08,ABLIM3
ENSG00000173210,1243.252268,1.792775819,0.30311345,5.914537345,3.33E-09,6.17E-08,ALPL
ENSG00000162551,22393.86171,2.385092071,0.403378897,5.912783462,3.36E-09,6.22E-08,CFLAR
ENSG00000003402,32819.25705,1.109041508,0.187611806,5.911363116,3.39E-09,6.27E-08,JDP2
ENSG00000140044,2318.035264,1.770878571,0.299680593,5.909220048,3.44E-09,6.34E-08,CHDH
ENSG00000016391,83.58552274,1.073964131,0.181906139,5.903946599,3.55E-09,6.49E-08,ATP11A
ENSG00000068650,5754.629262,1.103116261,0.186842789,5.903980929,3.55E-09,6.49E-08,ALOX5
ENSG00000012779,7105.354309,1.991037241,0.337359591,5.901824912,3.60E-09,6.57E-08,KLHL2
ENSG00000109466,4582.257895,1.508722154,0.255751333,5.89917611,3.65E-09,6.65E-08,IFI27
ENSG00000165949,707.7203678,4.087809811,0.694045882,5.889826478,3.87E-09,7.02E-08,LOC102723475
ENSG00000276289,252.166123,2.840934127,0.48250841,5.887843757,3.91E-09,7.09E-08,FGF13
ENSG00000129682,438.684455,2.893807914,0.491758415,5.884612899,3.99E-09,7.21E-08,RSPH9
ENSG00000172426,58.58075877,2.073948776,0.352537753,5.882912563,4.03E-09,7.27E-08,SORT1
ENSG00000134243,5625.748444,1.395598899,0.237314801,5.880791639,4.08E-09,7.35E-08,IGLV3-22
ENSG00000213073,458.9418355,1.215573489,0.206822528,5.877374682,4.17E-09,7.49E-08,IL18R1
ENSG00000211661,15.51335355,4.458198319,0.758653809,5.876459411,4.19E-09,7.52E-08,H2BC18
ENSG00000115604,6438.051217,2.699317977,0.459370056,5.876129592,4.20E-09,7.52E-08,TXNDC11
ENSG00000203814,485.6570614,1.925963063,0.327799043,5.875438326,4.22E-09,7.55E-08,TRIM7
ENSG00000153066,3974.326526,1.196092706,0.203590199,5.875001411,4.23E-09,7.56E-08,H1-2
ENSG00000146054,215.7812118,1.321282345,0.225027153,5.871657384,4.31E-09,7.70E-08,IGKV2D-29
ENSG00000187837,1062.719864,1.845019748,0.314297142,5.870303932,4.35E-09,7.75E-08,MYL6B
ENSG00000243264,595.8763724,3.133606032,0.534009923,5.868067048,4.41E-09,7.83E-08,PPP1R3B
ENSG00000196465,223.6696398,1.10624959,0.188639226,5.86436668,4.51E-09,8.00E-08,ARHGAP44
ENSG00000173281,8051.431263,1.239516758,0.211413985,5.862983742,4.55E-09,8.05E-08,NLRP12
ENSG00000006740,27.6162795,2.261855349,0.38591145,5.86107344,4.60E-09,8.13E-08,CA12
ENSG00000142405,3866.813169,1.108858327,0.189260792,5.858890872,4.66E-09,8.23E-08,INHBB
ENSG00000074410,54.13777318,2.918995396,0.498286644,5.858064695,4.68E-09,8.26E-08,KCTD14
ENSG00000163083,147.2115843,3.046374923,0.520169039,5.856509506,4.73E-09,8.33E-08,TPI1P2
ENSG00000151364,89.9948559,3.695187934,0.63147245,5.851700944,4.87E-09,8.57E-08,DNAJC15
ENSG00000230359,18.13240344,1.514355797,0.258940061,5.848287009,4.97E-09,8.72E-08,SBNO2
ENSG00000120675,1143.49941,1.019452899,0.174397904,5.845557056,5.05E-09,8.86E-08,ARHGEF39
ENSG00000278788,7386.917416,1.189789844,0.203670362,5.841742662,5.17E-09,9.05E-08,PARD3
ENSG00000137135,85.53715727,1.510109968,0.258620888,5.839087406,5.25E-09,9.17E-08,ENTPD7
ENSG00000148498,212.0767264,1.715319865,0.29394063,5.835599737,5.36E-09,9.33E-08,NLRC4
ENSG00000198018,390.6295166,1.262850836,0.216430578,5.834900258,5.38E-09,9.36E-08,SLC9A8
ENSG00000091106,3525.325603,1.340991375,0.229851794,5.83415667,5.41E-09,9.39E-08,FFAR3
ENSG00000197818,3366.363574,1.340517978,0.230008267,5.828129552,5.61E-09,9.68E-08,RARA-AS1
ENSG00000185897,150.7887683,2.483144702,0.426269082,5.825298633,5.70E-09,9.83E-08,MMRN1
ENSG00000265666,274.4243509,1.463210994,0.251226087,5.824279683,5.74E-09,9.88E-08,IGKV1D-37
ENSG00000138722,574.9201405,1.841960119,0.316311532,5.823246808,5.77E-09,9.94E-08,PAX3
ENSG00000250036,78.82407926,2.777358567,0.477080657,5.821570265,5.83E-09,1.00E-07,LOC105371730
ENSG00000135903,6.831105283,5.56622266,0.956521814,5.819232325,5.91E-09,1.02E-07,MSRB3
ENSG00000214708,10.1117505,2.309464288,0.397111018,5.815664098,6.04E-09,1.04E-07,PLSCR4
ENSG00000174099,515.3098612,1.31358825,0.226136132,5.808838411,6.29E-09,1.07E-07,PLOD2
ENSG00000114698,23.66481521,1.622812948,0.279608033,5.803885284,6.48E-09,1.10E-07,EGFL7
ENSG00000152952,104.7686097,1.831244579,0.315994159,5.795184896,6.82E-09,1.16E-07,SPTLC2
ENSG00000172889,168.4282072,2.071696093,0.357537918,5.794339533,6.86E-09,1.16E-07,IGKV2D-24
ENSG00000100596,10635.83816,1.286646101,0.222116996,5.792650383,6.93E-09,1.17E-07,CCDC71L
ENSG00000241566,53.76896258,2.657483332,0.459125985,5.788135322,7.12E-09,1.20E-07,GRAMD1A
ENSG00000253276,1479.213654,1.274653467,0.220277638,5.786576791,7.18E-09,1.21E-07,DDX10P1
ENSG00000089351,4947.12751,1.297731805,0.224288439,5.785995085,7.21E-09,1.21E-07,PIM3
ENSG00000237135,20.30298172,1.967398844,0.34002186,5.786095173,7.20E-09,1.21E-07,RBM47
ENSG00000198355,2606.884002,1.283454576,0.221828771,5.785789505,7.22E-09,1.21E-07,NEXN
ENSG00000163694,6039.551494,1.041017877,0.180013604,5.782995593,7.34E-09,1.23E-07,TNFSF14
ENSG00000162614,766.7183192,2.044401799,0.353624429,5.78127989,7.41E-09,1.24E-07,KIAA1614-AS1
ENSG00000125735,3273.752438,1.103377959,0.190879518,5.780494275,7.45E-09,1.25E-07,NSG2
ENSG00000232586,67.64679481,1.649795121,0.285617788,5.776233798,7.64E-09,1.28E-07,SLC14A2
ENSG00000170091,31.33114596,2.516804922,0.435884244,5.774021329,7.74E-09,1.29E-07,HSD3B7
ENSG00000132874,36.09749245,1.092094252,0.189260467,5.770324186,7.91E-09,1.32E-07,TCN2
ENSG00000099377,152.4980229,1.715468665,0.297360034,5.768995389,7.97E-09,1.33E-07,CREBBP
ENSG00000185339,1470.841353,2.208649964,0.382887688,5.768401635,8.00E-09,1.33E-07,CEP295NL
ENSG00000005339,11171.62702,1.011564988,0.175414444,5.76671434,8.08E-09,1.34E-07,ZNF438
ENSG00000178404,15.83099037,2.22676268,0.386144701,5.766653474,8.09E-09,1.34E-07,IQGAP3
ENSG00000183621,1566.622712,1.191695336,0.206661122,5.766422452,8.10E-09,1.34E-07,PIK3CD-AS1
ENSG00000183856,88.02229915,2.396728677,0.415637004,5.766398697,8.10E-09,1.34E-07,CENPI
ENSG00000179840,89.45030559,1.353909572,0.234885207,5.764132997,8.21E-09,1.35E-07,SLCO4C1
ENSG00000102384,70.20856293,1.421643682,0.246723462,5.762093613,8.31E-09,1.37E-07,CHIT1
ENSG00000173930,1697.448637,1.159627895,0.201398875,5.75786681,8.52E-09,1.40E-07,ABCB9
ENSG00000133063,972.920801,3.246130918,0.563818395,5.757405126,8.54E-09,1.40E-07,CLDN9
ENSG00000150967,158.6694875,1.460781093,0.253823514,5.755105469,8.66E-09,1.42E-07,VEGFC
ENSG00000213937,259.6353487,1.585413861,0.275575448,5.753102723,8.76E-09,1.44E-07,LRWD1
ENSG00000150630,27.09779578,1.790680508,0.311283034,5.752579842,8.79E-09,1.44E-07,CMTM5
ENSG00000161036,1195.710532,1.192861447,0.207478724,5.749319381,8.96E-09,1.46E-07,LOC101927851
ENSG00000166091,685.8660739,2.074955668,0.360964814,5.74835991,9.01E-09,1.47E-07,EXTL3-AS1
ENSG00000238005,184.6876894,1.428399818,0.248493612,5.74823557,9.02E-09,1.47E-07,C1QC
ENSG00000246339,73.98952519,1.509784402,0.26268285,5.747556043,9.05E-09,1.47E-07,TXN
ENSG00000159189,195.7792492,2.27545741,0.395942782,5.746934948,9.09E-09,1.48E-07,CD70
ENSG00000136810,3397.711628,1.014236727,0.176492341,5.746633096,9.10E-09,1.48E-07,FAM72B
ENSG00000125726,46.82005314,1.601542958,0.278809308,5.744223423,9.23E-09,1.50E-07,ANKRD22
ENSG00000188610,113.1591811,1.064446842,0.185536844,5.737118386,9.63E-09,1.55E-07,ST14
ENSG00000152766,482.2828657,2.12529872,0.370771128,5.73210414,9.92E-09,1.60E-07,CPNE5
ENSG00000149418,1712.329763,1.290425404,0.225163981,5.731047198,9.98E-09,1.60E-07,SERPINE1
ENSG00000124772,1654.964075,1.316602026,0.229847894,5.728144827,1.02E-08,1.63E-07,PENK-AS1
ENSG00000106366,155.7828792,1.973391178,0.344835238,5.722707423,1.05E-08,1.67E-07,TCN1
ENSG00000254254,20.80398242,1.368514781,0.239183919,5.721600287,1.06E-08,1.68E-07,TTC7B
ENSG00000134827,2168.78743,2.907941958,0.508434988,5.719397816,1.07E-08,1.70E-07,CYP1B1-AS1
ENSG00000165914,591.3912082,1.474571806,0.257889476,5.717844042,1.08E-08,1.72E-07,DDIAS
ENSG00000232973,156.3798458,1.391112594,0.243292033,5.717871542,1.08E-08,1.72E-07,CT75
ENSG00000165490,446.1567506,1.262564821,0.220865799,5.716434255,1.09E-08,1.73E-07,EME1
ENSG00000237732,9.261889808,3.734384854,0.653638,5.713230952,1.11E-08,1.76E-07,TLR2
ENSG00000154920,70.85088482,1.225036121,0.214638648,5.70743495,1.15E-08,1.81E-07,MGLL
ENSG00000137462,19377.42291,1.292661639,0.226912013,5.696752783,1.22E-08,1.92E-07,MACIR
ENSG00000074416,1320.692744,1.520747494,0.266985763,5.695987214,1.23E-08,1.93E-07,UBE2T
ENSG00000181751,1376.488515,2.60069212,0.456652638,5.695121198,1.23E-08,1.94E-07,TACSTD2
ENSG00000077152,156.2492527,1.236988834,0.217239417,5.694127015,1.24E-08,1.95E-07,EXOSC4
ENSG00000184292,195.4952923,3.068935777,0.538965258,5.694125425,1.24E-08,1.95E-07,DDAH2
ENSG00000178896,271.9772624,1.418875271,0.249248923,5.692603417,1.25E-08,1.96E-07,LINC00487
ENSG00000233076,1120.192281,1.509731585,0.265306193,5.690525232,1.27E-08,1.98E-07,HOMER3
ENSG00000205837,55.21259176,2.816036887,0.494890288,5.690224598,1.27E-08,1.99E-07,IGLV4-3
ENSG00000051128,545.1088454,1.04777463,0.184360313,5.683298178,1.32E-08,2.06E-07,ITM2C
ENSG00000211672,30.92192823,2.892116742,0.509024906,5.681680228,1.33E-08,2.08E-07,TBKBP1
ENSG00000135916,4878.059555,1.702948931,0.300493836,5.667167604,1.45E-08,2.24E-07,CARD17
ENSG00000198933,1300.909292,1.319172607,0.232841904,5.665529198,1.47E-08,2.26E-07,ALPK3
ENSG00000255221,63.90690367,2.371375844,0.418580637,5.665278407,1.47E-08,2.26E-07,DDN
ENSG00000136383,125.9205476,2.090909871,0.369347802,5.661086545,1.50E-08,2.31E-07,NAIP
ENSG00000181418,11.43920116,3.073411334,0.543308838,5.656840303,1.54E-08,2.36E-07,PSAT1
ENSG00000249437,1415.495628,2.591656735,0.458366024,5.65412051,1.57E-08,2.39E-07,NNMT
ENSG00000135069,472.547948,1.277534755,0.225982642,5.653242842,1.57E-08,2.40E-07,SLC2A5
ENSG00000166741,19.98205765,4.703326236,0.832491207,5.649700795,1.61E-08,2.45E-07,MFSD13A
ENSG00000142583,745.6772002,2.229238366,0.394695761,5.647991655,1.62E-08,2.47E-07,IGHG4
ENSG00000138111,392.1900956,1.077990985,0.190889062,5.647211898,1.63E-08,2.48E-07,SLCO2B1
ENSG00000211892,3827.825719,2.80456637,0.4968184,5.645053342,1.65E-08,2.51E-07,RHOBTB1
ENSG00000137491,27.69967419,2.695911492,0.477746175,5.642978709,1.67E-08,2.53E-07,IGLV7-46
ENSG00000072422,483.0447678,1.62772181,0.288627253,5.63952917,1.71E-08,2.58E-07,CAPN13
ENSG00000211649,625.9013379,2.464836489,0.437180281,5.638032175,1.72E-08,2.60E-07,CITED4
ENSG00000162949,39.62253147,3.163059937,0.562222081,5.625997351,1.84E-08,2.76E-07,PLXNC1
ENSG00000179862,189.4459557,2.206261863,0.392432316,5.622018808,1.89E-08,2.81E-07,RAB19
ENSG00000136040,23773.81113,1.159652214,0.206315541,5.620770053,1.90E-08,2.83E-07,ALDH1A2
ENSG00000146955,40.31692701,1.68002538,0.298893315,5.620819515,1.90E-08,2.83E-07,LINC01270
ENSG00000128918,81.96835826,1.934215396,0.344254161,5.618567947,1.93E-08,2.86E-07,STRIP2
ENSG00000203999,705.8293392,2.069862545,0.368729915,5.613492323,1.98E-08,2.94E-07,PRC1
ENSG00000152253,58.35817292,2.780659643,0.495559001,5.611157575,2.01E-08,2.97E-07,TFPI
ENSG00000128578,133.1254969,1.027960572,0.183379261,5.605653378,2.07E-08,3.05E-07,CYP1A1
ENSG00000198901,547.5130867,1.410272287,0.251608062,5.605036173,2.08E-08,3.06E-07,DNM1
ENSG00000003436,236.9255791,1.480331083,0.264569166,5.595251732,2.20E-08,3.22E-07,FCGR1CP
ENSG00000140465,8.49147639,3.014275288,0.539372389,5.588486456,2.29E-08,3.34E-07,OASL
ENSG00000106976,159.0641189,1.390673488,0.249026811,5.584432773,2.34E-08,3.42E-07,LOC102723407
ENSG00000265531,502.725867,1.999935762,0.358206597,5.583190758,2.36E-08,3.44E-07,TENT5C
ENSG00000135114,4296.318655,2.049261451,0.367144194,5.581625648,2.38E-08,3.47E-07,P2RX1
ENSG00000275063,1150.356849,3.296079611,0.590642109,5.580502236,2.40E-08,3.49E-07,ZNF787
ENSG00000183508,9250.121428,1.668063962,0.299057697,5.57773292,2.44E-08,3.53E-07,LINC00398
ENSG00000108405,3048.835672,1.488996177,0.267064638,5.57541496,2.47E-08,3.57E-07,PPP1R3D
ENSG00000142409,756.7398482,1.214206566,0.217784555,5.575264812,2.47E-08,3.57E-07,SIGLEC16
ENSG00000237879,16.57328086,1.991249473,0.357401579,5.571462438,2.53E-08,3.63E-07,MFN2
ENSG00000132825,1912.373103,1.002139908,0.180058497,5.565635187,2.61E-08,3.74E-07,IRAK3
ENSG00000161643,197.8982676,1.718064377,0.308686372,5.565727971,2.61E-08,3.74E-07,ST8SIA5
ENSG00000116688,6908.370002,1.069191537,0.192138931,5.564679317,2.63E-08,3.76E-07,SIGLEC9
ENSG00000090376,12285.67812,1.785849293,0.321103295,5.561603769,2.67E-08,3.82E-07,MYL9
ENSG00000101638,71.38672443,2.492278228,0.448371565,5.558510893,2.72E-08,3.88E-07,CHKB-CPT1B
ENSG00000129450,2643.714095,1.014375528,0.182633257,5.55416656,2.79E-08,3.97E-07,BRD2
ENSG00000101335,3549.208398,2.594722621,0.467472654,5.550533492,2.85E-08,4.03E-07,LOC105371795
ENSG00000254413,421.481173,1.098605636,0.197974455,5.54922925,2.87E-08,4.06E-07,DENND5B
ENSG00000230678,589.3119902,6.939666378,1.250820359,5.548091962,2.89E-08,4.08E-07,GLT1D1
ENSG00000267288,138.9019133,1.492555731,0.26913947,5.545659031,2.93E-08,4.13E-07,LRRC4
ENSG00000170456,727.7893512,1.757063437,0.316874637,5.544979719,2.94E-08,4.14E-07,FAP
ENSG00000151948,7132.271606,1.292662183,0.233200814,5.543128949,2.97E-08,4.17E-07,SULT1B1
ENSG00000128594,2033.72227,1.333352458,0.240564651,5.542595099,2.98E-08,4.18E-07,IGLC7
ENSG00000078098,22.53098861,3.001567235,0.541701045,5.541003222,3.01E-08,4.22E-07,FSTL1
ENSG00000173597,8963.265418,1.453199514,0.262527242,5.535423685,3.10E-08,4.34E-07,NIBAN2
ENSG00000211685,500.8393504,3.39147732,0.613217813,5.530624275,3.19E-08,4.45E-07,GAS2L1
ENSG00000163430,344.6945507,2.033579993,0.367735419,5.530008496,3.20E-08,4.46E-07,SPI1
ENSG00000136830,2001.39356,1.115195818,0.201688592,5.529295473,3.22E-08,4.48E-07,VPS9D1
ENSG00000185340,1002.614028,1.947285759,0.352235584,5.528361831,3.23E-08,4.50E-07,FAM83D
ENSG00000066336,21120.53206,1.231611711,0.222879395,5.525911043,3.28E-08,4.55E-07,PRTN3
ENSG00000075399,1462.997618,1.399611116,0.253517115,5.520775659,3.38E-08,4.66E-07,PLAAT2
ENSG00000101447,83.7447936,1.392734632,0.252699076,5.511435397,3.56E-08,4.89E-07,LY6G6D
ENSG00000196415,1148.522726,3.984703523,0.723351771,5.508666299,3.62E-08,4.96E-07,IGKV2D-28
ENSG00000133328,90.59559897,2.372409705,0.430686602,5.508436285,3.62E-08,4.96E-07,MPZ
ENSG00000236902,13.08950297,4.339105704,0.788310727,5.504308842,3.71E-08,5.06E-07,FA2H
ENSG00000242534,1498.249378,2.297323571,0.417419631,5.503630879,3.72E-08,5.08E-07,MKNK1
ENSG00000158887,274.0530648,1.291115737,0.234599935,5.503478657,3.72E-08,5.08E-07,LINC01093
ENSG00000103089,37.01984407,1.806751791,0.328353704,5.502455947,3.75E-08,5.11E-07,SLC27A3
ENSG00000079277,5348.04073,1.485284834,0.270164661,5.497702141,3.85E-08,5.24E-07,FEN1
ENSG00000275214,6810.122391,3.383901842,0.615535765,5.497490212,3.85E-08,5.25E-07,SIRPA
ENSG00000249173,50.04146983,3.211825703,0.584387616,5.496053667,3.88E-08,5.27E-07,PLSCR1
ENSG00000143554,98.32841138,3.115132069,0.567662765,5.487645588,4.07E-08,5.51E-07,FLT1
ENSG00000168496,1007.166743,1.220312757,0.222413774,5.486677991,4.10E-08,5.54E-07,AIM2
ENSG00000198053,17061.13767,1.035533787,0.188746141,5.48638389,4.10E-08,5.54E-07,B9D1
ENSG00000188313,5969.373029,1.610779058,0.293822739,5.482145672,4.20E-08,5.66E-07,NQO2
ENSG00000102755,162.7177388,1.391903179,0.254017678,5.479552402,4.26E-08,5.73E-07,TUFT1
ENSG00000163568,1346.313313,1.59448157,0.290983908,5.479621119,4.26E-08,5.73E-07,ERLIN1
ENSG00000108641,45.81194488,1.784661499,0.325989264,5.474602067,4.38E-08,5.87E-07,ADM2
ENSG00000124588,3268.416033,1.744446501,0.319169821,5.465574704,4.61E-08,6.16E-07,PCOLCE2
ENSG00000143367,304.4525778,1.011609888,0.185185586,5.46268158,4.69E-08,6.25E-07,DYNC2I2
ENSG00000107566,2536.371968,1.322060177,0.242037684,5.46220801,4.70E-08,6.26E-07,PLEKHH3
ENSG00000128165,103.8309871,1.165993804,0.213637327,5.457818729,4.82E-08,6.40E-07,LINC01816
ENSG00000163710,131.1665057,3.092426911,0.566696702,5.456934727,4.84E-08,6.42E-07,TONSL
ENSG00000119333,246.3233194,1.372140973,0.251466801,5.456549193,4.85E-08,6.43E-07,DNM3
ENSG00000068137,51.51394724,1.690821099,0.309967847,5.454827374,4.90E-08,6.49E-07,CETP
ENSG00000231327,6.524458121,3.010518759,0.551949839,5.454333976,4.92E-08,6.50E-07,LILRA6
ENSG00000160949,210.3743947,1.044142576,0.191562709,5.450656768,5.02E-08,6.62E-07,COL23A1
ENSG00000197959,441.6746424,1.563324177,0.286951685,5.448039721,5.09E-08,6.71E-07,GP1BB
ENSG00000087237,80.65940545,2.025470984,0.371982724,5.445067353,5.18E-08,6.81E-07,LOC284191
ENSG00000275539,115.0763992,6.416812813,1.178637263,5.444264332,5.20E-08,6.84E-07,LANCL3
ENSG00000050767,23.58621939,2.372926192,0.436022821,5.442206415,5.26E-08,6.91E-07,PYGL
ENSG00000203618,601.3782436,6.091638438,1.11948741,5.44145328,5.28E-08,6.93E-07,WFDC1
ENSG00000230709,13.63761885,2.588242936,0.476064808,5.436744939,5.43E-08,7.09E-07,TNNT3
ENSG00000147036,164.0859704,1.805620172,0.332237172,5.434732541,5.49E-08,7.15E-07,ADORA2B
ENSG00000100504,19661.39018,1.563486724,0.287819137,5.432184748,5.57E-08,7.24E-07,ARHGAP42
ENSG00000103175,134.6445919,3.019409231,0.555836157,5.43219291,5.57E-08,7.24E-07,ABCA13
ENSG00000130595,209.6107105,1.583507477,0.291673129,5.429048196,5.67E-08,7.34E-07,CALHM5
ENSG00000170425,90.76667749,1.378494024,0.25409397,5.425134737,5.79E-08,7.48E-07,REM2
ENSG00000165895,151.8350641,1.741596454,0.321189766,5.422328596,5.88E-08,7.59E-07,NOCT
ENSG00000203804,350.977226,1.998369297,0.368937364,5.416554388,6.08E-08,7.79E-07,B3GNT8
ENSG00000179869,1014.057063,2.945283514,0.543899794,5.415121584,6.12E-08,7.82E-07,HBE1
ENSG00000178033,56.13068451,1.92728746,0.356105358,5.412127098,6.23E-08,7.92E-07,FABP2
ENSG00000139890,609.9201547,1.450556131,0.268083402,5.41083902,6.27E-08,7.98E-07,IGFBP2
ENSG00000151014,121.3550309,1.049427268,0.194057723,5.407809855,6.38E-08,8.10E-07,MELTF
ENSG00000177191,1118.722082,1.409110978,0.260667407,5.405781245,6.45E-08,8.18E-07,PLBD1-AS1
ENSG00000213931,16.27225316,5.657578178,1.047176498,5.402697817,6.56E-08,8.30E-07,EDNRB
ENSG00000145384,23.52799921,6.192427155,1.146306785,5.402067961,6.59E-08,8.33E-07,TAS1R3
ENSG00000115457,192.4974331,3.040499851,0.563204609,5.398570611,6.72E-08,8.49E-07,DAB2
ENSG00000163975,35.21513274,1.315432348,0.243846212,5.394516224,6.87E-08,8.66E-07,CREB5
ENSG00000256751,46.16781208,1.743322889,0.323171014,5.39442837,6.87E-08,8.66E-07,TNFAIP6
ENSG00000136160,30.45808141,2.135279495,0.395940011,5.392936901,6.93E-08,8.72E-07,DAAM2
ENSG00000169962,48.50582985,1.310827994,0.24306987,5.3928033,6.94E-08,8.72E-07,DACH1
ENSG00000153071,1332.082232,1.224964546,0.227158142,5.392562805,6.95E-08,8.72E-07,CDK5RAP2
ENSG00000146592,10773.09871,1.403819816,0.260513903,5.388656029,7.10E-08,8.89E-07,ANO2
ENSG00000274148,5182.813062,1.787166154,0.331662432,5.388509467,7.10E-08,8.89E-07,PARPBP
ENSG00000123610,2042.534547,1.678090957,0.31144862,5.388018589,7.12E-08,8.91E-07,ADGRG3
ENSG00000146122,2953.115894,4.190727315,0.778148309,5.38551233,7.22E-08,9.01E-07,MACC1
ENSG00000276644,358.532669,1.699799696,0.315769106,5.383046238,7.32E-08,9.12E-07,PHGDH
ENSG00000136861,3638.796781,1.684589279,0.313022763,5.381682988,7.38E-08,9.17E-07,SH2D4A
ENSG00000047617,29.82647683,2.099445379,0.390428134,5.3772902,7.56E-08,9.37E-07,FRMD3
ENSG00000185480,140.7202008,1.07251913,0.199451439,5.37734465,7.56E-08,9.37E-07,SERPINB1
ENSG00000182885,10679.95715,1.664609718,0.309838648,5.372505101,7.77E-08,9.57E-07,HIP1
ENSG00000183742,141.5370824,1.323386867,0.246326572,5.372489266,7.77E-08,9.57E-07,CD63
ENSG00000092621,431.5932328,1.718429257,0.320598049,5.360073974,8.32E-08,1.02E-06,C2
ENSG00000104611,86.87013831,3.170327738,0.59181249,5.35698011,8.46E-08,1.04E-06,IGKV2D-30
ENSG00000172159,770.3678647,1.478842753,0.276130387,5.355595841,8.53E-08,1.04E-06,ESRG
ENSG00000021355,16959.80677,1.212817205,0.226554263,5.353318851,8.64E-08,1.05E-06,CCL25
ENSG00000127946,3864.843184,1.205014303,0.225253755,5.349585859,8.82E-08,1.07E-06,KLF5
ENSG00000135404,9376.899008,1.081936197,0.202361069,5.346562978,8.96E-08,1.09E-06,NECAB1
ENSG00000204364,214.922728,2.424190235,0.453382629,5.346897041,8.95E-08,1.09E-06,SPATA1
ENSG00000239571,34.45296267,3.448366042,0.644946837,5.346744637,8.96E-08,1.09E-06,ITGB3
ENSG00000265992,265.5688462,1.44212972,0.269748839,5.34619435,8.98E-08,1.09E-06,CD55
