"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000163040",641.061046332099,1.77809800109677,0.18024744228145,9.86476134468709,5.91750017024884e-23,1.42446374185575e-21
"ENSG00000163050",665.425073278884,-0.107932902756626,0.0875663979220838,-1.23258356307706,0.217731172474994,0.289843778862208
"ENSG00000163069",830.031860437191,-0.0562338270739019,0.0539148972582392,-1.04301092895634,0.29694323110092,0.376992068503874
"ENSG00000163072",2319.87541509197,-0.837123505261484,0.0871768611908885,-9.60258827658937,7.79616367007755e-22,1.7190540892521e-20
"ENSG00000163075",526.360574659176,0.299877086099775,0.101152920329402,2.9645914831053,0.00303085111778508,0.00667368355773527
"ENSG00000163093",267.220259684462,0.678312409788995,0.0732234614360545,9.2635938876143,1.97664491945302e-20,3.69991684838194e-19
"ENSG00000163104",510.038364257127,0.0335469743306334,0.0462279810016534,0.725685474549138,0.468031608426675,0.551529617443469
"ENSG00000163106",718.006120304297,0.47675431405588,0.099989999117541,4.76801998463309,1.86045332588055e-06,7.15683807321461e-06
"ENSG00000163110",825.929501650295,0.376136999332822,0.0855867785106569,4.39480263047857,1.10873443899857e-05,3.77161283244654e-05
"ENSG00000163125",491.705601231754,-0.0378413276548658,0.0419318622113008,-0.902448058809737,0.366818901440959,0.449953091720803
"ENSG00000163126",167.449505285331,0.427479403509445,0.0872131401107135,4.90154812642656,9.50843487408761e-07,3.81757081161019e-06
"ENSG00000163131",12918.9642492426,-0.0570606572079052,0.104604243005239,-0.545490847871703,0.585415973365831,0.661631071897313
"ENSG00000163138",697.406139154302,0.115917856434362,0.0487863269703781,2.37603163904397,0.0174999621963777,0.0319749889318966
"ENSG00000163141",421.325489841986,-0.260449841251739,0.135455007074915,-1.92277751023034,0.0545079976778093,0.0876660356524942
"ENSG00000163145",441.412602964991,-0.375640571305696,0.115134751811766,-3.26261676335421,0.00110388687736652,0.00266426287718167
"ENSG00000163156",1735.34059103555,0.0155932713982204,0.0414609723107909,0.376095169243342,0.706846145521373,0.76740312696929
"ENSG00000163159",1455.76202291097,-0.0705818804215005,0.0300617167604164,-2.34789918965769,0.0188796303675816,0.0342067255222
"ENSG00000163161",1597.83527916538,-0.0130226542705426,0.0307480646149092,-0.423527608441027,0.671910359759871,0.737829852226353
"ENSG00000163162",3831.51328007481,-0.305538073195951,0.0730082290809455,-4.184981296522,2.85189582092382e-05,9.11895342972306e-05
"ENSG00000163166",306.801145857284,0.0988188880590387,0.0680988720860291,1.45110902768259,0.146749503096175,0.207132668241625
"ENSG00000163170",863.438797933498,0.00105119007119309,0.0496402160758239,0.0211761783951027,0.983105116908077,0.987134236239667
"ENSG00000163171",1562.49102192134,-0.109134927924807,0.0627321764912586,-1.73969618191096,0.0819123801291297,0.125184916956426
"ENSG00000163191",337.228086707358,1.14177741798228,0.174373289989298,6.54789169862169,5.83550114138655e-11,3.9713827212214e-10
"ENSG00000163214",342.025881367581,0.443821890715948,0.0684613340035398,6.48281102283225,9.00292363770361e-11,5.97575154158232e-10
"ENSG00000163219",1149.47850732602,-0.282743563976613,0.0730398389364944,-3.87108690399014,0.000108351152385756,0.000315857074313316
"ENSG00000163239",597.249462784746,-0.814354387458697,0.0903279469101566,-9.01553079988282,1.95919361740791e-19,3.33335025183985e-18
"ENSG00000163249",769.33562450829,-0.448237224759587,0.0657879460476199,-6.81336402317737,9.53424763112246e-12,7.03675323036751e-11
"ENSG00000163257",177.603953321971,-0.142603470968714,0.0915789378493137,-1.55716450002246,0.119431434478368,0.173368211339566
"ENSG00000163281",615.100204157815,0.00444131119680996,0.040425235211792,0.109864820168429,0.912516583042323,0.933082482660138
"ENSG00000163291",364.517550323181,0.0816928067987988,0.040634096199862,2.01044970698958,0.0443836140722171,0.0732638636242242
"ENSG00000163297",1485.99033230667,0.0153063524115829,0.0620788066042605,0.2465632515966,0.805246247549521,0.848660728346571
"ENSG00000163312",229.707035839292,-0.0278596356250973,0.0490837422691327,-0.567593959570956,0.570310709668908,0.647117373260971
"ENSG00000163319",1150.16914438166,-0.0229503476441126,0.0560917493361249,-0.409157280985919,0.68242424204217,0.746318081066451
"ENSG00000163320",1590.28731796081,-0.181833082085694,0.0407156000650421,-4.46593152981217,7.97211054707024e-06,2.76673735616917e-05
"ENSG00000163322",267.618262140976,0.00817797007797934,0.0604044623679057,0.135386853179319,0.892306018072353,0.917693456086538
"ENSG00000163328",210.770233740127,0.198776678566398,0.067800150162209,2.93180292507956,0.00337000525288116,0.00734710459027384
"ENSG00000163346",802.44248691788,0.28220564739772,0.0750952928611475,3.75796719934928,0.000171299329148881,0.000481656491677229
"ENSG00000163349",1248.67092180044,0.0930436256421774,0.0635122022834201,1.46497243517041,0.1429284384378,0.202602342291797
"ENSG00000163359",6960.68626764217,1.48139328733927,0.117259225288148,12.6334903177038,1.38017694544747e-36,1.22713313093213e-34
"ENSG00000163362",323.827480685439,1.09081623854448,0.102075329403407,10.6863847015719,1.17876683356288e-26,4.16535395513807e-25
"ENSG00000163374",2077.90738351827,-0.0700188329951052,0.0387254473614532,-1.80808325702651,0.0705935436104897,0.109835424542146
"ENSG00000163376",90.5636603793076,0.243035555126753,0.109909257574957,2.21123825680477,0.0270193424458051,0.0472089144952458
"ENSG00000163378",1571.6964691072,-0.0485900636129609,0.0630406973611666,-0.770772939496265,0.440841529543922,0.524641392834817
"ENSG00000163382",343.46500994052,0.110329157440057,0.0603912826507441,1.82690535119306,0.0677140015504465,0.105818124322278
"ENSG00000163389",189.197569181672,0.0195978818573445,0.099818032367031,0.196336086703082,0.844347117907637,0.880276782499452
"ENSG00000163393",141.698480238469,-0.628031322939211,0.116289551525627,-5.40058255191404,6.64248350633915e-08,3.12963165202518e-07
"ENSG00000163399",7021.94273734052,-0.229472422570509,0.0898958498873438,-2.55264756780297,0.0106907611443619,0.0206636819103419
"ENSG00000163406",327.764281797098,0.0236810961675812,0.125478412564531,0.188726456476348,0.850307214924881,0.884952521092663
"ENSG00000163412",672.256119854723,-0.463398924195118,0.041573709416907,-11.1464416020252,7.4527491600905e-29,3.13612822480907e-27
"ENSG00000163430",891.990694746822,0.213624361587222,0.158247699341975,1.34993660239937,0.177036319581324,0.243309077958627
"ENSG00000163435",7268.29361708186,0.264583900754047,0.150429006557293,1.75886224877299,0.0786009086248428,0.120726527944956
"ENSG00000163444",849.519457023445,-0.124451564305672,0.0409432356506493,-3.03961233957087,0.0023688283954028,0.00533857993853554
"ENSG00000163453",34957.9630863895,0.973695727282067,0.0823484130086452,11.8240982637983,2.93032422946765e-32,1.67863905662062e-30
"ENSG00000163463",8053.02968423226,0.201425991078932,0.0494830242300876,4.07060793500283,4.68906090792312e-05,0.000144971667161673
"ENSG00000163464",415.273383876757,-0.548556786207044,0.223919468180513,-2.44979496720144,0.0142937581305344,0.0266692644083841
"ENSG00000163466",2121.79398499572,-0.160402789621706,0.0677545607439067,-2.3674094830012,0.0179131012456079,0.0326325084654373
"ENSG00000163468",1526.35806496433,0.422818361875048,0.0866665764946929,4.87867848225134,1.06798993764747e-06,4.24912432329506e-06
"ENSG00000163472",217.847773303567,0.216584936992533,0.0745435659716726,2.9054813003558,0.00366688759148191,0.00793628498156421
"ENSG00000163479",770.013863380279,0.0349594938720618,0.0488051534863585,0.716307426055597,0.473801542408135,0.556952980600244
"ENSG00000163481",765.33113605812,0.0766380440364789,0.0436674070750701,1.75503995244618,0.0792524741624392,0.12157486122734
"ENSG00000163482",1300.55014507611,0.59950075655817,0.0884956018884029,6.77435650772983,1.24961187509832e-11,9.11778353604170e-11
"ENSG00000163507",74.6928257029022,0.267376947694259,0.0810891102606272,3.29732249909867,0.00097611350581937,0.00237774003571775
"ENSG00000163510",102.167372188093,-0.375595090418093,0.104656744967086,-3.58882832192246,0.000332167482411106,0.000886289083635635
"ENSG00000163512",2248.3053207623,-0.111311211408832,0.0558795304200426,-1.99198544748163,0.0463726546102419,0.0761935196837432
"ENSG00000163513",7622.69409574264,-0.48597939756443,0.0473752665340988,-10.2580826055014,1.08846480593507e-24,3.18310994308598e-23
"ENSG00000163516",1878.79002708134,0.113394251701206,0.0702784382979702,1.61349987915826,0.106635949487768,0.157363317240348
